"medication_definition_id"|"medication"|"problem_definition_id"|"problem"|"patient_link_frequency"|"link_ratio"
"98450"|"Clotrimazole-Betamethasone 1-0.05 % External Cream"|"70131"|"Intertrigo"|"3"|"1"
"98450"|"Clotrimazole-Betamethasone 1-0.05 % External Cream"|"70135"|"Seborrheic Dermatitis"|"5"|"0.625"
"98450"|"Clotrimazole-Betamethasone 1-0.05 % External Cream"|"77211"|"Vaginal Candidiasis"|"3"|"0.333333"
"98450"|"Clotrimazole-Betamethasone 1-0.05 % External Cream"|"88375"|"Skin: A Rash"|"9"|"0.692308"
"98450"|"Clotrimazole-Betamethasone 1-0.05 % External Cream"|"93705"|"Dermatitis"|"10"|"0.769231"
"98450"|"Clotrimazole-Betamethasone 1-0.05 % External Cream"|"288764"|"Vulvodynia"|"2"|"1"
"98452"|"Detrol LA 2 MG Oral Capsule Extended Release 24 Hour"|"65777"|"Urge Incontinence Of Urine"|"4"|"0.8"
"98452"|"Detrol LA 2 MG Oral Capsule Extended Release 24 Hour"|"296638"|"Urinary Incontinence"|"2"|"1"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"65751"|"Bladder Disorders"|"2"|"0.666667"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"65769"|"Neurogenic Bladder"|"4"|"0.5"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"65777"|"Urge Incontinence Of Urine"|"6"|"0.75"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"65855"|"Female Stress
Incontinence"|"4"|"0.571429"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"75125"|"Multiple Sclerosis"|"5"|"0.25"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"87901"|"Urinary Frequency
Increased"|"2"|"0.666667"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"257849"|"Overflow Incontinence"|"2"|"1"
"98453"|"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour"|"296638"|"Urinary Incontinence"|"6"|"0.375"
"98463"|"Micardis HCT 40-12.5 MG Oral Tablet"|"63468"|"Essential Hypertension"|"2"|"0.666667"
"98466"|"Protopic 0.03 % External Ointment"|"70112"|"Atopic Dermatitis"|"10"|"0.666667"
"98466"|"Protopic 0.03 % External Ointment"|"278350"|"Eczema"|"6"|"0.4"
"98467"|"Protopic 0.1 % External Ointment"|"69753"|"Eczematoid Dermatitis"|"3"|"0.428571"
"98467"|"Protopic 0.1 % External Ointment"|"70112"|"Atopic Dermatitis"|"4"|"0.571429"
"98467"|"Protopic 0.1 % External Ointment"|"278350"|"Eczema"|"4"|"0.5"
"98491"|"Tamiflu 12 MG/ML Oral Suspension Reconstituted"|"64119"|"Influenza"|"6"|"0.666667"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69380"|"Diabetes Mellitus"|"55"|"0.25"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69381"|"Type II Diabetes Mellitus"|"43"|"0.346774"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"5"|"0.238095"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69387"|"Type I Diabetes Mellitus"|"17"|"0.303571"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69388"|"Type I Diabetes Mellitus - Uncontrolled"|"94"|"0.854545"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69401"|"Diabetes Mellitus Under Control"|"5"|"0.454545"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69402"|"Diabetes Mellitus Poorly Controlled"|"90"|"0.625"
"98498"|"OneTouch Ultra Blue In Vitro Strip"|"69461"|"Prediabetes"|"2"|"0.5"
"98508"|"BenzaClin 1-5 % External Gel"|"69606"|"Acne"|"2"|"0.285714"
"98589"|"Sodium Chloride 0.65 % Nasal Solution"|"62598"|"Allergic Rhinitis"|"4"|"0.666667"
"98649"|"Epidrin 325-65-100 MG Oral Capsule"|"60828"|"Headache"|"3"|"1"
"98649"|"Epidrin 325-65-100 MG Oral Capsule"|"74529"|"Headache Syndromes"|"2"|"1"
"98649"|"Epidrin 325-65-100 MG Oral Capsule"|"74533"|"Migraine Headache"|"2"|"0.666667"
"98649"|"Epidrin 325-65-100 MG Oral Capsule"|"74537"|"Common Migraine (Without Aura)"|"2"|"1"
"98649"|"Epidrin 325-65-100 MG Oral Capsule"|"74538"|"Common Migraine (Without Aura) With Intractable
Migraine"|"3"|"1"
"98649"|"Epidrin 325-65-100 MG Oral Capsule"|"293541"|"New Daily Persistent Headache"|"5"|"1"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"60869"|"Cough"|"4"|"0.142857"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"60891"|"Heartburn"|"2"|"0.333333"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"60895"|"Vomiting (Symptom)"|"3"|"1"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"60899"|"Abdominal Pain"|"16"|"0.444444"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"62984"|"Atypical Chest Pain"|"3"|"0.214286"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"64680"|"Chronic Reflux Esophagitis"|"11"|"0.647059"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"64688"|"Esophageal Reflux"|"66"|"0.578947"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"64762"|"Dyspepsia"|"2"|"0.5"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"87702"|"Nausea With Vomiting"|"3"|"0.6"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"87736"|"Abdominal Pain In The Central Upper Belly
(Epigastric)"|"3"|"0.75"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"87738"|"Abdominal Pain In The Left Upper Belly
(LUQ)"|"3"|"1"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"116196"|"Abdomen Tenderness Direct Epigastric"|"2"|"0.4"
"98651"|"NexIUM 20 MG Oral Capsule Delayed Release"|"289114"|"Laryngopharyngeal Reflux"|"4"|"0.666667"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"60891"|"Heartburn"|"22"|"0.431373"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"60894"|"Nausea (Symptom)"|"7"|"0.112903"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"60896"|"Vomiting Blood (Hematemesis)"|"3"|"0.75"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"60899"|"Abdominal Pain"|"44"|"0.252874"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64678"|"Esophagitis"|"7"|"0.4375"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64680"|"Chronic Reflux Esophagitis"|"110"|"0.597826"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64688"|"Esophageal Reflux"|"454"|"0.61186"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64708"|"Barrett's Esophagus"|"3"|"0.15"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64748"|"Gastroparesis"|"5"|"0.263158"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64762"|"Dyspepsia"|"4"|"0.2"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64763"|"Gastritis"|"21"|"0.221053"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64781"|"Chronic Atrophic Gastritis"|"2"|"1"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64786"|"Chronic Antral Gastritis"|"2"|"0.4"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64787"|"Chronic Antral H. Pylori Associated
Gastritis"|"2"|"0.4"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64825"|"Peptic Ulcer"|"9"|"0.132353"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"64826"|"Gastric Ulcer"|"4"|"0.190476"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"69445"|"Diabetic Gastropathy"|"2"|"0.2"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70455"|"Rheumatoid Arthritis"|"15"|"0.192308"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70472"|"Systemic Lupus Erythematosus"|"9"|"0.157895"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70475"|"Scleroderma"|"22"|"0.354839"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70477"|"Scleroderma With Pulmonary
Involvement"|"3"|"0.333333"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70598"|"Polymyositis / Dermatomyositis:"|"2"|"0.2"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70640"|"Wegener's Granulomatosis"|"3"|"0.75"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"70706"|"Ankylosing Spondylitis"|"2"|"0.333333"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"76976"|"Helicobacter Pylori (H. Pylori)
Infection"|"4"|"0.25"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"80847"|"Renal Cell Carcinoma"|"3"|"0.25"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"87060"|"Hoarseness"|"5"|"0.185185"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"87736"|"Abdominal Pain In The Central Upper Belly
(Epigastric)"|"18"|"0.4"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"87737"|"Abdominal Pain In The Right Upper Belly
(RUQ)"|"4"|"0.235294"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"87739"|"Abdominal Pain In The Right Lower Belly
(RLQ)"|"2"|"0.222222"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"87743"|"Diffuse Abdominal Pain"|"9"|"0.692308"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"87744"|"Abdominal Pain In Multiple
Locations"|"2"|"0.333333"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"116196"|"Abdomen Tenderness Direct
Epigastric"|"5"|"0.208333"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"116197"|"Abdomen Tenderness Direct RUQ"|"3"|"0.3"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"260217"|"Esophageal Cancer"|"2"|"0.222222"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"278812"|"Prostate Cancer"|"4"|"0.121212"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"282704"|"Acute Gastritis"|"10"|"0.37037"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"289114"|"Laryngopharyngeal Reflux"|"16"|"0.533333"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"289126"|"Eosinophilic Esophagitis"|"2"|"0.5"
"98652"|"NexIUM 40 MG Oral Capsule Delayed Release"|"292064"|"Dysphagia"|"6"|"0.139535"
"98653"|"Advair Diskus 100-50 MCG/DOSE MISC"|"64211"|"Chronic Asthmatic Bronchitis"|"2"|"1"
"98655"|"Advair Diskus 250-50 MCG/DOSE MISC"|"64180"|"Reactive Airway Disease"|"3"|"0.25"
"98655"|"Advair Diskus 250-50 MCG/DOSE MISC"|"64181"|"Asthma"|"12"|"0.096"
"98655"|"Advair Diskus 250-50 MCG/DOSE MISC"|"64199"|"Chronic Obstructive Asthma"|"2"|"0.666667"
"98655"|"Advair Diskus 250-50 MCG/DOSE MISC"|"64205"|"Chronic Obstructive Pulmonary
Disease"|"8"|"0.133333"
"98656"|"Advair Diskus 500-50 MCG/DOSE MISC"|"64205"|"Chronic Obstructive Pulmonary
Disease"|"3"|"0.272727"
"98694"|"Geodon 40 MG Oral Capsule"|"76212"|"Psychosis"|"2"|"1"
"98694"|"Geodon 40 MG Oral Capsule"|"76307"|"Bipolar Disorder"|"2"|"0.666667"
"98694"|"Geodon 40 MG Oral Capsule"|"76388"|"Bipolar Disorder NOS"|"2"|"0.666667"
"98695"|"Geodon 60 MG Oral Capsule"|"76212"|"Psychosis"|"2"|"1"
"98695"|"Geodon 60 MG Oral Capsule"|"76272"|"Schizoaffective Disorder"|"2"|"0.666667"
"98695"|"Geodon 60 MG Oral Capsule"|"76307"|"Bipolar Disorder"|"2"|"0.666667"
"98696"|"Geodon 80 MG Oral Capsule"|"76272"|"Schizoaffective Disorder"|"4"|"0.8"
"98696"|"Geodon 80 MG Oral Capsule"|"76307"|"Bipolar Disorder"|"2"|"0.222222"
"98697"|"Geodon 20 MG Oral Capsule"|"76388"|"Bipolar Disorder NOS"|"2"|"0.666667"
"98727"|"Zithromax Z-Pak 250 MG Oral Tablet"|"62578"|"Acute Sinusitis"|"3"|"0.230769"
"98727"|"Zithromax Z-Pak 250 MG Oral Tablet"|"64118"|"Acute Bronchitis"|"9"|"0.321429"
"98727"|"Zithromax Z-Pak 250 MG Oral Tablet"|"77891"|"Acute Upper Respiratory Infection"|"31"|"0.659574"
"98740"|"Toprol XL 25 MG Oral Tablet Extended Release 24 Hour"|"63467"|"Hypertension"|"14"|"0.16092"
"98740"|"Toprol XL 25 MG Oral Tablet Extended Release 24 Hour"|"63468"|"Essential Hypertension"|"5"|"0.25"
"98826"|"BusPIRone HCl 7.5 MG Oral Tablet"|"76538"|"Panic Disorder With Agoraphobia"|"2"|"0.666667"
"98866"|"Foradil Aerolizer 12 MCG Inhalation Capsule"|"64181"|"Asthma"|"2"|"0.5"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69380"|"Diabetes Mellitus"|"72"|"0.285714"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69381"|"Type II Diabetes Mellitus"|"32"|"0.329897"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"21"|"0.428571"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69386"|"Type II Diabetes Mellitus With Complication Uncontrolled"|"2"|"0.333333"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69387"|"Type I Diabetes Mellitus"|"14"|"0.341463"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69388"|"Type I Diabetes Mellitus Uncontrolled"|"18"|"0.382979"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"69402"|"Diabetes Mellitus Poorly
Controlled"|"85"|"0.586207"
"98870"|"Lantus 100 UNIT/ML Subcutaneous Solution"|"258942"|"Type II Diabetes Mellitus - Uncomplicated,
Controlled"|"8"|"0.727273"
"98893"|"Metadate CD 20 MG Oral Capsule Extended Release"|"275486"|"ADHD, Combined Type"|"2"|"1"
"98913"|"Advil 200 MG Oral Capsule"|"73493"|"Ankle Sprain"|"2"|"1"
"98926"|"Flomax 0.4 MG CP24"|"65825"|"Benign Prostatic Hyperplasia"|"3"|"0.2"
"98926"|"Flomax 0.4 MG CP24"|"278753"|"Anemia Of Chronic Kidney Disease"|"2"|"0.4"
"98995"|"Aviane 0.1-20 MG-MCG Oral Tablet"|"85949"|"Birth Control Method - Oral Contraceptives"|"2"|"0.5"
"98995"|"Aviane 0.1-20 MG-MCG Oral Tablet"|"187792"|"Gynecologic Services Contraceptive
Management"|"6"|"0.75"
"98995"|"Aviane 0.1-20 MG-MCG Oral Tablet"|"250989"|"Oral Contraceptives"|"4"|"0.571429"
"98996"|"CeleXA 10 MG Oral Tablet"|"76351"|"Depression"|"5"|"0.357143"
"99048"|"Natalvit Oral Tablet"|"274406"|"Pregnancy Test Positive"|"2"|"1"
"99049"|"Aspirin EC Low Dose 81 MG Oral Tablet Delayed Release"|"62975"|"Coronary Artery Disease"|"2"|"0.5"
"99096"|"Yasmin 28 3-0.03 MG Oral Tablet"|"66133"|"Dysmenorrhea"|"2"|"0.5"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"99096"|"Yasmin 28 3-0.03 MG Oral Tablet"|"69549"|"Polycystic Ovarian Syndrome"|"10"|"0.47619"
"99096"|"Yasmin 28 3-0.03 MG Oral Tablet"|"182924"|"Preventive Medicine New Patient Evaluation Adult 1839"|"2"|"0.5"
"99096"|"Yasmin 28 3-0.03 MG Oral Tablet"|"187792"|"Gynecologic Services Contraceptive
Management"|"14"|"0.666667"
"99096"|"Yasmin 28 3-0.03 MG Oral Tablet"|"187793"|"Gynecologic Services Contraceptive General
Counseling"|"2"|"0.5"
"99096"|"Yasmin 28 3-0.03 MG Oral Tablet"|"250989"|"Oral Contraceptives"|"3"|"0.375"
"99211"|"Trileptal 300 MG/5ML Oral Suspension"|"74988"|"Seizure Disorder"|"10"|"0.25641"
"99211"|"Trileptal 300 MG/5ML Oral Suspension"|"297231"|"Epilepsy"|"4"|"1"
"99334"|"Axert 12.5 MG Oral Tablet"|"74533"|"Migraine Headache"|"3"|"0.5"
"99334"|"Axert 12.5 MG Oral Tablet"|"74537"|"Common Migraine (Without Aura)"|"2"|"1"
"99562"|"Rapamune 1 MG Oral Tablet"|"74884"|"Subependymal Giant Cell Astrocytoma"|"2"|"1"
"99562"|"Rapamune 1 MG Oral Tablet"|"166834"|"Renal Transplant Recipient Of The Right Kidney"|"3"|"1"
"99562"|"Rapamune 1 MG Oral Tablet"|"278812"|"Prostate Cancer"|"2"|"1"
"99587"|"Icar 15 MG Oral Tablet Chewable"|"77962"|"Anemia"|"2"|"0.5"
"99634"|"Nitro-Bid 2 % Transdermal Ointment"|"63759"|"Raynaud's Phenomenon"|"2"|"0.666667"
"99634"|"Nitro-Bid 2 % Transdermal Ointment"|"70475"|"Scleroderma"|"2"|"0.4"
"99643"|"Diovan 320 MG Oral Tablet"|"62975"|"Coronary Artery Disease"|"4"|"0.1"
"99643"|"Diovan 320 MG Oral Tablet"|"63467"|"Hypertension"|"38"|"0.316667"
"99643"|"Diovan 320 MG Oral Tablet"|"63468"|"Essential Hypertension"|"20"|"0.51282"
"99643"|"Diovan 320 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"16"|"0.390244"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69380"|"Diabetes Mellitus"|"29"|"0.160221"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69381"|"Type II Diabetes Mellitus"|"17"|"0.303571"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"6"|"0.3"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69387"|"Type I Diabetes Mellitus"|"33"|"0.407407"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69388"|"Type I Diabetes Mellitus Uncontrolled"|"89"|"0.760684"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69401"|"Diabetes Mellitus Under Control"|"2"|"0.285714"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"69402"|"Diabetes Mellitus Poorly
Controlled"|"73"|"0.675926"
"99670"|"NovoLOG 100 UNIT/ML Subcutaneous Solution"|"258942"|"Type II Diabetes Mellitus - Uncomplicated,
Controlled"|"3"|"0.6"
"99703"|"Accu-Chek Compact In Vitro Strip"|"69380"|"Diabetes Mellitus"|"3"|"0.333333"
"99703"|"Accu-Chek Compact In Vitro Strip"|"69381"|"Type II Diabetes Mellitus"|"4"|"0.666667"
"99703"|"Accu-Chek Compact In Vitro Strip"|"69402"|"Diabetes Mellitus Poorly Controlled"|"3"|"0.375"
"99704"|"Accu-Chek Active In Vitro Strip"|"69380"|"Diabetes Mellitus"|"5"|"0.416667"
"99704"|"Accu-Chek Active In Vitro Strip"|"69382"|"Type II Diabetes Mellitus - Uncomplicated,
Uncontrolled"|"2"|"1"
"99704"|"Accu-Chek Active In Vitro Strip"|"69402"|"Diabetes Mellitus Poorly Controlled"|"2"|"0.285714"
"99715"|"Klor-Con M10 10 MEQ Oral Tablet Extended Release"|"63217"|"Congestive Heart Failure"|"3"|"0.375"
"99715"|"Klor-Con M10 10 MEQ Oral Tablet Extended Release"|"63468"|"Essential Hypertension"|"4"|"0.285714"
"99715"|"Klor-Con M10 10 MEQ Oral Tablet Extended Release"|"68089"|"Hypokalemia"|"4"|"0.666667"
"99718"|"Klor-Con M20 20 MEQ Oral Tablet Extended Release"|"62975"|"Coronary Artery Disease"|"5"|"0.121951"
"99718"|"Klor-Con M20 20 MEQ Oral Tablet Extended Release"|"63217"|"Congestive Heart Failure"|"6"|"0.162162"
"99718"|"Klor-Con M20 20 MEQ Oral Tablet Extended Release"|"63468"|"Essential Hypertension"|"7"|"0.148936"
"99718"|"Klor-Con M20 20 MEQ Oral Tablet Extended Release"|"63470"|"Benign Essential
Hypertension"|"6"|"0.176471"
"99718"|"Klor-Con M20 20 MEQ Oral Tablet Extended Release"|"68089"|"Hypokalemia"|"8"|"0.5"
"99765"|"Loestrin Fe 1.5/30 1.5-30 MG-MCG Oral Tablet"|"66087"|"Endometriosis"|"2"|"1"
"99766"|"Loestrin Fe 1/20 1-20 MG-MCG Oral Tablet"|"187792"|"Gynecologic Services Contraceptive
Management"|"4"|"1"
"99768"|"Microgestin FE 1/20 1-20 MG-MCG Oral Tablet"|"187792"|"Gynecologic Services Contraceptive
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

Management"|"9"|"0.642857"
"99781"|"Flonase 50 MCG/ACT Nasal Suspension"|"62585"|"Chronic Sinusitis"|"2"|"0.285714"
"99781"|"Flonase 50 MCG/ACT Nasal Suspension"|"62598"|"Allergic Rhinitis"|"10"|"0.188679"
"99784"|"Toprol XL 50 MG Oral Tablet Extended Release 24 Hour"|"62975"|"Coronary Artery
Disease"|"4"|"0.117647"
"99784"|"Toprol XL 50 MG Oral Tablet Extended Release 24 Hour"|"63467"|"Hypertension"|"12"|"0.134831"
"99784"|"Toprol XL 50 MG Oral Tablet Extended Release 24 Hour"|"63468"|"Essential Hypertension"|"6"|"0.206897"
"99784"|"Toprol XL 50 MG Oral Tablet Extended Release 24 Hour"|"63470"|"Benign Essential
Hypertension"|"5"|"0.185185"
"99786"|"Toprol XL 100 MG Oral Tablet Extended Release 24 Hour"|"63468"|"Essential
Hypertension"|"4"|"0.222222"
"99827"|"Zomig ZMT 5 MG Oral Tablet Dispersible"|"74533"|"Migraine Headache"|"3"|"0.428571"
"99827"|"Zomig ZMT 5 MG Oral Tablet Dispersible"|"74537"|"Common Migraine (Without Aura)"|"4"|"0.8"
"99827"|"Zomig ZMT 5 MG Oral Tablet Dispersible"|"74538"|"Common Migraine (Without Aura) With Intractable
Migraine"|"2"|"0.5"
"99834"|"Phenylade MTE Amino Acid Blend Oral Packet"|"75807"|"Phenylketonuria"|"2"|"0.666667"
"99849"|"PC Pediatric Electrolyte Oral Solution"|"60902"|"Diarrhea (Symptom)"|"3"|"1"
"99889"|"Norditropin 15 MG/1.5ML SOLN"|"67687"|"Growth Hormone Deficiency (Pituitary Dwarfism)"|"2"|"0.5"
"99889"|"Norditropin 15 MG/1.5ML SOLN"|"69214"|"Hypopituitarism"|"3"|"0.6"
"99892"|"Entocort EC 3 MG Oral Capsule Extended Release 24 Hour"|"64980"|"Crohn's Disease"|"4"|"0.666667"
"99900"|"Adderall XR 10 MG Oral Capsule Extended Release 24 Hour"|"75818"|"Attention-deficit Hyperactivity
Disorder"|"11"|"0.733333"
"99900"|"Adderall XR 10 MG Oral Capsule Extended Release 24 Hour"|"75819"|"ADHD, Predominantly Inattentive
Type"|"7"|"0.583333"
"99900"|"Adderall XR 10 MG Oral Capsule Extended Release 24 Hour"|"275486"|"ADHD, Combined
Type"|"6"|"0.857143"
"99901"|"Adderall XR 20 MG Oral Capsule Extended Release 24 Hour"|"75818"|"Attention-deficit Hyperactivity
Disorder"|"12"|"0.545455"
"99901"|"Adderall XR 20 MG Oral Capsule Extended Release 24 Hour"|"75819"|"ADHD, Predominantly Inattentive
Type"|"10"|"0.714286"
"99901"|"Adderall XR 20 MG Oral Capsule Extended Release 24 Hour"|"275486"|"ADHD, Combined
Type"|"6"|"0.666667"
"99901"|"Adderall XR 20 MG Oral Capsule Extended Release 24 Hour"|"291687"|"Attention Deficit Disorder Without
Hyperactivity"|"4"|"0.571429"
"99902"|"Adderall XR 30 MG Oral Capsule Extended Release 24 Hour"|"75818"|"Attention-deficit Hyperactivity
Disorder"|"4"|"0.444444"
"99902"|"Adderall XR 30 MG Oral Capsule Extended Release 24 Hour"|"75819"|"ADHD, Predominantly Inattentive
Type"|"5"|"0.833333"
"99902"|"Adderall XR 30 MG Oral Capsule Extended Release 24 Hour"|"75820"|"ATTENTION-DEFICIT
DISORDER WITH HYPERACTIVITY"|"2"|"1"
"99902"|"Adderall XR 30 MG Oral Capsule Extended Release 24 Hour"|"275486"|"ADHD, Combined
Type"|"4"|"0.666667"
"99958"|"FreeStyle Test In Vitro Strip"|"69380"|"Diabetes Mellitus"|"23"|"0.45098"
"99958"|"FreeStyle Test In Vitro Strip"|"69381"|"Type II Diabetes Mellitus"|"6"|"0.26087"
"99958"|"FreeStyle Test In Vitro Strip"|"69382"|"Type II Diabetes Mellitus - Uncomplicated, Uncontrolled"|"3"|"0.25"
"99958"|"FreeStyle Test In Vitro Strip"|"69387"|"Type I Diabetes Mellitus"|"5"|"0.555556"
"99958"|"FreeStyle Test In Vitro Strip"|"69388"|"Type I Diabetes Mellitus - Uncontrolled"|"2"|"0.25"
"99958"|"FreeStyle Test In Vitro Strip"|"69401"|"Diabetes Mellitus Under Control"|"2"|"0.666667"
"99958"|"FreeStyle Test In Vitro Strip"|"69402"|"Diabetes Mellitus Poorly Controlled"|"13"|"0.65"
"99960"|"Viread 300 MG Oral Tablet"|"76835"|"HIV Infection"|"10"|"0.625"
"99960"|"Viread 300 MG Oral Tablet"|"76842"|"Acquired Immunodeficiency Syndrome (AIDS)"|"3"|"0.428571"
"100002"|"Diovan 80 MG Oral Tablet"|"34588"|"Proteinuria"|"5"|"0.454545"
"100002"|"Diovan 80 MG Oral Tablet"|"63217"|"Congestive Heart Failure"|"3"|"0.125"
"100002"|"Diovan 80 MG Oral Tablet"|"63467"|"Hypertension"|"47"|"0.356061"
file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM]

"100002"|"Diovan 80 MG Oral Tablet"|"63468"|"Essential Hypertension"|"14"|"0.358974"
"100002"|"Diovan 80 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"26"|"0.52"
"100009"|"Diovan 160 MG Oral Tablet"|"63467"|"Hypertension"|"78"|"0.395939"
"100009"|"Diovan 160 MG Oral Tablet"|"63468"|"Essential Hypertension"|"29"|"0.5"
"100009"|"Diovan 160 MG Oral Tablet"|"63470"|"Benign Essential Hypertension"|"32"|"0.484848"
