medication_definition_id	medication	indications
18382	Methylphenidate HCl 5 MG Oral Tablet	3
26116	Verapamil HCl 120 MG Oral Tablet	3
13270	Baclofen 20 MG Oral Tablet	3
143274	ROPINIRole HCl 2 MG Oral Tablet	3
143272	PARoxetine HCl 25 MG Oral Tablet Extended Release 24 Hour	3
25847	Tobramycin Sulfate 0.3 % Ophthalmic Solution	3
156683	EpiPen 0.3 MG/0.3ML Injection Device	3
18821	Triamcinolone Acetonide 0.1 % External Lotion	3
25735	Trileptal 600 MG Oral Tablet	3
156207	ZyrTEC Allergy 10 MG Oral Capsule	3
151630	Afinitor 10 MG Oral Tablet	3
135225	Januvia 25 MG Oral Tablet	3
135522	Allegra 30 MG/5ML SUSP	3
135590	MetroNIDAZOLE 0.75 % Vaginal Gel	3
25053	Avalide 300-12.5 MG Oral Tablet	3
25024	Ortho-Cyclen (28) 0.25-35 MG-MCG Oral Tablet	3
135989	CPAP Continuous Positive Airway Pressure	3
19374	Warfarin Sodium 2 MG Oral Tablet	3
16007	Methadone HCl 5 MG Oral Tablet	3
23167	Levaquin 250 MG Oral Tablet	3
19693	Hydroquinone 4 % External Cream	3
20264	Pyridoxine HCl 50 MG Oral Tablet	3
20263	Pyridoxine HCl 25 MG Oral Tablet	3
153753	Astepro 0.15 % Nasal Solution	3
20095	Pulmozyme 1 MG/ML Inhalation Solution	3
15236	HYDROmorphone HCl 2 MG Oral Tablet	3
139203	Cetirizine HCl 5 MG Oral Tablet Chewable	3
142309	Vyvanse 20 MG Oral Capsule	3
153415	Onglyza 5 MG Oral Tablet	3
19703	Ketorolac Tromethamine 10 MG Oral Tablet	3
139533	Alendronate Sodium 35 MG Oral Tablet	3
153759	Nateglinide 120 MG Oral Tablet	3
19518	Atenolol-Chlorthalidone 100-25 MG Oral Tablet	3
153205	Bayer Breeze 2 Test In Vitro Disk	3
19519	Atenolol-Chlorthalidone 50-25 MG Oral Tablet	3
153132	Bicalutamide 50 MG Oral Tablet	3
153077	Adcirca 20 MG Oral Tablet	3
140130	"BD Insulin Syringe 31G X 5/16\0.3 ML Miscellaneous"""	3
19641	Phenazopyridine HCl 200 MG Oral Tablet	3
19640	Phenazopyridine HCl 100 MG Oral Tablet	3
152864	Creon 6000 UNIT Oral Capsule Delayed Release Particles	3
20490	Ritalin 10 MG Oral Tablet	3
138614	Lansoprazole Powder	3
14285	Chlorthalidone 25 MG Oral Tablet	3
138130	Zyflo CR 600 MG Oral Tablet Extended Release 12 Hour	3
137110	Amlodipine Besy-Benazepril HCl 5-10 MG Oral Capsule	3
14342	Doxepin HCl 50 MG Oral Capsule	3
137178	Amlodipine Besy-Benazepril HCl 10-20 MG Oral Capsule	3
22711	Melatonin 5 MG Oral Tablet	3
154812	CloNIDine HCl 0.2 MG/24HR Transdermal Patch Weekly	3
142362	Omnaris 50 MCG/ACT Nasal Suspension	3
22170	Synthroid 175 MCG Oral Tablet	3
22168	Synthroid 88 MCG Oral Tablet	3
22009	Diclofenac Sodium 75 MG Oral Tablet Delayed Release	3
138192	Azor 10-40 MG Oral Tablet	3
15227	Hydrocortisone 0.5 % External Ointment	3
138198	Diastat AcuDial 20 MG Rectal Gel	3
15965	Megestrol Acetate 40 MG Oral Tablet	3
21594	Terazosin HCl 10 MG Oral Capsule	3
138297	Ciclopirox 8 % External Solution	3
21192	Levoxyl 88 MCG Oral Tablet	3
138330	Albuterol Sulfate 0.63 MG/3ML Inhalation Nebulization Solution	3
154753	Ferrous Sulfate 75 (15 Fe) MG/ML Oral Solution	3
15759	Lithium Carbonate 300 MG Oral Tablet	3
154025	Intuniv 3 MG Oral Tablet Extended Release 24 Hour	3
134538	Venlafaxine HCl 37.5 MG Oral Tablet	3
16160	Minoxidil 2.5 MG Oral Tablet	3
156879	Losartan Potassium-HCTZ 100-12.5 MG Oral Tablet	3
131226	Actoplus Met 15-500 MG Oral Tablet	3
30032	Avapro 300 MG Oral Tablet	3
30031	Avapro 150 MG Oral Tablet	3
29962	Niaspan 1000 MG Oral Tablet Extended Release	3
29727	Lupron Depot 11.25 MG Intramuscular Kit	3
131074	Actoplus Met 15-850 MG Oral Tablet	3
131192	Leflunomide 10 MG Oral Tablet	3
29267	Norco 10-325 MG Oral Tablet	3
29265	Procrit 20000 UNIT/ML Injection Solution	3
4692	Penicillin V Potassium 125 MG/5ML Oral Solution Reconstituted	3
29086	Azulfidine EN-tabs 500 MG Oral Tablet Delayed Release	3
30182	Prevpac Oral Miscellaneous	3
17219	Procrit 10000 UNIT/ML Injection Solution	3
16613	Furosemide 80 MG Oral Tablet	3
29059	Topamax 200 MG Oral Tablet	3
12340	Acetaminophen 500 MG Oral Tablet	3
17290	HydrOXYzine HCl 50 MG Oral Tablet	3
16610	Furadantin 25 MG/5ML Oral Suspension	3
134242	Diovan HCT 320-25 MG Oral Tablet	3
12582	Amiloride-Hydrochlorothiazide 5-50 MG Oral Tablet	3
28632	TEGretol XR 100 MG Oral Tablet Extended Release 12 Hour	3
17182	Hydrocortisone 2.5 % External Ointment	3
4630	Verapamil HCl CR 180 MG Oral Tablet Extended Release	3
132982	Ceron-DM 12.5-4-15 MG/5ML Oral Syrup	3
30692	Enbrel 25 MG Subcutaneous Kit	3
160649	Amlodipine Besy-Benazepril HCl 10-40 MG Oral Capsule	3
151320	Uloric 40 MG Oral Tablet	3
16962	Haloperidol 1 MG Oral Tablet	3
16964	Haloperidol 2 MG Oral Tablet	3
30722	Hyzaar 100-25 MG Oral Tablet	3
1360	EryPed 200 200 MG/5ML Oral Suspension Reconstituted	3
159691	Pradaxa 150 MG Oral Capsule	3
30715	Micardis 80 MG Oral Tablet	3
30714	Micardis 40 MG Oral Tablet	3
3450	Propranolol HCl 80 MG Oral Tablet	3
30267	Diovan HCT 80-12.5 MG Oral Tablet	3
3870	Synthroid 125 MCG Oral Tablet	3
130437	Zemplar 1 MCG Oral Capsule	3
159638	Norethindrone 0.35 MG Oral Tablet	3
159603	Hydrocod Polst-Chlorphen Polst 10-8 MG/5ML Oral Liquid Extended Release	3
30438	Maxalt 5 MG Oral Tablet	3
130700	Metrogel 1 % External Gel	3
130703	Megace ES 625 MG/5ML Oral Suspension	3
17134	PredniSONE 5 MG/5ML Oral Solution	3
30268	Diovan HCT 160-12.5 MG Oral Tablet	3
149619	CitraNatal Assure 35-1 & 300 MG Oral Miscellaneous	3
158468	Anastrozole 1 MG Oral Tablet	3
133925	Ergocalciferol TABS	3
12914	Asacol 400 MG Oral Tablet Delayed Release	3
26636	RisperDAL 1 MG Oral Tablet	3
134226	Tandem Plus 162-115.2-1 MG Oral Capsule	3
151517	Synvisc One 8 MG/ML Intra-articular Injectable	3
133934	Prevacid	3
17938	Sodium Polystyrene Sulfonate Oral Powder	3
18345	Terazol 7 0.4 % Vaginal Cream	3
134181	Atripla 600-200-300 MG Oral Tablet	3
12907	Armour Thyroid 60 MG Oral Tablet	3
26470	Ranitidine HCl 150 MG Oral Capsule	3
26898	Verapamil HCl CR 240 MG Oral Tablet Extended Release	3
146969	RisperiDONE 1 MG/ML Oral Solution	3
134042	Diovan HCT 320-12.5 MG Oral Tablet	3
134052	Megestrol Acetate 400 MG/10ML Oral Suspension	3
26361	Clobetasol Propionate 0.05 % External Cream	3
151518	Pulmicort Flexhaler 90 MCG/ACT Inhalation Aerosol Powder Breath Activated	3
134092	Chantix 0.5 MG Oral Tablet	3
134079	Simvastatin 5 MG Oral Tablet	3
18294	Synthroid 75 MCG Oral Tablet	3
151613	Topiramate 200 MG Oral Tablet	3
26410	Haloperidol Decanoate 100 MG/ML Intramuscular Solution	3
133746	Ranexa 500 MG Oral Tablet Extended Release 12 Hour	3
27283	Levoxyl 75 MCG Oral Tablet	3
28360	Cytra-2 500-334 MG/5ML Oral Solution	3
149433	Guaifenesin-Codeine 200-10 MG/5ML LIQD	3
16567	NovoLIN 70/30 70-30 % Subcutaneous Suspension	3
133169	Cabergoline 0.5 MG Oral Tablet	3
16556	Norvasc 10 MG Oral Tablet	3
133305	CeraVe External Cream	3
16555	Nortriptyline HCl 25 MG Oral Capsule	3
27748	Cozaar 50 MG Oral Tablet	3
17535	Klor-Con 20 MEQ Oral Packet	3
27617	Terazosin HCl 5 MG Oral Capsule	3
133581	Quinapril-Hydrochlorothiazide 20-12.5 MG Oral Tablet	3
26318	Benazepril HCl 10 MG Oral Tablet	3
133642	Terconazole 80 MG Vaginal Suppository	3
27336	Eucerin External Cream	3
114913	Uroxatral 10 MG Oral Tablet Extended Release 24 Hour	2
152348	Exforge HCT 10-320-25 MG Oral Tablet	2
152386	LaMICtal ODT 25 MG Oral Tablet Dispersible	2
152595	Lancets Ultra Thin Miscellaneous	2
151316	Microlet Lancets Miscellaneous	2
152094	Requip XL 6 MG Oral Tablet Extended Release 24 Hour	2
151957	Topiramate 15 MG Oral Capsule Sprinkle	2
114832	NIFEdipine 90 MG Oral Tablet Extended Release 24 Hour	2
152271	Integra 62.5-62.5-40-3 MG Oral Capsule	2
151608	Afinitor 5 MG Oral Tablet	2
152266	Integra Plus Oral Capsule	2
152262	Integra F 125-1 MG Oral Capsule	2
115012	Mercaptopurine 50 MG Oral Tablet	2
114876	Benazepril-Hydrochlorothiazide 20-12.5 MG Oral Tablet	2
114867	Sudafed 12 Hour 120 MG Oral Tablet Extended Release 12 Hour	2
152260	CarBAMazepine 400 MG Oral Tablet Extended Release 12 Hour	2
152224	Mycophenolate Mofetil 250 MG Oral Capsule	2
151430	Vimpat 150 MG Oral Tablet	2
151503	Norgestrel-Ethinyl Estradiol 0.3-30 MG-MCG Oral Tablet	2
151462	Aluminum Chloride 20 % External Solution	2
115027	Fosinopril Sodium 10 MG Oral Tablet	2
152429	Ursodiol 500 MG Oral Tablet	2
129162	Epzicom 600-300 MG Oral Tablet	2
114759	Inderal LA 80 MG Oral Capsule Extended Release 24 Hour	2
111855	Cardizem LA 180 MG Oral Tablet Extended Release 24 Hour	2
157082	Cambia 50 MG Oral Packet	2
157085	Nutropin AQ NuSpin 20 20 MG/2ML Subcutaneous Solution	2
157842	Lactulose 20 GM/30ML Oral Solution	2
157857	Livalo 2 MG Oral Tablet	2
157878	ClonazePAM 0.125 MG Oral Tablet Dispersible	2
112174	Testim 1 % GEL	2
112143	Emend 80 MG Oral Capsule	2
158017	Vimpat 10 MG/ML Oral Solution	2
112112	Ibuprofen Childrens 100 MG/5ML Oral Suspension	2
111922	Rapamune 2 MG Oral Tablet	2
111888	Restasis 0.05 % Ophthalmic Emulsion	2
158019	Famotidine 40 MG/5ML Oral Suspension Reconstituted	2
158023	Uribel 118 MG Oral Capsule	2
158024	Gianvi 3-0.02 MG Oral Tablet	2
112552	Prempro 0.45-1.5 MG Oral Tablet	2
158126	Adapalene 0.1 % External Gel	2
158275	Jalyn 0.5-0.4 MG Oral Capsule	2
158559	Omeprazole-Sodium Bicarbonate 40-1100 MG Oral Capsule	2
158755	Enoxaparin Sodium 100 MG/ML Subcutaneous Solution	2
158778	Enoxaparin Sodium 60 MG/0.6ML Subcutaneous Solution	2
158788	Enoxaparin Sodium 80 MG/0.8ML Subcutaneous Solution	2
158975	Apidra SoloStar 100 UNIT/ML Subcutaneous Solution	2
111384	MonoNessa 0.25-35 MG-MCG Oral Tablet	2
159542	Beyaz 3-0.02-0.451 MG Oral Tablet	2
159994	Kombiglyze XR 2.5-1000 MG Oral Tablet Extended Release 24 Hour	2
160317	Levocetirizine Dihydrochloride 5 MG Oral Tablet	2
160327	Lo Loestrin Fe 1 MG-10 MCG / 10 MCG Oral Tablet	2
160654	Safyral 3-0.03-0.451 MG Oral Tablet	2
112429	HumaLOG Mix 75/25 Pen 75-25 % SUSP	2
156754	LamoTRIgine 25 MG Oral Tablet Chewable	2
152644	LaMICtal XR 50 MG Oral Tablet Extended Release 24 Hour	2
154802	LoSeasonique 0.1-0.02 & 0.01 MG Oral Tablet	2
153071	Ergocalciferol 8000 UNIT/ML Oral Solution	2
153126	Multaq 400 MG Oral Tablet	2
153168	Hectorol 1 MCG Oral Capsule	2
153392	Onglyza 2.5 MG Oral Tablet	2
153655	Ventavis 20 MCG/ML Inhalation Solution	2
114329	Guaifenesin-Codeine 100-10 MG/5ML LIQD	2
114312	Omeprazole 10 MG Oral Capsule Delayed Release	2
153656	Clindamycin Phos-Benzoyl Perox 1-5 % External Gel	2
114308	Potassium Chloride Crys CR 10 MEQ Oral Tablet Extended Release	2
153777	Nateglinide 60 MG Oral Tablet	2
154051	Intuniv 2 MG Oral Tablet Extended Release 24 Hour	2
154197	PEG 3350 Oral Powder	2
154404	Amphetamine-Dextroamphetamine 5 MG Oral Tablet	2
154811	CloNIDine HCl 0.1 MG/24HR Transdermal Patch Weekly	2
112649	Junel 1/20 1-20 MG-MCG Oral Tablet	2
154889	Sabril 500 MG Oral Packet	2
155095	Contour USB Blood Glucose Sys w/Device Kit	2
114105	Levitra 20 MG Oral Tablet	2
155428	Focalin XR 30 MG Oral Capsule Extended Release 24 Hour	2
115182	Tri-Sprintec 0.18/0.215/0.25 MG-35 MCG Oral Tablet	2
155443	Pramipexole Dihydrochloride 1.5 MG Oral Tablet	2
155444	Pramipexole Dihydrochloride 0.25 MG Oral Tablet	2
155445	Pramipexole Dihydrochloride 0.5 MG Oral Tablet	2
156037	Norvir 100 MG Oral Tablet	2
156156	Mirapex ER 1.5 MG Oral Tablet Extended Release 24 Hour	2
156164	Mirapex ER 0.75 MG Oral Tablet Extended Release 24 Hour	2
156707	Norditropin FlexPro 15 MG/1.5ML Subcutaneous Solution	2
156717	Dexilant 30 MG Oral Capsule Delayed Release	2
155442	Pramipexole Dihydrochloride 1 MG Oral Tablet	2
141089	ROPINIRole HCl 1 MG Oral Tablet	2
150162	Banzel 200 MG Oral Tablet	2
134232	Cipro 250 MG/5ML (5%) Oral Suspension Reconstituted	2
123215	Vytorin 10-10 MG Oral Tablet	2
134579	BD Ultra Fine Syringes	2
123217	Vytorin 10-80 MG Oral Tablet	2
123225	Invirase 500 MG Oral Tablet	2
123231	Ergotamine-Caffeine 1-100 MG Oral Tablet	2
123234	Fosamax Plus D 70-2800 MG-UNIT Oral Tablet	2
134200	Azilect 0.5 MG Oral Tablet	2
134595	Focalin XR 15 MG Oral Capsule Extended Release 24 Hour	2
123334	Tricor 48 MG Oral Tablet	2
134067	Lotrel 10-40 MG Oral Capsule	2
123354	Felodipine 10 MG Oral Tablet Extended Release 24 Hour	2
134057	Opana ER 40 MG Oral Tablet Extended Release 12 Hour	2
123384	MetFORMIN HCl 750 MG Oral Tablet Extended Release 24 Hour	2
134038	OneTouch Ultra Mini w/Device Kit	2
123198	FentaNYL 50 MCG/HR Transdermal Patch 72 Hour	2
123191	Abilify 1 MG/ML Oral Solution	2
133973	Cipro 500 MG/5ML (10%) Oral Suspension Reconstituted	2
136323	NexIUM 40 MG Oral Packet	2
122860	Sildenafil Citrate Powder	2
122903	Fortamet 1000 MG Oral Tablet Extended Release 24 Hour	2
122908	Mucinex DM 30-600 MG Oral Tablet Extended Release 12 Hour	2
122929	Ofloxacin 0.3 % Ophthalmic Solution	2
136324	NexIUM 20 MG Oral Packet	2
122930	Clotrimazole-Betamethasone 1-0.05 % External Lotion	2
136270	Coreg CR 10 MG Oral Capsule Extended Release 24 Hour	2
135179	Reyataz 300 MG Oral Capsule	2
136127	MethylPREDNISolone Sodium Succ 1 GM Injection Solution Reconstituted	2
123049	Felodipine 5 MG Oral Tablet Extended Release 24 Hour	2
136004	OB Complete with DHA 28-1.25-200 MG CAPS	2
135991	Topamax Sprinkle 25 MG Oral Capsule Sprinkle	2
123126	Cilostazol 100 MG Oral Tablet	2
135194	Dilt-XR 240 MG Oral Capsule Extended Release 24 Hour	2
134027	Daytrana 10 MG/9HR Transdermal Patch	2
133970	Azilect 1 MG Oral Tablet	2
136885	Hyper-Sal 7 % Inhalation Nebulization Solution	2
130323	Focalin XR 10 MG Oral Capsule Extended Release 24 Hour	2
130859	Acetaminophen 650 MG Oral Tablet Extended Release	2
128629	BuPROPion HCl (Smoking Deter) 150 MG Oral Tablet Extended Release 12 Hour	2
130711	Desmopressin Acetate 0.1 MG Oral Tablet	2
128766	Bisoprolol-Hydrochlorothiazide 10-6.25 MG Oral Tablet	2
128852	Albuterol Sulfate 1.25 MG/3ML Inhalation Nebulization Solution	2
130340	Xeroform Petrolatum Dressing External Miscellaneous	2
129039	Nifediac CC 90 MG Oral Tablet Extended Release 24 Hour	2
131202	Lyrica 200 MG Oral Capsule	2
129042	Nutropin AQ 10 MG/2ML Subcutaneous Solution	2
130292	Focalin XR 5 MG Oral Capsule Extended Release 24 Hour	2
129070	Lutera 0.1-20 MG-MCG Oral Tablet	2
129075	Tindamax 250 MG Oral Tablet	2
130253	Focalin XR 20 MG Oral Capsule Extended Release 24 Hour	2
129197	Amoxicillin-Pot Clavulanate 600-42.9 MG/5ML Oral Suspension Reconstituted	2
128460	MetroNIDAZOLE 0.75 % External Cream	2
128398	Cefpodoxime Proxetil 200 MG Oral Tablet	2
133930	Clonidine Patch	2
128258	Didanosine 400 MG Oral Capsule Delayed Release	2
128246	Golytely 236 GM Oral Solution Reconstituted	2
133582	OneTouch Ultra 2 w/Device Kit	2
133362	Sutent 12.5 MG Oral Capsule	2
133316	Prosed/DS 81.6 MG Oral Tablet	2
133223	DermOtic 0.01 % Otic Oil	2
133154	Quinapril-Hydrochlorothiazide 20-25 MG Oral Tablet	2
132973	Doxycycline Monohydrate 100 MG Oral Tablet	2
131245	Rozerem 8 MG Oral Tablet	2
132858	Azithromycin 600 MG Oral Tablet	2
132476	Fish Oil OIL	2
128322	Childrens Loratadine 5 MG/5ML Oral Syrup	2
132141	Zidovudine 50 MG/5ML Oral Syrup	2
132072	Kaletra 200-50 MG Oral Tablet	2
131329	Lyrica 25 MG Oral Capsule	2
136850	Exforge 10-320 MG Oral Tablet	2
136906	Exforge 5-320 MG Oral Tablet	2
115201	Loratadine-D 24HR 10-240 MG Oral Tablet Extended Release 24 Hour	2
142316	Prezista 600 MG Oral Tablet	2
143226	Xyzal 2.5 MG/5ML Oral Solution	2
143222	FreeStyle Freedom Lite w/Device Kit	2
143148	Blood Pressure Monitor/L Cuff Miscellaneous	2
142496	Luvox CR 100 MG Oral Capsule Extended Release 24 Hour	2
115397	BuPROPion HCl 100 MG Oral Tablet Extended Release 12 Hour	2
142352	CefTAZidime Powder	2
142311	Vyvanse 60 MG Oral Capsule	2
143252	Ferralet 90 90-1 MG Oral Tablet	2
115417	Folbee 2.5-25-1 MG Oral Tablet	2
115433	Testosterone Enanthate 200 MG/ML Intramuscular Oil	2
115450	GlipiZIDE 5 MG Oral Tablet Extended Release 24 Hour	2
115454	Fosinopril Sodium 20 MG Oral Tablet	2
142191	Omega 3 1000 MG Oral Capsule	2
142005	Omeprazole 20 MG Oral Tablet Delayed Release	2
143235	Allegra ODT 30 MG TBDP	2
143277	ROPINIRole HCl 0.25 MG Oral Tablet	2
141616	Iron Supplement 325 (65 Fe) MG Oral Tablet	2
149372	Aczone 5 % External Gel	2
150024	Calcitonin (Salmon) 200 UNIT/ACT Nasal Solution	2
149795	Tobramycin-Dexamethasone 0.3-0.1 % Ophthalmic Suspension	2
149748	Fenofibrate Micronized 134 MG Oral Capsule	2
149574	PrednisoLONE Sodium Phosphate 6.7 (5 Base) MG/5ML Oral Solution	2
115305	Zomig 5 MG Nasal Solution	2
149418	Prezista 400 MG Oral Tablet	2
149071	Venlafaxine HCl 37.5 MG Oral Tablet Extended Release 24 Hour	2
146411	ROPINIRole HCl 5 MG Oral Tablet	2
147544	Eplerenone 25 MG Oral Tablet	2
147530	Eplerenone 50 MG Oral Tablet	2
146973	RisperiDONE 4 MG Oral Tablet	2
146893	Requip XL 4 MG Oral Tablet Extended Release 24 Hour	2
146849	Requip XL 2 MG Oral Tablet Extended Release 24 Hour	2
146710	Sulfamethoxazole-Trimethoprim 800-160 MG/20ML Oral Suspension	2
141766	Pen Needles 29G X 12MM Miscellaneous	2
141608	Senna 8.6 MG Oral Capsule	2
136923	Vyvanse 50 MG Oral Capsule	2
122617	Halobetasol Propionate 0.05 % External Ointment	2
122569	"BD Insulin Syr Ultrafine II 31G X 5/16\0.5 ML Miscellaneous"""	2
122578	Enablex 7.5 MG Oral Tablet Extended Release 24 Hour	2
138416	Vitamin D 1000 UNIT Oral Tablet	2
138392	Apidra 100 UNIT/ML Injection Solution	2
138373	Acetaminophen 325 MG/10.15ML Oral Suspension	2
122616	"BD Insulin Syr Ultrafine II 31G X 5/16\1 ML Miscellaneous"""	2
138342	Azor 5-20 MG Oral Tablet	2
139114	Intelence 100 MG Oral Tablet	2
138243	Acetaminophen 160 MG/5ML Oral Suspension	2
137766	Ranexa 1000 MG Oral Tablet Extended Release 12 Hour	2
137228	Vyvanse 70 MG Oral Capsule	2
122712	Lactulose Solution	2
137100	Exforge 5-160 MG Oral Tablet	2
137045	Activella 0.5-0.1 MG Oral Tablet	2
139110	Balsalazide Disodium 750 MG Oral Capsule	2
139142	Dextromethorphan-Guaifenesin 10-100 MG/5ML Oral Syrup	2
129103	Metoprolol-Hydrochlorothiazide 50-25 MG Oral Tablet	2
115601	Cialis 5 MG Oral Tablet	2
115491	Docusate Sodium 50 MG/5ML Oral Liquid	2
140781	Maxaron Forte Oral Capsule	2
115537	Caduet 10-40 MG Oral Tablet	2
140150	"BD Insulin Syringe 29G X 1/2\1 ML Miscellaneous"""	2
140117	"BD Eclipse Syringe 23G X 1\3 ML Miscellaneous"""	2
140106	"BD Integra Syringe 23G X 1\3 ML Miscellaneous"""	2
116112	Viracept 625 MG Oral Tablet	2
139204	Cetirizine HCl 10 MG Oral Tablet Chewable	2
139679	Simcor 1000-20 MG Oral Tablet Extended Release 24 Hour	2
139674	Simcor 500-20 MG Oral Tablet Extended Release 24 Hour	2
139280	Bystolic 2.5 MG Oral Tablet	2
116148	Melatonin 1 MG/4ML Oral Liquid	2
139268	NovoFine 30G X 8 MM Miscellaneous	2
139262	Pantoprazole Sodium 20 MG Oral Tablet Delayed Release	2
70	Albuterol Sulfate (5 MG/ML) 0.5% Inhalation Nebulization Solution	2
162007	AndroGel Pump 1.25 GM/ACT (1%) Transdermal Gel	2
30988	Ovcon-35 (28) 0.4-35 MG-MCG Oral Tablet	2
16159	Minoxidil 10 MG Oral Tablet	2
30437	Droxia 400 MG Oral Capsule	2
30449	Cipro HC 0.2-1 % Otic Suspension	2
30480	Actonel 30 MG Oral Tablet	2
16936	Griseofulvin Ultramicrosize 250 MG Oral Tablet	2
30600	Accu-Chek Comfort Curve In Vitro Strip	2
30742	Ziagen 300 MG Oral Tablet	2
30773	Cozaar 100 MG Oral Tablet	2
30833	Coenzyme Q10 100 MG Oral Capsule	2
30844	Butalbital-APAP 50-325 MG Oral Tablet	2
16795	Gentian Violet 1 % External Solution	2
30987	Ortho-Novum 1/35 (28) 1-35 MG-MCG Oral Tablet	2
30995	Levora 0.15/30 (28) 0.15-30 MG-MCG Oral Tablet	2
31047	Verapamil HCl CR 120 MG Oral Capsule Extended Release 24 Hour	2
16518	Nitrofurantoin Macrocrystal 50 MG Oral Capsule	2
16392	FluPHENAZine HCl 10 MG Oral Tablet	2
16360	Naphcon-A 0.025-0.3 % Ophthalmic Solution	2
16230	Flexeril 10 MG Oral Tablet	2
16222	Fleet Enema 7-19 GM/118ML Rectal Enema	2
31636	Icar 15 MG/1.25ML Oral Suspension	2
30374	Prometrium 100 MG Oral Capsule	2
30367	Cortisporin-TC 3.3-3-10-0.5 MG/ML Otic Suspension	2
17100	Ponstel 250 MG Oral Capsule	2
17366	Ranitidine HCl 75 MG/5ML Oral Syrup	2
28183	PredniSONE (Pak) 10 MG Oral Tablet	2
17855	Lidocaine HCl 4 % External Solution	2
17835	Levothroid 125 MCG Oral Tablet	2
28416	Norvir 100 MG Oral Capsule	2
17465	Isosorbide Dinitrate 30 MG Oral Tablet	2
17464	Isosorbide Dinitrate 20 MG Oral Tablet	2
28708	Viramune 200 MG Oral Tablet	2
28890	Ammonium Lactate 12 % External Cream	2
28924	Estring 2 MG Vaginal Ring	2
17108	Potassium Chloride 20 MEQ Oral Packet	2
17258	Propylthiouracil 50 MG Oral Tablet	2
17239	Promethazine HCl 25 MG/ML Injection Solution	2
30018	Combivir 150-300 MG Oral Tablet	2
17180	Hydrocortisone 2.5 % External Lotion	2
30171	Butalbital-ASA-Caffeine 50-325-40 MG Oral Capsule	2
30258	Prandin 1 MG Oral Tablet	2
17140	Premarin 0.9 MG Oral Tablet	2
17121	Prazosin HCl 1 MG Oral Capsule	2
31660	Femhrt 1/5 1-5 MG-MCG Oral Tablet	2
16117	MethylPREDNISolone 4 MG Oral Tablet	2
99211	Trileptal 300 MG/5ML Oral Suspension	2
97447	Benzoyl Peroxide 5 % LIQD	2
15250	Hyoscyamine Sulfate 0.125 MG Oral Tablet	2
15228	Hydrocortisone 20 MG Oral Tablet	2
98215	Qvar 40 MCG/ACT Inhalation Aerosol Solution	2
98216	Qvar 80 MCG/ACT Inhalation Aerosol Solution	2
98266	Fosamax 70 MG Oral Tablet	2
15111	Haloperidol 0.5 MG Oral Tablet	2
98329	Lescol XL 80 MG Oral Tablet Extended Release 24 Hour	2
98333	Micardis 20 MG Oral Tablet	2
98344	HumaLOG Mix 75/25 75-25 % Subcutaneous Suspension	2
98452	Detrol LA 2 MG Oral Capsule Extended Release 24 Hour	2
98466	Protopic 0.03 % External Ointment	2
15006	Dexamethasone 1 MG Oral Tablet	2
14825	Dapsone 25 MG Oral Tablet	2
98696	Geodon 80 MG Oral Capsule	2
98740	Toprol XL 25 MG Oral Tablet Extended Release 24 Hour	2
14686	Cortef 10 MG Oral Tablet	2
14655	Ferrous Sulfate 300 (60 Fe) MG/5ML Oral Syrup	2
14653	Ferrous Gluconate 325 MG TABS	2
14538	Colace 100 MG Oral Capsule	2
98138	CycloSPORINE Modified 25 MG Oral Capsule	2
98130	Neomycin-Polymyxin-HC 3.5-10000-1 Otic Suspension	2
98120	Vaniqa 13.9 % External Cream	2
15719	Levothyroxine Sodium 300 MCG Oral Tablet	2
16110	Methyldopa 250 MG Oral Tablet	2
16089	Felbatol 600 MG/5ML Oral Suspension	2
16006	Methadone HCl 10 MG Oral Tablet	2
97567	Etoposide 50 MG Oral Capsule	2
97573	FluvoxaMINE Maleate 100 MG Oral Tablet	2
97580	Lovastatin 10 MG Oral Tablet	2
15809	Lupron Depot 3.75 MG Intramuscular Kit	2
97582	Lovastatin 40 MG Oral Tablet	2
15711	Levothroid 150 MCG Oral Tablet	2
15328	Indapamide 2.5 MG Oral Tablet	2
97610	Propafenone HCl 300 MG Oral Tablet	2
97622	Valproic Acid 250 MG/5ML Oral Syrup	2
97669	Bisoprolol Fumarate 10 MG Oral Tablet	2
97670	Bisoprolol Fumarate 5 MG Oral Tablet	2
15656	Leucovorin Calcium 5 MG Oral Tablet	2
15582	Klor-Con 8 MEQ Oral Tablet Extended Release	2
97814	Carbidopa-Levodopa CR 25-100 MG Oral Tablet Extended Release	2
97980	Calcium + D 600-200 MG-UNIT Oral Tablet	2
28172	Guaifenesin-DM 100-10 MG/5ML Oral Syrup	2
17862	Lidocaine Viscous 2 % Mouth/Throat Solution	2
17877	Lithium Carbonate 150 MG Oral Capsule	2
27876	Prevacid 30 MG Oral Capsule Delayed Release	2
24421	Adderall 20 MG Oral Tablet	2
20468	Retrovir 10 MG/ML Intravenous Solution	2
20118	Tussionex Pennkinetic ER 10-8 MG/5ML Oral Liquid Extended Release	2
24567	CeleXA 20 MG Oral Tablet	2
20059	Progesterone 50 MG/ML Intramuscular Oil	2
19962	PredniSONE 50 MG Oral Tablet	2
24691	Bicillin L-A 2400000 UNIT/4ML Intramuscular Suspension	2
24913	Kristalose 20 GM Oral Packet	2
