medication_definition_id	medication	problem_definition_id	problem	patient_link_frequency	link_ratio	rxcui	ingredient_rxcui	ingredient_name	doid_code	doid_name
29755	Lipitor 40 MG Oral Tablet	291485	Dyslipidemia	29	0.467742	617320	83367	atorvastatin	DOID:3146	dyslipidemia
29836	Mirapex 0.125 MG Oral Tablet	75054	Restless Legs Syndrome	2	0.285714	859035	746741	Pramipexole	DOID:0050425	restless legs syndrome
29840	Pentoxifylline CR 400 MG Oral Tablet Extended Release	63722	Intermittent Claudication	2	0.25	312301	8013	Pentoxifylline	DOID:3669	intermittent claudication
29840	Pentoxifylline CR 400 MG Oral Tablet Extended Release	63738	Peripheral Vascular Disease	6	0.428571	312301	8013	Pentoxifylline	DOID:341	peripheral vascular disease
29840	Pentoxifylline CR 400 MG Oral Tablet Extended Release	63758	Raynaud's Disease	3	0.272727	312301	8013	Pentoxifylline	DOID:10300	Raynaud's disease
29840	Pentoxifylline CR 400 MG Oral Tablet Extended Release	70475	Scleroderma	5	0.416667	312301	8013	Pentoxifylline	DOID:418	Scleroderma
29840	Pentoxifylline CR 400 MG Oral Tablet Extended Release	70475	Scleroderma	5	0.416667	312301	8013	Pentoxifylline	DOID:419	scleroderma
29840	Pentoxifylline CR 400 MG Oral Tablet Extended Release	282672	Venous Insufficiency	2	0.25	312301	8013	Pentoxifylline	DOID:10128	venous insufficiency
29868	Warfarin Sodium 4 MG Oral Tablet	62916	Atrial Fibrillation	14	0.466667	855324	11289	Warfarin	DOID:0060224	atrial fibrillation
29868	Warfarin Sodium 4 MG Oral Tablet	64277	Pulmonary Embolism	3	0.6	855324	11289	Warfarin	DOID:9477	pulmonary embolism
29913	Melatonin 5 MG Oral Capsule	80847	Renal Cell Carcinoma	7	0.875	199647	6711	Melatonin	DOID:4450	renal cell carcinoma
29913	Melatonin 5 MG Oral Capsule	181372	Renal Carcinoma	2	1	199647	6711	Melatonin	DOID:4451	renal carcinoma
29913	Melatonin 5 MG Oral Capsule	260898	Kidney Cancer	2	0.5	199647	6711	Melatonin	DOID:263	kidney cancer
29913	Melatonin 5 MG Oral Capsule	278812	Prostate Cancer	12	0.75	199647	6711	Melatonin	DOID:10283	prostate cancer
29961	Niaspan 500 MG Oral Tablet Extended Release	62975	Coronary Artery Disease	13	0.101562	311946	7393	Niacin	DOID:3393	coronary artery disease
29961	Niaspan 500 MG Oral Tablet Extended Release	67978	Familial Hypercholesterolemia	2	0.5	311946	7393	Niacin	DOID:13810	familial hypercholesterolemia
29961	Niaspan 500 MG Oral Tablet Extended Release	67988	Familial Hypertriglyceridemia	3	0.428571	311946	7393	Niacin	DOID:0050527	familial hypertriglyceridemia
29961	Niaspan 500 MG Oral Tablet Extended Release	291485	Dyslipidemia	13	0.382353	311946	7393	Niacin	DOID:3146	dyslipidemia
29962	Niaspan 1000 MG Oral Tablet Extended Release	291485	Dyslipidemia	10	0.714286	1098135	7393	Niacin	DOID:3146	dyslipidemia
30025	SEROquel 25 MG Oral Tablet	75020	Alzheimer's Disease	8	0.258065	153638	51272	quetiapine	DOID:10652	Alzheimer's disease
30025	SEROquel 25 MG Oral Tablet	75080	Parkinson's Disease	4	0.190476	153638	51272	quetiapine	DOID:14330	Parkinson's disease
30025	SEROquel 25 MG Oral Tablet	76307	Bipolar Disorder	5	0.416667	153638	51272	quetiapine	DOID:3312	bipolar disorder
30025	SEROquel 25 MG Oral Tablet	251600	Dementia	23	0.479167	153638	51272	quetiapine	DOID:1307	dementia
30025	SEROquel 25 MG Oral Tablet	252575	Dementia With Lewy Bodies	4	0.5	153638	51272	quetiapine	DOID:12217	Dementia with Lewy bodies
30025	SEROquel 25 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.333333	153638	51272	quetiapine	DOID:2055	post-traumatic stress disorder
30026	SEROquel 100 MG Oral Tablet	75020	Alzheimer's Disease	2	0.285714	153639	51272	quetiapine	DOID:10652	Alzheimer's disease
30026	SEROquel 100 MG Oral Tablet	76307	Bipolar Disorder	4	0.4	153639	51272	quetiapine	DOID:3312	bipolar disorder
30026	SEROquel 100 MG Oral Tablet	252573	Frontotemporal Dementia	2	1	153639	51272	quetiapine	DOID:9255	frontotemporal dementia
30026	SEROquel 100 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.4	153639	51272	quetiapine	DOID:2055	post-traumatic stress disorder
30031	Avapro 150 MG Oral Tablet	63467	Hypertension	24	0.387097	153666	83818	irbesartan	DOID:10763	hypertension
30031	Avapro 150 MG Oral Tablet	63468	Essential Hypertension	7	0.304348	153666	83818	irbesartan	DOID:10825	essential hypertension
30031	Avapro 150 MG Oral Tablet	63470	Benign Essential Hypertension	9	0.321429	153666	83818	irbesartan	DOID:10913	benign essential hypertension
30032	Avapro 300 MG Oral Tablet	63467	Hypertension	20	0.408163	153667	83818	irbesartan	DOID:10763	hypertension
30032	Avapro 300 MG Oral Tablet	63468	Essential Hypertension	8	0.333333	153667	83818	irbesartan	DOID:10825	essential hypertension
30032	Avapro 300 MG Oral Tablet	63470	Benign Essential Hypertension	18	0.5625	153667	83818	irbesartan	DOID:10913	benign essential hypertension
30055	Aspir-81 81 MG Oral Tablet Delayed Release	62916	Atrial Fibrillation	2	0.222222	308416	1191	Aspirin	DOID:0060224	atrial fibrillation
30055	Aspir-81 81 MG Oral Tablet Delayed Release	62975	Coronary Artery Disease	4	0.166667	308416	1191	Aspirin	DOID:3393	coronary artery disease
30150	Tobi 300 MG/5ML Inhalation Nebulization Solution	32925	Chronic Respiratory Failure	4	0.444444	213194	10627	Tobramycin	DOID:11162	chronic respiratory failure
30150	Tobi 300 MG/5ML Inhalation Nebulization Solution	62718	Tracheitis	3	0.3	213194	10627	Tobramycin	DOID:9392	tracheitis
30150	Tobi 300 MG/5ML Inhalation Nebulization Solution	62719	Acute Tracheitis	3	0.5	213194	10627	Tobramycin	DOID:9392	acute tracheitis
30150	Tobi 300 MG/5ML Inhalation Nebulization Solution	64223	Bronchiectasis	2	0.4	213194	10627	Tobramycin	DOID:9563	bronchiectasis
30150	Tobi 300 MG/5ML Inhalation Nebulization Solution	67695	Cystic Fibrosis	8	0.470588	213194	10627	Tobramycin	DOID:1485	cystic fibrosis
30152	Propecia 1 MG Oral Tablet	138023	Alopecia	11	0.578947	213178	25025	Finasteride	DOID:987	alopecia
30202	Tasmar 100 MG Oral Tablet	75080	Parkinson's Disease	2	1	153655	72937	tolcapone	DOID:14330	Parkinson's disease
30224	Singulair 10 MG Oral Tablet	62586	Chronic Maxillary Sinusitis	10	0.12987	153892	88249	montelukast	DOID:10792	chronic maxillary sinusitis
30224	Singulair 10 MG Oral Tablet	62588	Chronic Ethmoidal Sinusitis	20	0.243902	153892	88249	montelukast	DOID:9312	chronic ethmoidal sinusitis
30224	Singulair 10 MG Oral Tablet	62598	Allergic Rhinitis	116	0.414286	153892	88249	montelukast	DOID:4481	allergic rhinitis
30224	Singulair 10 MG Oral Tablet	62599	Allergic Rhinitis Due To Pollen	4	0.5	153892	88249	montelukast	DOID:4481	Allergic rhinitis due to pollen
30224	Singulair 10 MG Oral Tablet	64181	Asthma	124	0.345404	153892	88249	montelukast	DOID:2841	asthma
30224	Singulair 10 MG Oral Tablet	64190	Exercise-induced Asthma	5	0.384615	153892	88249	montelukast	DOID:2841	exercise-induced asthma
30224	Singulair 10 MG Oral Tablet	64205	Chronic Obstructive Pulmonary Disease	8	0.190476	153892	88249	montelukast	DOID:3083	chronic obstructive pulmonary disease
30224	Singulair 10 MG Oral Tablet	64294	Pulmonary Fibrosis	2	0.4	153892	88249	montelukast	DOID:3770	pulmonary fibrosis
30224	Singulair 10 MG Oral Tablet	258832	Cough Variant Asthma	5	0.227273	153892	88249	montelukast	DOID:12323	cough variant asthma
30258	Prandin 1 MG Oral Tablet	69380	Diabetes Mellitus	6	0.5	213219	73044	repaglinide	DOID:9351	diabetes mellitus
30259	Prandin 2 MG Oral Tablet	69380	Diabetes Mellitus	2	0.222222	213220	73044	repaglinide	DOID:9351	diabetes mellitus
30304	Bicillin C-R 1200000 UNIT/2ML Intramuscular Suspension	62760	Acute Pharyngitis	2	0.666667	731541	7980	Penicillin G	DOID:2275	acute pharyngitis
30304	Bicillin C-R 1200000 UNIT/2ML Intramuscular Suspension	274534	Acute Sore Throat	2	0.4	731541	7980	Penicillin G	DOID:2275	acute sore throat
30327	Viagra 50 MG Oral Tablet	69387	Type I Diabetes Mellitus	2	0.666667	213270	136411	sildenafil	DOID:9744	type I diabetes mellitus
30327	Viagra 50 MG Oral Tablet	75125	Multiple Sclerosis	2	1	213270	136411	sildenafil	DOID:2377	multiple sclerosis
30328	Viagra 100 MG Oral Tablet	63758	Raynaud's Disease	2	0.5	213271	136411	sildenafil	DOID:10300	Raynaud's disease
30328	Viagra 100 MG Oral Tablet	69588	Hypogonadism	3	0.142857	213271	136411	sildenafil	DOID:1924	hypogonadism
30355	Pacerone 200 MG Oral Tablet	62916	Atrial Fibrillation	3	0.230769	834346	703	Amiodarone	DOID:0060224	atrial fibrillation
30362	Xeloda 500 MG Oral Tablet	260217	Esophageal Cancer	3	1	213293	194000	capecitabine	DOID:5041	esophageal cancer
30362	Xeloda 500 MG Oral Tablet	260319	Colon Cancer	2	0.5	213293	194000	capecitabine	DOID:219	colon cancer
30362	Xeloda 500 MG Oral Tablet	278808	Breast Cancer	2	0.666667	213293	194000	capecitabine	DOID:1612	breast cancer
30437	Droxia 400 MG Oral Capsule	78011	Sickle Cell Anemia	2	1	213284	5552	hydroxyurea	DOID:10923	sickle cell anemia
30438	Maxalt 5 MG Oral Tablet	75125	Multiple Sclerosis	2	0.666667	213321	88014	rizatriptan	DOID:2377	multiple sclerosis
30480	Actonel 30 MG Oral Tablet	69341	Osteoporosis	4	0.666667	905034	73056	Risedronate	DOID:11476	osteoporosis
30593	Atacand 8 MG Oral Tablet	63468	Essential Hypertension	2	0.666667	577787	214354	candesartan	DOID:10825	essential hypertension
30594	Atacand 16 MG Oral Tablet	63467	Hypertension	11	0.5	639539	214354	candesartan	DOID:10763	hypertension
30692	Enbrel 25 MG Subcutaneous Kit	70455	Rheumatoid Arthritis	16	0.727273	261105	214555	Etanercept	DOID:7148	rheumatoid arthritis
30692	Enbrel 25 MG Subcutaneous Kit	70706	Ankylosing Spondylitis	3	0.6	261105	214555	Etanercept	DOID:7147	ankylosing spondylitis
30714	Micardis 40 MG Oral Tablet	63467	Hypertension	3	0.176471	213431	73494	telmisartan	DOID:10763	hypertension
30714	Micardis 40 MG Oral Tablet	63468	Essential Hypertension	4	0.666667	213431	73494	telmisartan	DOID:10825	essential hypertension
30714	Micardis 40 MG Oral Tablet	63470	Benign Essential Hypertension	3	0.428571	213431	73494	telmisartan	DOID:10913	benign essential hypertension
30715	Micardis 80 MG Oral Tablet	63467	Hypertension	8	0.363636	213432	73494	telmisartan	DOID:10763	hypertension
30715	Micardis 80 MG Oral Tablet	63468	Essential Hypertension	4	0.4	213432	73494	telmisartan	DOID:10825	essential hypertension
30715	Micardis 80 MG Oral Tablet	63470	Benign Essential Hypertension	4	0.8	213432	73494	telmisartan	DOID:10913	benign essential hypertension
30735	Thyrogen 1.1 MG Intramuscular Solution Reconstituted	258928	Thyroid Cancer	6	0.666667	578225	4952	thyrotropin alfa (USP)	DOID:1781	thyroid cancer
30742	Ziagen 300 MG Oral Tablet	76835	HIV Infection	14	0.666667	213460	190521	abacavir	DOID:526	HIV infection
30743	Ziagen 20 MG/ML Oral Solution	76835	HIV Infection	6	0.75	213461	190521	abacavir	DOID:526	HIV infection
30761	CeleBREX 200 MG Oral Capsule	70146	Osteoarthritis	22	0.431373	213469	140587	celecoxib	DOID:8398	osteoarthritis
30761	CeleBREX 200 MG Oral Capsule	70222	Osteoarthrosis	3	0.6	213469	140587	celecoxib	DOID:8398	osteoarthrosis
30761	CeleBREX 200 MG Oral Capsule	70455	Rheumatoid Arthritis	31	0.607843	213469	140587	celecoxib	DOID:7148	rheumatoid arthritis
30761	CeleBREX 200 MG Oral Capsule	70472	Systemic Lupus Erythematosus	2	0.25	213469	140587	celecoxib	DOID:9074	systemic lupus erythematosus
30761	CeleBREX 200 MG Oral Capsule	70475	Scleroderma	2	0.333333	213469	140587	celecoxib	DOID:418	Scleroderma
30761	CeleBREX 200 MG Oral Capsule	70475	Scleroderma	2	0.333333	213469	140587	celecoxib	DOID:419	scleroderma
30761	CeleBREX 200 MG Oral Capsule	70706	Ankylosing Spondylitis	23	0.766667	213469	140587	celecoxib	DOID:7147	ankylosing spondylitis
30761	CeleBREX 200 MG Oral Capsule	70722	Spondylitis	7	0.7	213469	140587	celecoxib	DOID:6590	spondylitis
30761	CeleBREX 200 MG Oral Capsule	80847	Renal Cell Carcinoma	2	1	213469	140587	celecoxib	DOID:4450	renal cell carcinoma
30761	CeleBREX 200 MG Oral Capsule	278812	Prostate Cancer	6	0.333333	213469	140587	celecoxib	DOID:10283	prostate cancer
30761	CeleBREX 200 MG Oral Capsule	288977	Fibromyalgia	5	0.263158	213469	140587	celecoxib	DOID:631	fibromyalgia
30761	CeleBREX 200 MG Oral Capsule	297053	Reactive Arthritis	2	1	213469	140587	celecoxib	DOID:6196	reactive arthritis
30773	Cozaar 100 MG Oral Tablet	63467	Hypertension	9	0.176471	979482	52175	Losartan	DOID:10763	hypertension
30773	Cozaar 100 MG Oral Tablet	63470	Benign Essential Hypertension	6	0.3	979482	52175	Losartan	DOID:10913	benign essential hypertension
30781	HumaLOG Pen 100 UNIT/ML SOLN	69380	Diabetes Mellitus	6	0.428571	865098	86009	Insulin Lispro	DOID:9351	diabetes mellitus
30781	HumaLOG Pen 100 UNIT/ML SOLN	69381	Type II Diabetes Mellitus	2	0.666667	865098	86009	Insulin Lispro	DOID:9352	type II diabetes mellitus
30781	HumaLOG Pen 100 UNIT/ML SOLN	69387	Type I Diabetes Mellitus	5	0.714286	865098	86009	Insulin Lispro	DOID:9744	type I diabetes mellitus
30821	Kristalose 10 GM Oral Packet	166777	Constipation	11	0.916667	1251192	6218	Lactulose	DOID:2089	constipation
30847	Provigil 100 MG Oral Tablet	75125	Multiple Sclerosis	3	0.176471	226426	30125	modafinil	DOID:2377	multiple sclerosis
30847	Provigil 100 MG Oral Tablet	76409	Narcolepsy	5	0.625	226426	30125	modafinil	DOID:8986	narcolepsy
30847	Provigil 100 MG Oral Tablet	173466	Obstructive Sleep Apnea	2	0.25	226426	30125	modafinil	DOID:0050848	obstructive sleep apnea
30847	Provigil 100 MG Oral Tablet	252573	Frontotemporal Dementia	2	1	226426	30125	modafinil	DOID:9255	frontotemporal dementia
30961	Xopenex 0.63 MG/3ML Inhalation Nebulization Solution	32925	Chronic Respiratory Failure	5	0.714286	261136	237159	Levalbuterol	DOID:11162	chronic respiratory failure
30961	Xopenex 0.63 MG/3ML Inhalation Nebulization Solution	64118	Acute Bronchitis	2	0.4	261136	237159	Levalbuterol	DOID:6132	acute Bronchitis
30961	Xopenex 0.63 MG/3ML Inhalation Nebulization Solution	64181	Asthma	5	0.172414	261136	237159	Levalbuterol	DOID:2841	asthma
30961	Xopenex 0.63 MG/3ML Inhalation Nebulization Solution	64202	Bronchiolitis	2	1	261136	237159	Levalbuterol	DOID:2942	bronchiolitis
30961	Xopenex 0.63 MG/3ML Inhalation Nebulization Solution	64205	Chronic Obstructive Pulmonary Disease	9	0.642857	261136	237159	Levalbuterol	DOID:3083	chronic obstructive pulmonary disease
30961	Xopenex 0.63 MG/3ML Inhalation Nebulization Solution	64223	Bronchiectasis	2	0.5	261136	237159	Levalbuterol	DOID:9563	bronchiectasis
30962	Xopenex 1.25 MG/3ML Inhalation Nebulization Solution	63484	Pulmonary Hypertension	2	0.4	833470	237159	Levalbuterol	DOID:6432	pulmonary hypertension
30962	Xopenex 1.25 MG/3ML Inhalation Nebulization Solution	64181	Asthma	12	0.315789	833470	237159	Levalbuterol	DOID:2841	asthma
30962	Xopenex 1.25 MG/3ML Inhalation Nebulization Solution	64205	Chronic Obstructive Pulmonary Disease	7	0.538462	833470	237159	Levalbuterol	DOID:3083	chronic obstructive pulmonary disease
31037	Glucagon Emergency 1 MG Injection Kit	69387	Type I Diabetes Mellitus	22	0.415094	310497	4832	Glucagon	DOID:9744	type I diabetes mellitus
31037	Glucagon Emergency 1 MG Injection Kit	69456	Hypoglycemia	3	1	310497	4832	Glucagon	DOID:9993	hypoglycemia
31047	Verapamil HCl CR 120 MG Oral Capsule Extended Release 24 Hour	63467	Hypertension	4	0.444444	897612	11170	Verapamil	DOID:10763	hypertension
31047	Verapamil HCl CR 120 MG Oral Capsule Extended Release 24 Hour	63470	Benign Essential Hypertension	4	1	897612	11170	Verapamil	DOID:10913	benign essential hypertension
31053	Avandia 4 MG Oral Tablet	69380	Diabetes Mellitus	2	0.285714	261242	84108	rosiglitazone	DOID:9351	diabetes mellitus
31136	Actos 30 MG Oral Tablet	69380	Diabetes Mellitus	33	0.336735	261267	33738	pioglitazone	DOID:9351	diabetes mellitus
31136	Actos 30 MG Oral Tablet	69381	Type II Diabetes Mellitus	21	0.396226	261267	33738	pioglitazone	DOID:9352	type II diabetes mellitus
31137	Actos 45 MG Oral Tablet	69380	Diabetes Mellitus	24	0.461538	261268	33738	pioglitazone	DOID:9351	diabetes mellitus
31137	Actos 45 MG Oral Tablet	69381	Type II Diabetes Mellitus	11	0.354839	261268	33738	pioglitazone	DOID:9352	type II diabetes mellitus
31309	Lidoderm 5 % External Patch	70146	Osteoarthritis	16	0.4	1011705	6387	Lidocaine	DOID:8398	osteoarthritis
31309	Lidoderm 5 % External Patch	70455	Rheumatoid Arthritis	9	0.346154	1011705	6387	Lidocaine	DOID:7148	rheumatoid arthritis
31309	Lidoderm 5 % External Patch	70475	Scleroderma	2	0.666667	1011705	6387	Lidocaine	DOID:418	Scleroderma
31309	Lidoderm 5 % External Patch	70475	Scleroderma	2	0.666667	1011705	6387	Lidocaine	DOID:419	scleroderma
31309	Lidoderm 5 % External Patch	75601	Polyneuropathy	2	0.25	1011705	6387	Lidocaine	DOID:1389	polyneuropathy
31309	Lidoderm 5 % External Patch	257996	Arthritis	9	0.25	1011705	6387	Lidocaine	DOID:848	arthritis
31482	Prometrium 200 MG Oral Capsule	66139	Amenorrhea	4	0.8	261319	8727	Progesterone	DOID:13938	amenorrhea
31482	Prometrium 200 MG Oral Capsule	167200	Premature Menopause	4	0.8	261319	8727	Progesterone	DOID:5426	premature menopause
31482	Prometrium 200 MG Oral Capsule	167200	Premature Menopause	4	0.8	261319	8727	Progesterone	DOID:10787	premature menopause
31483	Tamiflu 75 MG Oral Capsule	64119	Influenza	33	0.622642	261315	260101	Oseltamivir	DOID:8469	influenza
31483	Tamiflu 75 MG Oral Capsule	76702	Viral Infection	5	0.714286	261315	260101	Oseltamivir	DOID:934	Viral Infection
31541	Lodosyn 25 MG Oral Tablet	75080	Parkinson's Disease	2	0.666667	261330	2019	Carbidopa	DOID:14330	Parkinson's disease
31582	Avelox 400 MG Oral Tablet	62577	Sinusitis	2	0.5	261339	139462	moxifloxacin	DOID:0050127	sinusitis
31582	Avelox 400 MG Oral Tablet	62580	Acute Maxillary Sinusitis	2	0.333333	261339	139462	moxifloxacin	DOID:2050	acute maxillary sinusitis
31582	Avelox 400 MG Oral Tablet	62582	Acute Ethmoidal Sinusitis	4	0.5	261339	139462	moxifloxacin	DOID:9506	acute ethmoidal sinusitis
31582	Avelox 400 MG Oral Tablet	62588	Chronic Ethmoidal Sinusitis	13	0.464286	261339	139462	moxifloxacin	DOID:9312	chronic ethmoidal sinusitis
31582	Avelox 400 MG Oral Tablet	63484	Pulmonary Hypertension	3	0.25	261339	139462	moxifloxacin	DOID:6432	pulmonary hypertension
31582	Avelox 400 MG Oral Tablet	64118	Acute Bronchitis	13	0.565217	261339	139462	moxifloxacin	DOID:6132	acute Bronchitis
31582	Avelox 400 MG Oral Tablet	64205	Chronic Obstructive Pulmonary Disease	5	0.238095	261339	139462	moxifloxacin	DOID:3083	chronic obstructive pulmonary disease
31582	Avelox 400 MG Oral Tablet	64206	Chronic Bronchitis	2	0.5	261339	139462	moxifloxacin	DOID:6132	chronic bronchitis
31582	Avelox 400 MG Oral Tablet	64223	Bronchiectasis	3	0.6	261339	139462	moxifloxacin	DOID:9563	bronchiectasis
31582	Avelox 400 MG Oral Tablet	70620	Sarcoidosis	2	0.333333	261339	139462	moxifloxacin	DOID:11335	sarcoidosis
31582	Avelox 400 MG Oral Tablet	74027	Osteomyelitis	4	0.666667	261339	139462	moxifloxacin	DOID:1019	osteomyelitis
31636	Icar 15 MG/1.25ML Oral Suspension	77962	Anemia	4	0.444444	702246	262150	Iron Carbonyl	DOID:2355	anemia
31659	Trileptal 150 MG Oral Tablet	75125	Multiple Sclerosis	4	0.571429	261356	32624	oxcarbazepine	DOID:2377	multiple sclerosis
31659	Trileptal 150 MG Oral Tablet	75486	Trigeminal Neuralgia	2	1	261356	32624	oxcarbazepine	DOID:12098	trigeminal neuralgia
31676	Nitrolingual 0.4 MG/SPRAY Translingual Solution	62975	Coronary Artery Disease	10	0.4	995019	4917	Nitroglycerin	DOID:3393	coronary artery disease
31678	Tikosyn 125 MCG Oral Capsule	62916	Atrial Fibrillation	2	1	284404	49247	dofetilide	DOID:0060224	atrial fibrillation
31679	Tikosyn 250 MCG Oral Capsule	62916	Atrial Fibrillation	4	0.8	284405	49247	dofetilide	DOID:0060224	atrial fibrillation
31712	Singulair 4 MG Oral Tablet Chewable	62598	Allergic Rhinitis	51	0.481132	261367	88249	montelukast	DOID:4481	allergic rhinitis
31712	Singulair 4 MG Oral Tablet Chewable	64181	Asthma	33	0.275	261367	88249	montelukast	DOID:2841	asthma
31712	Singulair 4 MG Oral Tablet Chewable	64190	Exercise-induced Asthma	2	1	261367	88249	montelukast	DOID:2841	exercise-induced asthma
97447	Benzoyl Peroxide 5 % LIQD	69606	Acne	4	0.666667	106309	1418	Benzoyl Peroxide	DOID:6543	acne
97447	Benzoyl Peroxide 5 % LIQD	69607	Acne Vulgaris	2	0.666667	106309	1418	Benzoyl Peroxide	DOID:6543	acne vulgaris
97473	Iron 325 (65 Fe) MG Oral Tablet	77962	Anemia	21	0.456522	310325	24947	ferrous sulfate	DOID:2355	anemia
97520	Testosterone Cypionate 100 MG/ML Intramuscular Oil	69214	Hypopituitarism	2	1	835829	10379	Testosterone	DOID:9406	hypopituitarism
97542	BusPIRone HCl 10 MG Oral Tablet	76536	Generalized Anxiety Disorder	9	0.692308	866083	1827	Buspirone	DOID:14320	generalized anxiety disorder
97542	BusPIRone HCl 10 MG Oral Tablet	275592	Post-traumatic Stress Disorder	2	0.666667	866083	1827	Buspirone	DOID:2055	post-traumatic stress disorder
97543	BusPIRone HCl 5 MG Oral Tablet	76536	Generalized Anxiety Disorder	4	0.444444	866094	1827	Buspirone	DOID:14320	generalized anxiety disorder
97543	BusPIRone HCl 5 MG Oral Tablet	251600	Dementia	2	0.333333	866094	1827	Buspirone	DOID:1307	dementia
97545	Calcitriol 0.25 MCG Oral Capsule	65645	Renal Osteodystrophy	5	0.416667	308867	1894	Calcitriol	DOID:13068	renal osteodystrophy
97545	Calcitriol 0.25 MCG Oral Capsule	65655	Renal Tubular Acidosis	2	0.666667	308867	1894	Calcitriol	DOID:14219	renal tubular acidosis
97545	Calcitriol 0.25 MCG Oral Capsule	69341	Osteoporosis	2	0.4	308867	1894	Calcitriol	DOID:11476	osteoporosis
97545	Calcitriol 0.25 MCG Oral Capsule	69353	Secondary Hyperparathyroidism	10	0.909091	308867	1894	Calcitriol	DOID:12466	secondary hyperparathyroidism
97545	Calcitriol 0.25 MCG Oral Capsule	69362	Hypoparathyroidism	2	0.25	308867	1894	Calcitriol	DOID:11199	hypoparathyroidism
97546	Calcitriol 0.5 MCG Oral Capsule	69353	Secondary Hyperparathyroidism	3	1	308868	1894	Calcitriol	DOID:12466	secondary hyperparathyroidism
97546	Calcitriol 0.5 MCG Oral Capsule	69362	Hypoparathyroidism	2	0.4	308868	1894	Calcitriol	DOID:11199	hypoparathyroidism
97547	Cefadroxil 500 MG Oral Capsule	62586	Chronic Maxillary Sinusitis	43	0.383929	309049	2177	Cefadroxil	DOID:10792	chronic maxillary sinusitis
97547	Cefadroxil 500 MG Oral Capsule	62587	Chronic Frontal Sinusitis	17	0.220779	309049	2177	Cefadroxil	DOID:10790	chronic frontal sinusitis
97547	Cefadroxil 500 MG Oral Capsule	62588	Chronic Ethmoidal Sinusitis	62	0.584906	309049	2177	Cefadroxil	DOID:9312	chronic ethmoidal sinusitis
97547	Cefadroxil 500 MG Oral Capsule	62589	Chronic Sphenoidal Sinusitis	5	0.192308	309049	2177	Cefadroxil	DOID:10793	chronic sphenoidal sinusitis
97547	Cefadroxil 500 MG Oral Capsule	78365	Nasal Cavity Neoplasm	2	0.4	309049	2177	Cefadroxil	DOID:9310	nasal cavity neoplasm
97551	Cephalexin 250 MG Oral Capsule	65762	Urinary Tract Infection	5	0.454545	309112	2231	Cephalexin	DOID:13148	urinary tract infection
97551	Cephalexin 250 MG Oral Capsule	69999	Cellulitis	9	0.5625	309112	2231	Cephalexin	DOID:3488	cellulitis
97551	Cephalexin 250 MG Oral Capsule	70027	Folliculitis	3	1	309112	2231	Cephalexin	DOID:4409	folliculitis
97552	Cephalexin 500 MG Oral Capsule	65753	Acute Cystitis	2	0.25	309114	2231	Cephalexin	DOID:13148	acute cystitis
97552	Cephalexin 500 MG Oral Capsule	65762	Urinary Tract Infection	57	0.626374	309114	2231	Cephalexin	DOID:13148	urinary tract infection
97552	Cephalexin 500 MG Oral Capsule	67695	Cystic Fibrosis	2	0.2	309114	2231	Cephalexin	DOID:1485	cystic fibrosis
97552	Cephalexin 500 MG Oral Capsule	69968	Carbuncle	2	1	309114	2231	Cephalexin	DOID:2176	carbuncle
97552	Cephalexin 500 MG Oral Capsule	69999	Cellulitis	14	0.518519	309114	2231	Cephalexin	DOID:3488	cellulitis
97552	Cephalexin 500 MG Oral Capsule	70027	Folliculitis	6	0.333333	309114	2231	Cephalexin	DOID:4409	folliculitis
97552	Cephalexin 500 MG Oral Capsule	70060	Impetigo	2	0.666667	309114	2231	Cephalexin	DOID:8504	impetigo
97552	Cephalexin 500 MG Oral Capsule	70061	Paronychia	2	0.4	309114	2231	Cephalexin	DOID:13117	paronychia
97552	Cephalexin 500 MG Oral Capsule	73600	Olecranon Bursitis	2	0.666667	309114	2231	Cephalexin	DOID:12581	olecranon bursitis
97552	Cephalexin 500 MG Oral Capsule	274711	End Stage Renal Disease	2	0.5	309114	2231	Cephalexin	DOID:783	end stage renal disease
97553	Clindamycin HCl 300 MG Oral Capsule	62586	Chronic Maxillary Sinusitis	4	0.173913	284215	2582	Clindamycin	DOID:10792	chronic maxillary sinusitis
97553	Clindamycin HCl 300 MG Oral Capsule	62587	Chronic Frontal Sinusitis	3	0.176471	284215	2582	Clindamycin	DOID:10790	chronic frontal sinusitis
97553	Clindamycin HCl 300 MG Oral Capsule	62588	Chronic Ethmoidal Sinusitis	5	0.263158	284215	2582	Clindamycin	DOID:9312	chronic ethmoidal sinusitis
97553	Clindamycin HCl 300 MG Oral Capsule	62641	Parotitis	3	0.6	284215	2582	Clindamycin	DOID:10301	parotitis
97553	Clindamycin HCl 300 MG Oral Capsule	69785	Hidradenitis Suppurativa	2	0.333333	284215	2582	Clindamycin	DOID:2280	hidradenitis suppurativa
97553	Clindamycin HCl 300 MG Oral Capsule	69999	Cellulitis	22	0.564103	284215	2582	Clindamycin	DOID:3488	cellulitis
97553	Clindamycin HCl 300 MG Oral Capsule	70027	Folliculitis	8	0.5	284215	2582	Clindamycin	DOID:4409	folliculitis
97553	Clindamycin HCl 300 MG Oral Capsule	70060	Impetigo	3	0.5	284215	2582	Clindamycin	DOID:8504	impetigo
