problem_definition_id	problem	indications	name_lower	doid	name	type
69885	Pityriasis Rosea	3	pityriasis rosea	DOID:8892	pityriasis rosea	name
69885	Pityriasis Rosea	3	pityriasis rosea	DOID:8892	Pityriasis Rosea	exact-synonym
278691	Lumbar Facet Syndrome	3	lumbar facet syndrome			
60984	Sudden Redness Of The Skin (Flushing)	3	sudden redness of the skin (flushing)			
298801	Dyshidrotic Eczema	3	dyshidrotic eczema			
297216	Acute Nasopharyngitis	3	acute nasopharyngitis	DOID:10459	acute Nasopharyngitis	exact-synonym
296985	Acute Venous Thrombosis Of The Deep Vessels Of The Lower Extremity	3	acute venous thrombosis of the deep vessels of the lower extremity			
70050	Furuncle On The Buttock	3	furuncle on the buttock			
296627	Colitis	3	colitis	DOID:0060180	colitis	name
77265	Phaehyphomycosis	3	phaehyphomycosis	DOID:14049	phaehyphomycosis	exact-synonym
293598	Parkinsonism	3	parkinsonism			
70081	Skin Abscess Of The Face	3	skin abscess of the face			
65745	Vesicoureteral Reflux	3	vesicoureteral reflux	DOID:9620	vesicoureteral reflux	name
292640	Rhinosinusitis	3	rhinosinusitis			
70000	Facial Cellulitis	3	facial cellulitis			
292512	Piriformis Syndrome	3	piriformis syndrome			
291853	Adrenal Insufficiency	3	adrenal insufficiency			
291776	Vulvar Furuncle	3	vulvar furuncle			
69948	Idiopathic Urticaria	3	idiopathic urticaria			
291647	Intervention And Counseling On Cessation Of Tobacco Use	3	intervention and counseling on cessation of tobacco use			
77808	Pediculosis Capitis	3	pediculosis capitis			
60879	Decrease In Appetite	3	decrease in appetite			
76786	Herpes Simplex Acute Gingivostomatitis	3	herpes simplex acute gingivostomatitis			
289130	Benign Prostatic Hypertrophy With Urinary Obstruction	3	benign prostatic hypertrophy with urinary obstruction			
65756	Chronic Interstitial Cystitis	3	chronic interstitial cystitis	DOID:1678	chronic interstitial cystitis	name
70549	Costochondritis (Tietze's Syndrome)	3	costochondritis (tietze's syndrome)			
76669	Impulse Control Disorder	3	impulse control disorder	DOID:10937	impulse control disorder	name
274669	Chronic Renal Insufficiency	3	chronic renal insufficiency			
278172	Infant Feeding Problems	3	infant feeding problems			
278139	Neonatal Candidiasis Of The Diaper Region	3	neonatal candidiasis of the diaper region			
62402	Otitis Media Of The Right Ear	3	otitis media of the right ear			
83137	Nonvenomous Insect Bite	3	nonvenomous insect bite			
62355	Acute Mucoid Otitis Media	3	acute mucoid otitis media	DOID:9736	acute mucoid otitis media	exact-synonym
277881	Childhood Asthma	3	childhood asthma			
82470	Traumatic Amputation Of Finger(S)	3	traumatic amputation of finger(s)			
81224	Malignant Neoplasm Of The Head, Face, Or Neck	3	malignant neoplasm of the head, face, or neck			
275602	Organic Periodic Limb Movement Sleep Disorder	3	organic periodic limb movement sleep disorder			
275483	Dementia Of Alzheimer's Type	3	dementia of alzheimer's type			
62409	Cerumen Impaction	3	cerumen impaction			
81336	Infected Nonvenomous Insect Bite	3	infected nonvenomous insect bite			
76408	Adult Sleep Apnea	3	adult sleep apnea			
275545	Organic Hypersomnia	3	organic hypersomnia			
76404	Sleep-wake Schedule Disorder, Frequently Changing	3	sleep-wake schedule disorder, frequently changing			
275540	Severe Recurrent Major Depression With Psychotic Features	3	severe recurrent major depression with psychotic features			
69425	Diabetic Peripheral Neuropathy Type II	3	diabetic peripheral neuropathy type ii			
69434	Diabetic Autonomic Neuropathy	3	diabetic autonomic neuropathy	DOID:11503	diabetic autonomic neuropathy	name
78371	Benign Nasal Cavity Neoplasm	3	benign nasal cavity neoplasm			
78152	Immunodeficiency Disorders	3	immunodeficiency disorders			
65134	Internal Hemorrhoids	3	internal hemorrhoids			
78154	DiGeorge Syndrome	3	digeorge syndrome	DOID:11198	DiGeorge syndrome	name
278634	Skin Abscess Of The Right Buttock	3	skin abscess of the right buttock			
69527	Orthostatic Hypotension	3	orthostatic hypotension			
62353	Acute Serous Otitis Media Of The Left Ear	3	acute serous otitis media of the left ear			
278297	Glucose Intolerance	3	glucose intolerance	DOID:10603	glucose intolerance	name
93725	Allergy To Peanuts	2	allergy to peanuts			
65685	Asymptomatic Hyperuricemia	2	asymptomatic hyperuricemia			
82407	Gunshot Wound Of The Face	2	gunshot wound of the face			
64786	Chronic Antral Gastritis	2	chronic antral gastritis			
93736	Allergy To Insect Bites / Stings	2	allergy to insect bites / stings			
94409	Exposed To Gonorrhea	2	exposed to gonorrhea			
94415	Exposed To Tuberculosis	2	exposed to tuberculosis			
85604	Generalized Pain	2	generalized pain			
64750	Gastrostomy Infection	2	gastrostomy infection			
97011	A Fall	2	a fall			
65622	Pyelonephritis	2	pyelonephritis	DOID:11400	pyelonephritis	name
83212	Diffuse Idiopathic Skeletal Hyperostosis (DISH)	2	diffuse idiopathic skeletal hyperostosis (dish)			
83233	Shoulder Injury	2	shoulder injury			
65676	Nephrotic Syndrome Due To Focal Segmental Sclerosing Glomerulonephritis	2	nephrotic syndrome due to focal segmental sclerosing glomerulonephritis			
64935	Malabsorption Syndrome	2	malabsorption syndrome			
77207	Esophageal Candidiasis	2	esophageal candidiasis	DOID:13146	esophageal candidiasis	name
83136	Bite From A Venomous Spider	2	bite from a venomous spider			
116197	Abdomen Tenderness Direct RUQ	2	abdomen tenderness direct ruq			
115862	Costovertebral Angle Tenderness	2	costovertebral angle tenderness			
85649	Joint Pain In The Toes	2	joint pain in the toes			
97487	Planning To Become Pregnant	2	planning to become pregnant			
87756	Abdominal Pain Feels Crampy / Colicky	2	abdominal pain feels crampy / colicky			
93460	Taking Blood Thinners For A Long Time	2	taking blood thinners for a long time			
86958	Discharge From The Ears	2	discharge from the ears			
81810	Full Thickness (Third Degree) Burns Of Multiple Sites Of Wrists And Hands	2	full thickness (third degree) burns of multiple sites of wrists and hands			
78139	Anaphylaxis Due To Bee Venom	2	anaphylaxis due to bee venom			
65142	Thrombosed External Hemorrhoids	2	thrombosed external hemorrhoids	DOID:9745	Thrombosed external hemorrhoids	exact-synonym
64231	Tracheal Stenosis	2	tracheal stenosis	DOID:3227	tracheal stenosis	name
88022	Vaginal Itching	2	vaginal itching			
88058	Severe Menstrual Pain (Dysmenorrhea)	2	severe menstrual pain (dysmenorrhea)			
64211	Chronic Asthmatic Bronchitis	2	chronic asthmatic bronchitis			
65123	Rectal Hemorrhage	2	rectal hemorrhage			
65032	Neurogenic Bowel	2	neurogenic bowel	DOID:13419	neurogenic bowel	name
87739	Abdominal Pain In The Right Lower Belly (RLQ)	2	abdominal pain in the right lower belly (rlq)			
87737	Abdominal Pain In The Right Upper Belly (RUQ)	2	abdominal pain in the right upper belly (ruq)			
65103	Proctitis	2	proctitis	DOID:3127	proctitis	name
65144	External Hemorrhoids With Bleeding	2	external hemorrhoids with bleeding			
87088	Hiccups (Symptom)	2	hiccups (symptom)			
77969	Iron Deficiency Anemia Secondary To Chronic Blood Loss	2	iron deficiency anemia secondary to chronic blood loss			
87060	Hoarseness	2	hoarseness			
65062	Colonic Diverticulosis	2	colonic diverticulosis			
81217	Multiple Myeloma	2	multiple myeloma	DOID:9538	multiple myeloma	name
91115	Lower Back Pain Chronic	2	lower back pain chronic			
65354	Chronic Pancreatitis	2	chronic pancreatitis			
65360	Pancreatic Insufficiency	2	pancreatic insufficiency			
77833	Trichomoniasis	2	trichomoniasis	DOID:1947	trichomoniasis	name
64501	Pleurisy	2	pleurisy	DOID:10247	pleurisy	name
65047	Crohn's (Granulomatous) Colitis	2	crohn's (granulomatous) colitis			
64159	Atypical Mycobacterium Avium Intracellulare Pneumonia	2	atypical mycobacterium avium intracellulare pneumonia			
64155	Primary Atypical Mycoplasma Pneumoniae	2	primary atypical mycoplasma pneumoniae			
64978	Short Bowel Syndrome	2	short bowel syndrome	DOID:10605	short bowel syndrome	name
70018	Cellulitis Of The Foot	2	cellulitis of the foot			
155101	(Lower) Leg Localized Swelling Unilateral	2	(lower) leg localized swelling unilateral			
278662	Onychomycosis Of The Right 1st Toenail	2	onychomycosis of the right 1st toenail			
278562	Onychomycosis Of The Toenails	2	onychomycosis of the toenails			
62348	Acute Suppurative Otitis Media Of The Left Ear	2	acute suppurative otitis media of the left ear			
278285	Abnormal Glucose	2	abnormal glucose			
278177	Hyperprolactinemia	2	hyperprolactinemia	DOID:12700	hyperprolactinemia	name
62354	Acute Serous Otitis Media Of Both Ears	2	acute serous otitis media of both ears			
277994	Emphysematous Chronic Bronchitis	2	emphysematous chronic bronchitis			
277885	Bronchospasm	2	bronchospasm	DOID:1176	Bronchospasm	exact-synonym
276379	Heartburn With Regurgitation	2	heartburn with regurgitation			
275608	Idiopathic Organic Hypersomnia	2	idiopathic organic hypersomnia			
62388	Chronic Mucoid Otitis Media	2	chronic mucoid otitis media			
275590	Organic REM Sleep Behavior Disorder	2	organic rem sleep behavior disorder			
62391	Chronic Mucoid Otitis Media Of Both Ears	2	chronic mucoid otitis media of both ears			
275542	Persistent Insomnia	2	persistent insomnia			
275541	Adjustment Insomnia	2	adjustment insomnia			
275520	Bipolar I Disorder, Most Recent Episode, Depressed Severe Without Psychotic Features	2	bipolar i disorder, most recent episode, depressed severe without psychotic features			
275520	Bipolar I Disorder, Most Recent Episode, Depressed - Severe Without Psychotic Features	2	bipolar i disorder, most recent episode, depressed - severe without psychotic features			
274689	Chronic Kidney Disease With Benign Hypertension	2	chronic kidney disease with benign hypertension			
62503	Cholesteatoma In The Left Ear	2	cholesteatoma in the left ear			
274671	Chronic Kidney Disease, Stage	2	chronic kidney disease, stage			
274640	Chronic Kidney Disease, Stage 5	2	chronic kidney disease, stage 5			
274639	Chronic Kidney Disease (NKF Classification)	2	chronic kidney disease (nkf classification)			
274605	Chronic Kidney Disease, Stage 2	2	chronic kidney disease, stage 2			
62550	Tympanic Membrane Perforation	2	tympanic membrane perforation			
278606	Onychomycosis Of The Fingernails	2	onychomycosis of the fingernails			
278688	Trapezoid Muscle Strain	2	trapezoid muscle strain			
62551	Central Perforation Of The Tympanic Membrane	2	central perforation of the tympanic membrane			
279038	Inquiry And Counseling: Family Planning	2	inquiry and counseling: family planning			
298920	Right Back Strain	2	right back strain			
297053	Reactive Arthritis	2	reactive arthritis	DOID:6196	reactive arthritis	name
297053	Reactive Arthritis	2	reactive arthritis	DOID:6196	Reactive arthritis	exact-synonym
296854	Spondyloarthropathy	2	spondyloarthropathy	DOID:1123	spondyloarthropathy	name
31788	Multiple Gestation - Twins	2	multiple gestation - twins			
34444	Mucosal Cyst	2	mucosal cyst			
60832	Facial Pain	2	facial pain			
60854	Palpitations (Symptom)	2	palpitations (symptom)			
291525	Impingement Of The Right Shoulder	2	impingement of the right shoulder			
289885	Parkinsonism (Secondary)	2	parkinsonism (secondary)			
289133	Benign Prostatic Hypertrophy With Urinary Obstruction With Other Lower Urinary Tract Symptoms	2	benign prostatic hypertrophy with urinary obstruction with other lower urinary tract symptoms			
60918	Rectal Pain	2	rectal pain			
288895	Chronic Pain Due To Trauma	2	chronic pain due to trauma			
288856	Spasms	2	spasms			
288823	Lennox-Gastaut Syndrome	2	lennox-gastaut syndrome	DOID:0050561	Lennox-Gastaut syndrome	name
288778	Female Infertility Associated With Anovulation	2	female infertility associated with anovulation			
61065	Abnormality Of Walk	2	abnormality of walk			
61072	Numbness (Hypesthesia)	2	numbness (hypesthesia)			
285039	Taking Medication For A Long Time	2	taking medication for a long time			
61321	Stye	2	stye	DOID:9909	Stye	exact-synonym
61323	Stye In The Left Eye	2	stye in the left eye			
283128	Benign Localized Prostatic Hyperplasia	2	benign localized prostatic hyperplasia			
282695	Cyclic Vomiting Syndrome	2	cyclic vomiting syndrome			
61423	Acute Atopic Conjunctivitis	2	acute atopic conjunctivitis	DOID:11203	acute atopic conjunctivitis	exact-synonym
61423	Acute Atopic Conjunctivitis	2	acute atopic conjunctivitis	DOID:11203	acute Atopic Conjunctivitis	exact-synonym
61423	Acute Atopic Conjunctivitis	2	acute atopic conjunctivitis	DOID:11203	acute atopic conjunctivitis	exact-synonym
274456	Acute Otitis Externa Of The Left Ear	2	acute otitis externa of the left ear			
265849	Need For Prophylactic Antibiotics	2	need for prophylactic antibiotics			
157287	Feet Swelling	2	feet swelling			
250924	Varicose Veins With Swelling	2	varicose veins with swelling			
250856	Chronic Diastolic Congestive Heart Failure	2	chronic diastolic congestive heart failure			
63218	Right Sided Congestive Heart Failure	2	right sided congestive heart failure			
63219	Left Heart Failure	2	left heart failure			
202874	Inquiry And Counseling: Contraceptive Practices	2	inquiry and counseling: contraceptive practices			
201752	Squamous Cell Carcinoma	2	squamous cell carcinoma	DOID:1749	squamous cell carcinoma	name
199805	Serology Prostate-specific Antigen (PSA) Elevated	2	serology prostate-specific antigen (psa) elevated			
63271	Aortic Stenosis	2	aortic stenosis	DOID:1712	Aortic stenosis	exact-synonym
181397	Adenoid Squamous Cell Carcinoma Of The Kidney	2	adenoid squamous cell carcinoma of the kidney			
63496	Tetralogy Of Fallot	2	tetralogy of fallot	DOID:6419	tetralogy of Fallot	name
63499	Atrial Septal Defect	2	atrial septal defect	DOID:1882	atrial septal defect	exact-synonym
173525	Candidal Balanitis	2	candidal balanitis			
169023	Fracture Of The Nasal Bones	2	fracture of the nasal bones			
168628	Tinea Facialis	2	tinea facialis			
168612	Cellulitis Of The Right Leg	2	cellulitis of the right leg			
168530	Chronic Nondecubitus Ulcer Of The Ankle	2	chronic nondecubitus ulcer of the ankle			
167200	Premature Menopause	2	premature menopause	DOID:5426	premature menopause	exact-synonym
167200	Premature Menopause	2	premature menopause	DOID:10787	premature menopause	name
167200	Premature Menopause	2	premature menopause	DOID:10787	Premature menopause	exact-synonym
63746	Venous Thrombosis	2	venous thrombosis			
63765	Carotid Artery Stenosis	2	carotid artery stenosis			
63912	Varicose Veins With Inflammation	2	varicose veins with inflammation			
165611	Myoclonus	2	myoclonus			
165488	Hemispasticity Of Left Side - (Nondominant Side)	2	hemispasticity of left side - (nondominant side)			
165460	Quadriplegia	2	quadriplegia	DOID:12835	quadriplegia	name
163664	Mood Irritable	2	mood irritable			
250869	Acute Combined Systolic And Diastolic Congestive Heart Failure	2	acute combined systolic and diastolic congestive heart failure			
251181	Urinary Frequency	2	urinary frequency			
62581	Acute Frontal Sinusitis	2	acute frontal sinusitis	DOID:14225	acute frontal sinusitis	name
62926	Premature Ventricular Contractions	2	premature ventricular contractions			
260344	Liver Cancer	2	liver cancer	DOID:3571	liver cancer	name
62592	Inverted Nasal Papilloma	2	inverted nasal papilloma			
258965	Impaired Glucose Tolerance Test	2	impaired glucose tolerance test			
258964	Impaired Fasting Glucose	2	impaired fasting glucose			
258894	Acromegaly	2	acromegaly	DOID:2449	acromegaly	name
62610	Vasomotor Rhinitis	2	vasomotor rhinitis	DOID:4730	vasomotor rhinitis	name
62610	Vasomotor Rhinitis	2	vasomotor rhinitis	DOID:4730	Vasomotor Rhinitis	exact-synonym
62610	Vasomotor Rhinitis	2	vasomotor rhinitis	DOID:4730	Vasomotor rhinitis	exact-synonym
62610	Vasomotor Rhinitis	2	vasomotor rhinitis	DOID:4730	Vasomotor rhinitis	exact-synonym
258733	Bloating (Symptom)	2	bloating (symptom)			
257959	Hypercalciuria	2	hypercalciuria			
62641	Parotitis	2	parotitis	DOID:10301	parotitis	name
62678	Aphthous Ulcer	2	aphthous ulcer			
252576	Focal Torsion Dystonia	2	focal torsion dystonia			
62732	Tonsillitis	2	tonsillitis	DOID:10456	tonsillitis	name
252571	Partial Complex Seizure With Memory Disturbances	2	partial complex seizure with memory disturbances			
62753	Adenoid Hypertrophy	2	adenoid hypertrophy	DOID:0060311	adenoid hypertrophy	name
252551	Generalized Convulsive Tonicclonic Seizure	2	generalized convulsive tonicclonic seizure			
62766	Acute Viral Pharyngitis	2	acute viral pharyngitis			
62785	Laryngomalacia	2	laryngomalacia			
252549	Generalized Convulsive Tonic Seizure	2	generalized convulsive tonic seizure			
252548	Generalized Convulsive Clonic Seizure With Intractable Seizure	2	generalized convulsive clonic seizure with intractable seizure			
251599	Encopresis With Constipation, Overflow Incontinence	2	encopresis with constipation, overflow incontinence			
251529	Chronic Otitis Media	2	chronic otitis media			
62908	Automatic Atrial Tachycardia	2	automatic atrial tachycardia			
251468	Limb Swelling	2	limb swelling			
77174	Wound Infection	2	wound infection			
298955	Multiple Muscle Strains	2	multiple muscle strains			
65711	Diabetic Nephropathy Type II	2	diabetic nephropathy type ii			
69456	Hypoglycemia	2	hypoglycemia	DOID:9993	hypoglycemia	name
70602	Childhood Dermatomyositis (Type IV)	2	childhood dermatomyositis (type iv)			
70604	Polymyositis In Other Collagen Vascular Disease	2	polymyositis in other collagen vascular disease			
75935	Anxiety Disorder Of Unknown (Axis III) Etiology	2	anxiety disorder of unknown (axis iii) etiology			
69535	Metabolic Acidosis	2	metabolic acidosis	DOID:0050758	metabolic acidosis	name
70664	Takayasu's Disease	2	takayasu's disease	DOID:2508	Takayasu's disease	exact-synonym
70681	Polyarthritis	2	polyarthritis			
70702	Polyarthropathy Of Multiple Sites	2	polyarthropathy of multiple sites			
75920	Dementia Of Unknown (Axis III) Etiology	2	dementia of unknown (axis iii) etiology			
75904	Atypical Pervasive Developmental Disorder	2	atypical pervasive developmental disorder			
69884	Pityriasis Alba	2	pityriasis alba			
70721	Sacroiliitis	2	sacroiliitis			
75897	Pervasive Developmental Disorders	2	pervasive developmental disorders			
69445	Diabetic Gastropathy	2	diabetic gastropathy			
75881	Encopresis	2	encopresis			
75880	Enuresis	2	enuresis			
75868	Feeding Disorder Of Infancy / Early Childhood	2	feeding disorder of infancy / early childhood			
75835	Disruptive Behavior Disorder, Childhood Onset	2	disruptive behavior disorder, childhood onset			
71094	Closed Fracture Of The Lower Jaw Multiple Sites	2	closed fracture of the lower jaw multiple sites			
69551	Ovarian Failure	2	ovarian failure			
69557	Idiopathic Precocious Puberty	2	idiopathic precocious puberty			
76233	Paranoid Schizophrenia, Subchronic	2	paranoid schizophrenia, subchronic			
66257	Vulvar Atrophy	2	vulvar atrophy			
69841	Nummular Eczematous Dermatitis	2	nummular eczematous dermatitis			
70198	Generalized Osteoarthritis Of Multiple Sites	2	generalized osteoarthritis of multiple sites			
70382	Arthropathy Of Multiple Sites	2	arthropathy of multiple sites			
66022	Ovarian Cyst	2	ovarian cyst	DOID:5119	ovarian cyst	name
76356	Major Depression, Single Episode In Remission	2	major depression, single episode in remission			
66087	Endometriosis	2	endometriosis	DOID:289	endometriosis	name
70406	Pseudogout	2	pseudogout	DOID:1156	pseudogout	exact-synonym
76343	Bipolar I Disorder, Most Recent Episode, Depressed - Moderate	2	bipolar i disorder, most recent episode, depressed - moderate			
69732	Discoid Lupus Erythematosus	2	discoid lupus erythematosus			
66141	Secondary Amenorrhea	2	secondary amenorrhea			
66176	Cervical Stenosis/Stricture	2	cervical stenosis/stricture			
66179	Cervicitis	2	cervicitis	DOID:2568	cervicitis	name
70480	Arthritis Of Inflammatory Bowel Disease	2	arthritis of inflammatory bowel disease			
70505	Plantar Fasciitis	2	plantar fasciitis	DOID:9600	plantar fasciitis	name
76290	Atypical Psychosis	2	atypical psychosis			
66216	Nonspecific Vaginitis	2	nonspecific vaginitis			
66217	Trichomonas Vaginalis Vaginitis	2	trichomonas vaginalis vaginitis			
73421	Elbow Sprain	2	elbow sprain			
73431	Wrist Sprain	2	wrist sprain			
75813	Chronic Fatigue Syndrome	2	chronic fatigue syndrome	DOID:8544	chronic fatigue syndrome	name
68102	Overweight	2	overweight			
69362	Hypoparathyroidism	2	hypoparathyroidism	DOID:11199	hypoparathyroidism	name
75172	Stroke Syndrome	2	stroke syndrome			
75153	Transient Ischemic Attack	2	transient ischemic attack	DOID:224	TRANSIENT ISCHEMIC ATTACK	exact-synonym
75153	Transient Ischemic Attack	2	transient ischemic attack	DOID:224	transient ischemic attack	exact-synonym
75121	Torticollis	2	torticollis			
69339	Osteomalacia	2	osteomalacia	DOID:10573	osteomalacia	name
75108	Spasmodic Torticollis	2	spasmodic torticollis	DOID:0050840	spasmodic torticollis	exact-synonym
75082	Parkinson's Disease With Dementia	2	parkinson's disease with dementia			
69200	Pituitary Prolactinoma	2	pituitary prolactinoma			
69201	Prolactinoma Microadenoma	2	prolactinoma microadenoma			
74549	Menstrual Migraine Headache	2	menstrual migraine headache			
74552	Cluster Headache	2	cluster headache			
75026	Alzheimer's Disease Late Onset	2	alzheimer's disease late onset			
75021	Alzheimer's Disease Early Onset	2	alzheimer's disease early onset			
69296	Nontoxic Multinodular Goiter	2	nontoxic multinodular goiter			
75019	Cerebral Degenerations, Extrapyramidal Disorders And Movement Disorders	2	cerebral degenerations, extrapyramidal disorders and movement disorders			
74640	Meningeal Sarcoidosis	2	meningeal sarcoidosis			
74963	Hereditary Hemorrhagic Telangiectasia (Osler-RenduWeber)	2	hereditary hemorrhagic telangiectasia (osler-renduweber)			
74290	Palindromic Rheumatism	2	palindromic rheumatism	DOID:1166	palindromic rheumatism	name
69366	Pseudo Hypoparathyroidism	2	pseudo hypoparathyroidism			
69426	Diabetic Peripheral Neuropathy Type II Uncontrolled	2	diabetic peripheral neuropathy type ii uncontrolled			
73993	Acquired Deformity Of Nose	2	acquired deformity of nose			
73458	Chronic Strained Lumbosacral Ligament	2	chronic strained lumbosacral ligament			
75764	Neuralgia	2	neuralgia			
67888	Convulsions In Newborn	2	convulsions in newborn			
73488	Acute Medial Meniscus Tear	2	acute medial meniscus tear			
73549	Unspecified Muscle Strain	2	unspecified muscle strain			
69386	Type II Diabetes Mellitus With Complication Uncontrolled	2	type ii diabetes mellitus with complication uncontrolled			
73556	Rotator Cuff Tendonitis	2	rotator cuff tendonitis			
28293	Rhinitis Medicamentosa	2	rhinitis medicamentosa			
75617	Chronic Inflammatory Demyelinating Polyneuropathy	2	chronic inflammatory demyelinating polyneuropathy			
75613	Postherpetic Polyneuropathy	2	postherpetic polyneuropathy			
75590	Postlaminectomy Syndrome (Lumbar)	2	postlaminectomy syndrome (lumbar)			
75588	Cervical Spine Stenosis	2	cervical spine stenosis			
73608	Subacromial Bursitis	2	subacromial bursitis			
73671	Lumbar Disc Degeneration	2	lumbar disc degeneration	DOID:90	lumbar disc degeneration	exact-synonym
75500	Bell's Palsy	2	bell's palsy	DOID:12506	Bell's palsy	name
75490	Benign Paroxysmal Positional Vertigo	2	benign paroxysmal positional vertigo	DOID:13941	benign paroxysmal positional vertigo	exact-synonym
75432	Cerebellar Ataxia	2	cerebellar ataxia	DOID:0050753	cerebellar ataxia	name
76391	Premenstrual Disorder	2	premenstrual disorder			
74994	Nonconvulsive (Petit Mal) Seizure With Intractable Seizure	2	nonconvulsive (petit mal) seizure with intractable seizure			
76541	Social Phobia	2	social phobia	DOID:11257	social phobia	name
70088	Skin Abscess Of The Groin	2	skin abscess of the groin			
65788	Detrusor Instability	2	detrusor instability			
65825	Benign Prostatic Hyperplasia	2	benign prostatic hyperplasia			
70006	Cellulitis Of The Arm	2	cellulitis of the arm			
65832	Acute Bacterial Prostatitis	2	acute bacterial prostatitis			
70035	Furuncle In The Axilla	2	furuncle in the axilla			
76548	Chronic Post-traumatic Stress Disorder	2	chronic post-traumatic stress disorder			
69923	Seborrhea	2	seborrhea	DOID:8741	seborrhea	exact-synonym
69923	Seborrhea	2	seborrhea	DOID:8741	Seborrhea	exact-synonym
69923	Seborrhea	2	seborrhea	DOID:8741	Seborrhea	exact-synonym
70136	Seborrheic Dermatitis Of The Scalp	2	seborrheic dermatitis of the scalp			
76414	REM Sleep Behavior Syndrome	2	rem sleep behavior syndrome			
69920	Sebaceous Cyst	2	sebaceous cyst			
76431	Borderline Personality Disorder	2	borderline personality disorder	DOID:10930	borderline personality disorder	name
65878	Acute Gonorrhea	2	acute gonorrhea			
65853	Stress Incontinence	2	stress incontinence			
70134	Seborrhea Capitis	2	seborrhea capitis	DOID:8941	seborrhea capitis	exact-synonym
65763	Urinary Tract Infection, Pediatric Presentation	2	urinary tract infection, pediatric presentation			
70031	Furuncle On The Face	2	furuncle on the face			
70010	Cellulitis Of The Trunk	2	cellulitis of the trunk			
76679	Adjustment Disorder	2	adjustment disorder	DOID:507	adjustment disorder	name
76875	Condyloma Acuminatum	2	condyloma acuminatum			
70011	Cellulitis Of The Buttocks	2	cellulitis of the buttocks			
292716	Allergies To Multiple Foods	1	allergies to multiple foods			
62579	Acute Suppurative Sinusitis	1	acute suppurative sinusitis			
274441	Earache In The Right Ear	1	earache in the right ear			
274422	Acute Recurrent Otitis Media	1	acute recurrent otitis media			
275258	Cervical Spasm	1	cervical spasm			
292510	Myofascial Pain Syndrome	1	myofascial pain syndrome	DOID:431	myofascial pain syndrome	name
62556	Eustachian Tube Disorder	1	eustachian tube disorder			
62497	Cholesteatoma Of Attic	1	cholesteatoma of attic	DOID:10963	cholesteatoma of attic	name
73626	Metatarsalgia	1	metatarsalgia			
62415	Foreign Body In The Left Ear	1	foreign body in the left ear			
270712	ACP Staging Stage 1 Hypertension: 140159 / 90-99	1	acp staging stage 1 hypertension: 140159 / 90-99			
270712	ACP Staging Stage 1 Hypertension: 140-159 / 90file:///I|/AMIAJNL/000852/Preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/Online%20Only%20Data%20Supplement.txt[4/23/2012 8:40:20 PM] 99	1	acp staging stage 1 hypertension: 140-159 / 90file:///i|/amiajnl/000852/preedit/1/amiajnl-2012-000852-20120418010342/suppl_data/online%20only%20data%20supplement.txt[4/23/2012 8:40:20 pm] 99			
73631	De Quervain's Tenosynovitis	1	de quervain's tenosynovitis			
264652	Neck Cervical Mass Left (___cm)	1	neck cervical mass left (___cm)			
69384	Type II Diabetes Mellitus With Peripheral Circulatory Disorder - Uncontrolled	1	type ii diabetes mellitus with peripheral circulatory disorder - uncontrolled			
296351	Frailty	1	frailty			
264622	Neck Cervical Mass Anterior Submandibular (___cm)	1	neck cervical mass anterior submandibular (___cm)			
70061	Paronychia	1	paronychia	DOID:13117	paronychia	name
73695	Cervical Spondylosis	1	cervical spondylosis			
62412	Cerumen Impaction In Both Ears	1	cerumen impaction in both ears			
296450	Need For Vaccination Human Papilloma Virus	1	need for vaccination human papilloma virus			
73696	Cervical Spondylosis With Myelopathy	1	cervical spondylosis with myelopathy			
73698	Lumbar Spondylosis	1	lumbar spondylosis			
60846	TMJ Pain	1	tmj pain			
260134	Laryngeal Cancer	1	laryngeal cancer			
259525	Anemia Secondary To Blood Loss	1	anemia secondary to blood loss			
62499	Cholesteatoma Of Middle Ear And Mastoid	1	cholesteatoma of middle ear and mastoid	DOID:10964	Cholesteatoma of middle ear and mastoid	exact-synonym
62499	Cholesteatoma Of Middle Ear And Mastoid	1	cholesteatoma of middle ear and mastoid	DOID:10964	Cholesteatoma of middle ear and mastoid	exact-synonym
73607	Anserine Bursitis	1	anserine bursitis			
62502	Cholesteatoma In The Right Ear	1	cholesteatoma in the right ear			
70005	Cellulitis Of The Forearm	1	cellulitis of the forearm			
73474	Knee Sprain	1	knee sprain			
62510	Labyrinthitis	1	labyrinthitis	DOID:1468	labyrinthitis	name
62516	Motion Sickness	1	motion sickness	DOID:2951	motion sickness	name
62516	Motion Sickness	1	motion sickness	DOID:2951	Motion sickness	exact-synonym
293515	Chronic Common Migraine (Without Aura) With Intractable Migraine	1	chronic common migraine (without aura) with intractable migraine			
274604	Chronic Kidney Disease, Stage 1	1	chronic kidney disease, stage 1			
73466	Hip Sprain	1	hip sprain			
274575	Glomerulonephritis	1	glomerulonephritis	DOID:2921	glomerulonephritis	name
274682	Kidney Disease With Benign Hypertension	1	kidney disease with benign hypertension			
62522	Hearing Loss	1	hearing loss			
70063	Paronychia Of The Toe(S)	1	paronychia of the toe(s)			
62529	Sensorineural Hearing Loss	1	sensorineural hearing loss	DOID:10003	sensorineural hearing loss	name
293618	HIV Infection CDC Classification A1	1	hiv infection cdc classification a1			
