input_rxcui	input_tty	input_name	n_ingredients	ingredient_rxcui	ingredient_name	ingredient_umlscui
313706	SCD	Vitamin D 400 UNT Oral Tablet	1	11253	Vitamin D	C0042866
310537	SCD	Glyburide 5 MG Oral Tablet	1	4815	Glyburide	C0017628
996512	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 60 MG/ML Oral Solution	2	5032	Guaifenesin	C0018305
996512	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 60 MG/ML Oral Solution	2	2670	Codeine	C0009214
863619	SCD	24 HR Oxybutynin chloride 10 MG Extended Release Oral Tablet	1	32675	oxybutynin	C0069805
856762	SCD	Amitriptyline Hydrochloride 100 MG Oral Tablet	1	704	Amitriptyline	C0002600
672912	SBD	24 HR Ciprofloxacin 500 MG Extended Release Oral Tablet [Proquin]	1	2551	Ciprofloxacin	C0008809
995993	SBD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]	3	5032	Guaifenesin	C0018305
995993	SBD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]	3	2670	Codeine	C0009214
995993	SBD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Cheratussin DAC]	3	8896	Pseudoephedrine	C0033798
751302	SBD	24 HR rivastigmine 0.192 MG/HR Transdermal Patch [Exelon]	1	183379	rivastigmine	C0649350
213226	SBD	Ciprofloxacin 100 MG/ML Oral Suspension [Cipro]	1	2551	Ciprofloxacin	C0008809
832718	SBD	Potassium Chloride 8 MEQ Extended Release Oral Tablet [Klor-Con]	1	8591	Potassium Chloride	C0032825
211365	SCD	chlorhexidine gluconate 40 MG/ML Medicated Liquid Soap	1	2358	Chlorhexidine	C0008196
362240	SBDF	oxiconazole Topical Cream [Oxistat]	1	32638	oxiconazole	C0069765
880437	SBD	24 HR Nifedipine 90 MG Extended Release Oral Tablet [Nifediac]	1	7417	Nifedipine	C0028066
314211	SCD	Risperidone 4 MG Oral Tablet	1	35636	Risperidone	C0073393
309314	SCD	Citalopram 40 MG Oral Tablet	1	2556	Citalopram	C0008845
153667	SBD	irbesartan 300 MG Oral Tablet [Avapro]	1	83818	irbesartan	C0288171
904579	SCD	Sotalol Hydrochloride 160 MG Oral Tablet	1	9947	Sotalol	C0037707
897612	SCD	24 HR Verapamil hydrochloride 120 MG Extended Release Oral Capsule	1	11170	Verapamil	C0042523
573255	SBDC	infliximab 10 MG/ML [Remicade]	1	191831	infliximab	C0666743
1115700	SBD	Oseltamivir 6 MG/ML Oral Suspension [Tamiflu]	1	260101	Oseltamivir	C0874161
995868	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution	2	5032	Guaifenesin	C0018305
995868	SCD	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution	2	2670	Codeine	C0009214
573117	SBDC	Tobramycin 60 MG/ML [Tobi]	1	10627	Tobramycin	C0040341
998483	SCD	Miconazole Nitrate 20 MG/ML Topical Cream	1	6932	Miconazole	C0025942
727714	SBD	0.67 ML anakinra 149 MG/ML Prefilled Syringe [Kineret]	1	72435	anakinra	C0245109
351179	SCD	Sodium Chloride 0.154 MEQ/ML Nasal Spray	1	9863	Sodium Chloride	C0037494
1091379	SBD	Methylphenidate Hydrochloride 10 MG Oral Tablet [Ritalin]	1	6901	Methylphenidate	C0025810
896031	SBD	28 ACTUAT Fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent]	1	41126	fluticasone	C0082607
857387	SBD	Acetaminophen 650 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lorcet]	2	161	Acetaminophen	C0000970
857387	SBD	Acetaminophen 650 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lorcet]	2	5489	Hydrocodone	C0020264
209304	SBD	Citric Acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution [Cytra-K]	2	54993	potassium citrate	C0137996
209304	SBD	Citric Acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution [Cytra-K]	2	21183	Citric Acid	C0055819
311354	SCD	Lisinopril 5 MG Oral Tablet	1	29046	Lisinopril	C0065374
857797	SBDC	Treprostinil 0.6 MG/ML [Tyvaso]	1	343048	Treprostinil	C1145760
283858	SCD	ropinirole 3 MG Oral Tablet	1	72302	ropinirole	C0244821
756080	SCD	piperazine 100 MG/ML Oral Solution	1	8340	piperazine	C0031957
212549	SBD	Amlodipine 5 MG Oral Tablet [Norvasc]	1	17767	Amlodipine	C0051696
702519	SCD	Phenobarbital 4 MG/ML Oral Solution	1	8134	Phenobarbital	C0031412
285016	SBD	dofetilide 0.5 MG Oral Capsule [Tikosyn]	1	49247	dofetilide	C0114771
861002	SBD	24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet [Fortamet]	1	6809	Metformin	C0025598
848330	SBD	90 DAY Estradiol 0.000313 MG/HR Vaginal Ring [Estring]	1	4083	Estradiol	C0014912
606731	SBD	Esomeprazole 40 MG Delayed Release Oral Capsule [Nexium]	1	283742	Esomeprazole	C0937846
824178	SBD	Amoxicillin 400 MG / Clavulanate 57 MG Chewable Tablet [Augmentin]	2	723	Amoxicillin	C0002645
824178	SBD	Amoxicillin 400 MG / Clavulanate 57 MG Chewable Tablet [Augmentin]	2	48203	Clavulanate	C0110038
707347	SBD	Sodium Chloride 1.2 MEQ/ML Inhalant Solution [Hyper-Sal]	1	9863	Sodium Chloride	C0037494
1233623	SCD	Capsaicin 0.25 MG/ML / Menthol 20 MG/ML Topical Cream	2	6750	Menthol	C0025368
1233623	SCD	Capsaicin 0.25 MG/ML / Menthol 20 MG/ML Topical Cream	2	1992	Capsaicin	C0006931
853324	SBDF	Benzyl Alcohol Topical Lotion [Ulesfia]	1	1426	Benzyl Alcohol	C0005100
809533	SCD	Calcium Carbonate 1500 MG / Cholecalciferol 200 UNT Oral Tablet	2	2418	Cholecalciferol	C0008318
809533	SCD	Calcium Carbonate 1500 MG / Cholecalciferol 200 UNT Oral Tablet	2	1897	Calcium Carbonate	C0006681
836364	SBD	165 ACTUAT Ipratropium Bromide 0.042 MG/ACTUAT Nasal Inhaler [Atrovent]	1	7213	Ipratropium	C0027235
241622	SCD	coenzyme Q10 200 MG Oral Tablet	1	21406	coenzyme Q10	C0056077
860193	SBDC	onabotulinumtoxinA 100 UNT/ML [Botox]	1	860189	onabotulinumtoxinA	C2719767
992528	SCD	Terbinafine hydrochloride 10 MG/ML Topical Cream	1	37801	terbinafine	C0076110
582595	SBD	Iloprost 0.01 MG/ML Inhalant Solution [Ventavis]	1	40138	Iloprost	C0079594
308963	SCD	Captopril 12.5 MG Oral Tablet	1	1998	Captopril	C0006938
352570	BN	Duac	2	2582	Clindamycin	C0008947
352570	BN	Duac	2	1418	Benzoyl Peroxide	C0005088
856907	SBD	Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin]	2	161	Acetaminophen	C0000970
856907	SBD	Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Vicodin]	2	5489	Hydrocodone	C0020264
744870	SBD	Menthol 0.0044 MG/MG / Zinc Oxide 0.2 MG/MG Topical Ointment [Calmoseptine Ointment]	2	11423	Zinc Oxide	C0043491
744870	SBD	Menthol 0.0044 MG/MG / Zinc Oxide 0.2 MG/MG Topical Ointment [Calmoseptine Ointment]	2	6750	Menthol	C0025368
835840	SCD	testosterone cypionate 200 MG/ML Injectable Solution	1	10379	Testosterone	C0039601
855174	SBD	levocetirizine dihydrochloride 5 MG Oral Tablet [Xyzal]	1	356887	levocetirizine	C1174893
197502	SCD	Chlorzoxazone 500 MG Oral Tablet	1	2410	Chlorzoxazone	C0008296
896271	SBD	60 ACTUAT Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	2	36117	salmeterol	C0073992
896271	SBD	60 ACTUAT Fluticasone propionate 0.23 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair]	2	41126	fluticasone	C0082607
428485	SCD	Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Oral Tablet	2	2418	Cholecalciferol	C0008318
428485	SCD	Calcium Carbonate 1500 MG / Cholecalciferol 400 UNT Oral Tablet	2	1897	Calcium Carbonate	C0006681
753443	SBD	9 HR Methylphenidate 3.33 MG/HR Transdermal Patch [Daytrana]	1	6901	Methylphenidate	C0025810
261335	SBD	Levetiracetam 250 MG Oral Tablet [Keppra]	1	114477	Levetiracetam	C0377265
208949	SBD	Estrogens, Conjugated (USP) 0.9 MG Oral Tablet [Premarin]	1	4099	Estrogens, Conjugated (USP)	C0014938
617296	SCD	Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet	2	723	Amoxicillin	C0002645
617296	SCD	Amoxicillin 500 MG / Clavulanate 125 MG Oral Tablet	2	48203	Clavulanate	C0110038
203088	SCD	Ketoconazole 20 MG/ML Topical Cream	1	6135	Ketoconazole	C0022625
966193	SBD	Levothyroxine Sodium 0.137 MG Oral Tablet [Levothroid]	1	10582	levothyroxine	C0040165
198012	SCD	Naproxen 375 MG Oral Tablet	1	7258	Naproxen	C0027396
979469	SBDC	Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG [Hyzaar]	2	5487	Hydrochlorothiazide	C0020261
979469	SBDC	Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG [Hyzaar]	2	52175	Losartan	C0126174
801185	BPCK	{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ocella 28 Day]	3	4124	Ethinyl Estradiol	C0015011
801185	BPCK	{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ocella 28 Day]	3	11636	drospirenone	C0043822
801185	BPCK	{21 (drospirenone 3 MG / Ethinyl Estradiol 0.03 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ocella 28 Day]	3	748794	Inert Ingredients	C1968272
309333	SCD	Clindamycin 10 MG/ML Topical Solution	1	2582	Clindamycin	C0008947
897630	SCD	24 HR Verapamil hydrochloride 360 MG Extended Release Oral Capsule	1	11170	Verapamil	C0042523
1490668	SBD	120 ACTUAT Beclomethasone Dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]	1	1347	Beclomethasone	C0004905
905387	SBD	adapalene 1 MG/ML Topical Lotion [Differin]	1	60223	adapalene	C0165631
596918	SBD	lansoprazole 15 MG Delayed Release Oral Capsule [Prevacid]	1	17128	lansoprazole	C0050940
896023	SBD	60 ACTUAT Fluticasone propionate 0.1 MG/ACTUAT Dry Powder Inhaler [Flovent]	1	41126	fluticasone	C0082607
639543	SBD	candesartan cilexetil 32 MG Oral Tablet [Atacand]	1	214354	candesartan	C0717550
238135	SCD	Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet	3	19860	butalbital	C0054234
238135	SCD	Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet	3	1191	Aspirin	C0004057
238135	SCD	Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet	3	1886	Caffeine	C0006644
308459	SCD	Azithromycin 20 MG/ML Oral Suspension	1	18631	Azithromycin	C0052796
309594	SCD	Vitamin B 12 1 MG/ML Injectable Solution	1	11248	Vitamin B 12	C0042845
212405	SBD	olanzapine 2.5 MG Oral Tablet [Zyprexa]	1	61381	olanzapine	C0171023
727386	SBD	0.3 ML Epinephrine 0.5 MG/ML Prefilled Syringe [Epipen]	1	3992	Epinephrine	C0014563
905222	SCD	Hydralazine Hydrochloride 100 MG Oral Tablet	1	5470	Hydralazine	C0020223
247895	SCD	Riboflavin 100 MG Oral Capsule	1	9346	Riboflavin	C0035527
314077	SCD	Lisinopril 20 MG Oral Tablet	1	29046	Lisinopril	C0065374
859035	SBD	Pramipexole dihydrochloride 0.125 MG Oral Tablet [Mirapex]	1	746741	Pramipexole	C0074710
309843	SCD	Diazepam 1 MG/ML Oral Solution	1	3322	Diazepam	C0012010
311726	SCD	Mirtazapine 45 MG Oral Tablet	1	15996	Mirtazapine	C0049506
861752	SBD	Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet [Glucovance]	2	4815	Glyburide	C0017628
861752	SBD	Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet [Glucovance]	2	6809	Metformin	C0025598
1246306	SBD	120 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]	2	19831	Budesonide	C0054201
1246306	SBD	120 ACTUAT Budesonide 0.16 MG/ACTUAT / formoterol fumarate 0.0045 MG/ACTUAT Metered Dose Inhaler [Symbicort]	2	25255	formoterol	C0060657
607028	SBD	pregabalin 300 MG Oral Capsule [Lyrica]	1	187832	pregabalin	C0657912
402169	SBD	zolmitriptan 5 MG/ACTUAT Nasal Spray [Zomig]	1	135775	zolmitriptan	C0528166
243675	SCD	Acetaminophen 100 MG/ML Oral Suspension	1	161	Acetaminophen	C0000970
795737	BPCK	{11 (varenicline 0.5 MG Oral Tablet [Chantix]) / 42 (varenicline 1 MG Oral Tablet [Chantix]) } Pack [Chantix First Month of Therapy]	1	591622	varenicline	C1569608
404552	SBD	Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet [Stalevo]	3	2019	Carbidopa	C0006982
404552	SBD	Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet [Stalevo]	3	60307	entacapone	C0165921
404552	SBD	Carbidopa 25 MG / entacapone 200 MG / Levodopa 100 MG Oral Tablet [Stalevo]	3	6375	Levodopa	C0023570
261242	SBD	rosiglitazone 4 MG Oral Tablet [Avandia]	1	84108	rosiglitazone	C0289313
905395	SCD	Hydralazine Hydrochloride 50 MG Oral Tablet	1	5470	Hydralazine	C0020223
310132	SCD	Epinephrine 1 MG/ML Injectable Solution	1	3992	Epinephrine	C0014563
1115471	SBD	1.5 ML Leuprolide Acetate 20 MG/ML Prefilled Syringe [Lupron]	1	42375	Leuprolide	C0085272
1111642	SBD	1 ML glatiramer acetate 20 MG/ML Prefilled Syringe [Copaxone]	1	214582	Glatiramer	C0717787
152970	SBD	Ritonavir 100 MG Oral Capsule [Norvir]	1	85762	Ritonavir	C0292818
731571	SBD	4 ML penicillin G benzathine 600000 UNT/ML Prefilled Syringe [Bicillin L-A]	1	7980	Penicillin G	C0030827
834206	SCD	chlorhexidine gluconate 200 MG/ML Topical Solution	1	2358	Chlorhexidine	C0008196
476872	SCD	Nizatidine 15 MG/ML Oral Solution	1	42319	Nizatidine	C0085154
202301	SBD	Estrogens, Conjugated (USP) 1.25 MG Oral Tablet [Premarin]	1	4099	Estrogens, Conjugated (USP)	C0014938
313412	SCD	tizanidine 2 MG Oral Tablet	1	57258	tizanidine	C0146011
200329	SCD	Omeprazole 40 MG Delayed Release Oral Capsule	1	7646	Omeprazole	C0028978
142046	SCD	Metronidazole 0.0075 MG/MG Vaginal Gel	1	6922	Metronidazole	C0025872
1362081	SBDF	Aspirin / Dipyridamole Oral Capsule [Aggrenox]	2	3521	Dipyridamole	C0012582
1362081	SBDF	Aspirin / Dipyridamole Oral Capsule [Aggrenox]	2	1191	Aspirin	C0004057
212219	SBD	Epoetin Alfa 20000 UNT/ML Injectable Solution [Procrit]	1	105694	Epoetin Alfa	C0357126
596832	SCD	lansoprazole 15 MG Delayed Release Oral Tablet	1	17128	lansoprazole	C0050940
606728	SBD	Esomeprazole 20 MG Delayed Release Oral Capsule [Nexium]	1	283742	Esomeprazole	C0937846
311659	SCD	Methylprednisolone 40 MG/ML Injectable Solution	1	6902	Methylprednisolone	C0025815
744830	SBD	Loratadine 10 MG Disintegrating Oral Tablet [Claritin]	1	28889	Loratadine	C0065180
749853	BPCK	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Novum 7/7/7 28 Day]	3	7514	Norethindrone	C0028356
749853	BPCK	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Novum 7/7/7 28 Day]	3	4124	Ethinyl Estradiol	C0015011
749853	BPCK	{7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.5 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.75 MG Oral Tablet) / 7 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Novum 7/7/7 28 Day]	3	748794	Inert Ingredients	C1968272
795770	SBD	Ferrous fumarate 162 MG / Polysaccharide iron complex 115 MG Oral Capsule [TANDEM]	2	24941	Ferrous fumarate	C0060276
795770	SBD	Ferrous fumarate 162 MG / Polysaccharide iron complex 115 MG Oral Capsule [TANDEM]	2	105669	Polysaccharide iron complex	C0357080
315701	SCDC	Clotrimazole 10 MG	1	2623	Clotrimazole	C0009074
991719	SBDF	olopatadine Nasal Inhaler [PATANASE]	1	135391	olopatadine	C0527189
284549	SBD	ziprasidone 60 MG Oral Capsule [Geodon]	1	115698	ziprasidone	C0380393
219301	BN	Poly-Vi-Sol with Iron	9	9346	Riboflavin	C0035527
219301	BN	Poly-Vi-Sol with Iron	9	10454	Thiamine	C0039840
219301	BN	Poly-Vi-Sol with Iron	9	11246	Vitamin A	C0042839
219301	BN	Poly-Vi-Sol with Iron	9	11253	Vitamin D	C0042866
219301	BN	Poly-Vi-Sol with Iron	9	24947	ferrous sulfate	C0060282
219301	BN	Poly-Vi-Sol with Iron	9	1151	Ascorbic Acid	C0003968
219301	BN	Poly-Vi-Sol with Iron	9	7393	Niacin	C0027996
219301	BN	Poly-Vi-Sol with Iron	9	11256	Vitamin E	C0042874
219301	BN	Poly-Vi-Sol with Iron	9	42954	Vitamin B6	C0087162
1246328	SBD	formoterol fumarate 0.012 MG/ACTUAT Inhalant Powder [Foradil]	1	25255	formoterol	C0060657
828364	SBD	hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Foam [Proctofoam-HC]	2	5492	Hydrocortisone	C0020268
828364	SBD	hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Foam [Proctofoam-HC]	2	34347	pramoxine	C0071810
727816	SBD	0.5 ML Interferon beta-1a 0.06 MG/ML Prefilled Syringe [Avonex]	1	75917	Interferon beta-1a	C0254119
853059	SBDC	Amoxicillin 80 MG/ML / Clavulanate 11.4 MG/ML [Amoclan]	2	723	Amoxicillin	C0002645
853059	SBDC	Amoxicillin 80 MG/ML / Clavulanate 11.4 MG/ML [Amoclan]	2	48203	Clavulanate	C0110038
705129	SCD	Nitroglycerin 0.4 MG/ACTUAT Mucosal Spray	1	4917	Nitroglycerin	C0017887
847745	SBD	lopinavir 100 MG / Ritonavir 25 MG Oral Tablet [Kaletra]	2	195088	lopinavir	C0674432
847745	SBD	lopinavir 100 MG / Ritonavir 25 MG Oral Tablet [Kaletra]	2	85762	Ritonavir	C0292818
1291101	SBD	hydrocortisone acetate 25 MG Rectal Suppository [Anucort-HC]	1	5492	Hydrocortisone	C0020268
106309	SCD	Benzoyl Peroxide 50 MG/ML Topical Lotion	1	1418	Benzoyl Peroxide	C0005088
966250	SBD	Levothyroxine Sodium 0.1 MG Oral Tablet [Synthroid]	1	10582	levothyroxine	C0040165
861771	SBD	Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet]	2	593411	sitagliptin	C1565750
861771	SBD	Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet]	2	6809	Metformin	C0025598
1494203	SBD	Zinc Oxide 100 MG/ML Topical Spray [Dr. Smith's Diaper Rash]	1	11423	Zinc Oxide	C0043491
880433	SBD	24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifediac]	1	7417	Nifedipine	C0028066
1111345	SBD	olopatadine 2 MG/ML Ophthalmic Solution [Pataday]	1	135391	olopatadine	C0527189
582247	SCD	Iron Carbonyl 12 MG/ML Oral Suspension	1	262150	Iron Carbonyl	C0876769
991039	SCD	Chlorpromazine hydrochloride 10 MG Oral Tablet	1	2403	Chlorpromazine	C0008286
573119	SBDC	Becaplermin 0.0001 MG/MG [Regranex]	1	115238	Becaplermin	C0379135
751563	GPCK	{7 (lamotrigine 100 MG Oral Tablet) / 42 (lamotrigine 25 MG Oral Tablet) } Pack	1	28439	lamotrigine	C0064636
905064	SBD	Triptorelin 5.63 MG/ML Injectable Suspension [Trelstar]	1	38782	Triptorelin	C0077275
362079	SBDF	Pimecrolimus Topical Cream [Elidel]	1	321952	Pimecrolimus	C1099414
966199	SBD	Levothyroxine Sodium 0.15 MG Oral Tablet [Levothroid]	1	10582	levothyroxine	C0040165
885219	SCD	benztropine mesylate 0.5 MG Oral Tablet	1	1424	Benztropine	C0005098
1174500	SBDG	Dermotic Otic Product	1	25126	fluocinolone	C0060507
901478	SBD	24 HR Isosorbide Mononitrate 60 MG Extended Release Oral Tablet [Imdur]	1	6057	Isosorbide	C0022251
899441	SBD	24 HR dexmethylphenidate hydrochloride 10 MG Extended Release Oral Capsule [Focalin]	1	352372	dexmethylphenidate	C1169997
897700	SBD	Verapamil hydrochloride 180 MG Extended Release Oral Tablet [Isoptin]	1	11170	Verapamil	C0042523
197361	SCD	Amlodipine 5 MG Oral Tablet	1	17767	Amlodipine	C0051696
1099565	SBD	24 HR Divalproex Sodium 250 MG Extended Release Oral Tablet [Depakote]	1	40254	Valproate	C0080356
1437702	SCD	Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalant Solution	2	7213	Ipratropium	C0027235
1437702	SCD	Albuterol 0.833 MG/ML / Ipratropium Bromide 0.167 MG/ML Inhalant Solution	2	435	Albuterol	C0001927
860512	SBD	24 HR carvedilol phosphate 10 MG Extended Release Oral Capsule [Coreg]	1	20352	carvedilol	C0054836
197741	SCD	Guaifenesin 200 MG Oral Tablet	1	5032	Guaifenesin	C0018305
199647	SCD	Melatonin 5 MG Oral Capsule	1	6711	Melatonin	C0025219
685054	SCD	Cholecalciferol 10000 UNT Oral Capsule	1	2418	Cholecalciferol	C0008318
284408	SBD	zonisamide 100 MG Oral Capsule [Zonegran]	1	39998	zonisamide	C0078844
758555	SBD	etravirine 100 MG Oral Tablet [Intelence]	1	475969	etravirine	C1456409
966270	SCD	Levothyroxine Sodium 0.137 MG Oral Tablet	1	10582	levothyroxine	C0040165
903857	SCD	Pyridostigmine Bromide 60 MG Oral Tablet	1	9000	Pyridostigmine	C0034261
855169	SBDC	levocetirizine dihydrochloride 0.5 MG/ML [Xyzal]	1	356887	levocetirizine	C1174893
285028	SBD	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Trizivir]	3	68244	Lamivudine	C0209738
285028	SBD	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Trizivir]	3	11413	Zidovudine	C0043474
285028	SBD	abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Trizivir]	3	190521	abacavir	C0663655
856460	SCD	24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule	1	8787	Propranolol	C0033497
1014677	SBD	cetirizine hydrochloride 5 MG Oral Tablet [Zyrtec]	1	20610	Cetirizine	C0055147
198146	SCD	Prednisone 2.5 MG Oral Tablet	1	8640	Prednisone	C0032952
833151	BPCK	{5 (Milnacipran hydrochloride 12.5 MG Oral Tablet [Savella]) / 8 (Milnacipran hydrochloride 25 MG Oral Tablet [Savella]) / 42 (Milnacipran hydrochloride 50 MG Oral Tablet [Savella]) } Pack [Savella 4-Week Titration]	1	588250	milnacipran	C1533126
245134	SCD	72 HR Fentanyl 0.025 MG/HR Transdermal Patch	1	4337	Fentanyl	C0015846
1090532	SCD	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution	2	2400	Chlorpheniramine	C0008281
1090532	SCD	Chlorpheniramine Maleate 1 MG/ML / Phenylephrine Hydrochloride 3.5 MG/ML Oral Solution	2	8163	Phenylephrine	C0031469
211947	SBD	Atovaquone 150 MG/ML Oral Suspension [Mepron]	1	60212	Atovaquone	C0165603
308048	SCD	Alprazolam 0.5 MG Oral Tablet	1	596	Alprazolam	C0002333
404587	SBD	emtricitabine 200 MG Oral Capsule [Emtriva]	1	276237	emtricitabine	C0909839
312132	SCD	oxaprozin 600 MG Oral Tablet	1	32613	oxaprozin	C0069739
762675	GPCK	{21 (Methylprednisolone 4 MG Oral Tablet) } Pack	1	6902	Methylprednisolone	C0025815
849515	SCD	Desmopressin Acetate 0.1 MG Oral Tablet	1	3251	desmopressin	C0011701
1192849	SBD	Sodium Phosphate, Dibasic 35.5 MG/ML / Sodium Phosphate, Monobasic 96.4 MG/ML Enema [Fleet Enema]	2	235496	Sodium Phosphate, Monobasic	C0770578
1192849	SBD	Sodium Phosphate, Dibasic 35.5 MG/ML / Sodium Phosphate, Monobasic 96.4 MG/ML Enema [Fleet Enema]	2	236719	Sodium Phosphate, Dibasic	C0772024
897649	SCD	Verapamil hydrochloride 240 MG Extended Release Oral Tablet	1	11170	Verapamil	C0042523
1093060	SCD	Clomiphene Citrate 50 MG Oral Tablet	1	2596	Clomiphene	C0009008
763228	SBD	24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]	2	36567	Simvastatin	C0074554
763228	SBD	24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]	2	7393	Niacin	C0027996
859052	SCD	Pramipexole dihydrochloride 1 MG Oral Tablet	1	746741	Pramipexole	C0074710
898346	SCD	Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule	2	17767	Amlodipine	C0051696
898346	SCD	Amlodipine 10 MG / Benazepril hydrochloride 40 MG Oral Capsule	2	18867	benazepril	C0053091
197575	SCD	Desoximetasone 0.0025 MG/MG Topical Ointment	1	3255	Desoximetasone	C0011707
540281	SBD	Fenofibrate 145 MG Oral Tablet [Tricor]	1	8703	Fenofibrate	C0033228
847748	SBDF	lopinavir / Ritonavir Oral Solution [Kaletra]	2	195088	lopinavir	C0674432
847748	SBDF	lopinavir / Ritonavir Oral Solution [Kaletra]	2	85762	Ritonavir	C0292818
854882	SBD	Zolpidem tartrate 12.5 MG Extended Release Oral Tablet [Ambien]	1	39993	zolpidem	C0078839
856369	SCD	Trazodone Hydrochloride 300 MG Oral Tablet	1	10737	Trazodone	C0040805
866144	SCD	Cyproheptadine hydrochloride 4 MG Oral Tablet	1	3013	Cyproheptadine	C0010620
310604	SCD	Guaifenesin 20 MG/ML Oral Solution	1	5032	Guaifenesin	C0018305
1298226	SCD	Dexchlorpheniramine maleate 0.2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	2	22697	dexchlorpheniramine	C0057606
