drug	disease	CSH	AJG	PK	CSH_notes	AJG_notes	PK_notes	drug_url	disease_url	tie
Dexamethasone	hypertension	NOT	NOT			worsens		http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A10763	False
Dexamethasone	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A2377	False
Dexamethasone	psoriasis	SYM	SYM					http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A8893	False
Dexamethasone	psoriatic arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A9008	False
Dexamethasone	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A7148	False
Dexamethasone	systemic lupus erythematosus	SYM	SYM					http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A9074	False
Dexamethasone	ulcerative colitis	SYM	SYM					http://www.drugbank.ca/drugs/DB01234	http://www.disease-ontology.org/term/DOID%3A8577	False
Dextroamphetamine	attention deficit hyperactivity disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01576	http://www.disease-ontology.org/term/DOID%3A1094	False
Dextroamphetamine	narcolepsy	SYM	SYM		Pilot classification: symptomatic; Pilot notes:			http://www.drugbank.ca/drugs/DB01576	http://www.disease-ontology.org/term/DOID%3A8986	False
Dextromethorphan	amyotrophic lateral sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00514	http://www.disease-ontology.org/term/DOID%3A332	False
Dextromethorphan	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00514	http://www.disease-ontology.org/term/DOID%3A2377	False
Dextrothyroxine	coronary artery disease	NOT	NOT		Pilot classification: disease-modifying; Pilot notes: cholesterol lowering agent; pulled due to cardiac side effects			http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A3393	False
Dextrothyroxine	thyroid cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00509	http://www.disease-ontology.org/term/DOID%3A1781	False
Diazepam	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A1826	False
Diazepam	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A2377	False
Diazepam	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00829	http://www.disease-ontology.org/term/DOID%3A594	False
Diazoxide	hypertension	SYM	SYM		tx of acute htn			http://www.drugbank.ca/drugs/DB01119	http://www.disease-ontology.org/term/DOID%3A10763	False
Diclofenac	ankylosing spondylitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A7147	False
Diclofenac	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A6364	False
Diclofenac	osteoarthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A8398	False
Diclofenac	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A7148	False
Diclofenac	systemic scleroderma	SYM	SYM					http://www.drugbank.ca/drugs/DB00586	http://www.disease-ontology.org/term/DOID%3A418	False
Didanosine	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00900	http://www.disease-ontology.org/term/DOID%3A635	False
Diflunisal	rheumatoid arthritis	SYM	SYM					http://www.drugbank.ca/drugs/DB00861	http://www.disease-ontology.org/term/DOID%3A7148	False
Digoxin	coronary artery disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00390	http://www.disease-ontology.org/term/DOID%3A3393	False
Dihydroergotamine	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00320	http://www.disease-ontology.org/term/DOID%3A6364	False
Dinoprostone	germ cell cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00917	http://www.disease-ontology.org/term/DOID%3A2994	False
Dinoprostone	uterine cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00917	http://www.disease-ontology.org/term/DOID%3A363	False
Diphenhydramine	allergic rhinitis	SYM	SYM					http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A4481	False
Diphenhydramine	atopic dermatitis	SYM	SYM					http://www.drugbank.ca/drugs/DB01075	http://www.disease-ontology.org/term/DOID%3A3310	False
Dipivefrin	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00449	http://www.disease-ontology.org/term/DOID%3A10763	False
Dipyridamole	coronary artery disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00975	http://www.disease-ontology.org/term/DOID%3A3393	False
Docetaxel	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1612	False
Docetaxel	head and neck cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A11934	False
Docetaxel	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1324	False
Docetaxel	melanoma	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1909	False
Docetaxel	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A2394	False
Docetaxel	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A1793	False
Docetaxel	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10283	False
Docetaxel	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A4159	False
Docetaxel	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB01248	http://www.disease-ontology.org/term/DOID%3A10534	False
Dopamine	coronary artery disease	NOT	NOT					http://www.drugbank.ca/drugs/DB00988	http://www.disease-ontology.org/term/DOID%3A3393	False
Dorzolamide	glaucoma	DM	DM					http://www.drugbank.ca/drugs/DB00869	http://www.disease-ontology.org/term/DOID%3A1686	False
Dorzolamide	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB00869	http://www.disease-ontology.org/term/DOID%3A10763	False
Doxorubicin	bone cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A184	False
Doxorubicin	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1612	False
Doxorubicin	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A2531	False
Doxorubicin	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A263	False
Doxorubicin	liver cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A3571	False
Doxorubicin	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1324	False
Doxorubicin	muscle cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A4045	False
Doxorubicin	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A2394	False
Doxorubicin	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1793	False
Doxorubicin	peripheral nervous system neoplasm	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1192	False
Doxorubicin	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10283	False
Doxorubicin	sarcoma	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1115	False
Doxorubicin	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A10534	False
Doxorubicin	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A2998	False
Doxorubicin	thyroid cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A1781	False
Doxorubicin	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A11054	False
Doxorubicin	uterine cancer	DM	DM					http://www.drugbank.ca/drugs/DB00997	http://www.disease-ontology.org/term/DOID%3A363	False
Duloxetine	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00476	http://www.disease-ontology.org/term/DOID%3A3312	False
Duloxetine	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00476	http://www.disease-ontology.org/term/DOID%3A1595	False
Dyphylline	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB00651	http://www.disease-ontology.org/term/DOID%3A2841	False
Efavirenz	acquired immunodeficiency syndrome	DM	DM					http://www.drugbank.ca/drugs/DB00625	http://www.disease-ontology.org/term/DOID%3A635	False
Eletriptan	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00216	http://www.disease-ontology.org/term/DOID%3A6364	False
Enalapril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A10763	False
Enalapril	rheumatoid arthritis	NOT	NOT			Potential side effect		http://www.drugbank.ca/drugs/DB00584	http://www.disease-ontology.org/term/DOID%3A7148	False
Entacapone	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00494	http://www.disease-ontology.org/term/DOID%3A14330	False
Entecavir	hepatitis B	DM	DM					http://www.drugbank.ca/drugs/DB00442	http://www.disease-ontology.org/term/DOID%3A2043	False
Ephedrine	allergic rhinitis	SYM	SYM					http://www.drugbank.ca/drugs/DB01364	http://www.disease-ontology.org/term/DOID%3A4481	False
Ephedrine	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB01364	http://www.disease-ontology.org/term/DOID%3A2841	False
Epinephrine	allergic rhinitis	SYM	SYM					http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A4481	False
Epinephrine	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A2841	False
Epirubicin	bone cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A184	False
Epirubicin	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1612	False
Epirubicin	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A2531	False
Epirubicin	liver cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A3571	False
Epirubicin	ovarian cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A2394	False
Epirubicin	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1793	False
Epirubicin	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283	False
Epirubicin	sarcoma	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1115	False
Epirubicin	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10534	False
Epirubicin	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A2998	False
Epirubicin	thyroid cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1781	False
Epirubicin	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A11054	False
Epirubicin	uterine cancer	DM	DM					http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A363	False
Eplerenone	coronary artery disease	DM	DM		DM in pts with CHF to prevent MI			http://www.drugbank.ca/drugs/DB00700	http://www.disease-ontology.org/term/DOID%3A3393	False
Epoprostenol	atherosclerosis	NOT	NOT					http://www.drugbank.ca/drugs/DB01240	http://www.disease-ontology.org/term/DOID%3A1936	False
Epoprostenol	hypertension	NOT	NOT					http://www.drugbank.ca/drugs/DB01240	http://www.disease-ontology.org/term/DOID%3A10763	False
Eprosartan	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00876	http://www.disease-ontology.org/term/DOID%3A10763	False
Ergotamine	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00696	http://www.disease-ontology.org/term/DOID%3A6364	False
Eribulin	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB08871	http://www.disease-ontology.org/term/DOID%3A1612	False
Erlotinib	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00530	http://www.disease-ontology.org/term/DOID%3A263	False
Erlotinib	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00530	http://www.disease-ontology.org/term/DOID%3A1324	False
Erlotinib	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00530	http://www.disease-ontology.org/term/DOID%3A1793	False
Escitalopram	Parkinson's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB01175	http://www.disease-ontology.org/term/DOID%3A14330	False
Escitalopram	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB01175	http://www.disease-ontology.org/term/DOID%3A3312	False
Escitalopram	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB01175	http://www.disease-ontology.org/term/DOID%3A1595	False
Esomeprazole	Barrett's esophagus	DM	DM			preventative		http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A9206	False
Esomeprazole	allergic rhinitis	NOT	NOT					http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A4481	False
Esomeprazole	esophageal cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A5041	False
Estradiol	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A11476	False
Estradiol	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A10283	False
Estradiol valerate/Dienogest	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB08866	http://www.disease-ontology.org/term/DOID%3A1612	False
Estradiol valerate/Dienogest	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB08866	http://www.disease-ontology.org/term/DOID%3A10283	False
Estramustine	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB01196	http://www.disease-ontology.org/term/DOID%3A10283	False
Estropipate	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB04574	http://www.disease-ontology.org/term/DOID%3A11476	False
Eszopiclone	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00402	http://www.disease-ontology.org/term/DOID%3A2377	False
Ethacrynic acid	chronic kidney failure	SYM	SYM					http://www.drugbank.ca/drugs/DB00903	http://www.disease-ontology.org/term/DOID%3A784	False
Ethacrynic acid	hypertension	SYM	SYM		loop diuretic			http://www.drugbank.ca/drugs/DB00903	http://www.disease-ontology.org/term/DOID%3A10763	False
Ethinyl Estradiol	breast cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes: estrogens can stimulate progression of ER+BrCa but high-dose estrogens may suppress their growth			http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A1612	False
Ethinyl Estradiol	osteoporosis	DM	DM					http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A11476	False
Etidronic acid	Paget's disease of bone	DM	DM					http://www.drugbank.ca/drugs/DB01077	http://www.disease-ontology.org/term/DOID%3A5408	False
Etidronic acid	osteoporosis	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB01077	http://www.disease-ontology.org/term/DOID%3A11476	False
Etoposide	brain cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1319	False
Etoposide	germ cell cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2994	False
Etoposide	hematologic cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2531	False
Etoposide	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1324	False
Etoposide	muscle cancer	DM	DM		Pilot classification: disease-modifying; Pilot notes:			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A4045	False
Etoposide	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A10283	False
Etoposide	sarcoma	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1115	False
Etoposide	testicular cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2998	False
Etoposide	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A11054	False
Etoposide	uterine cancer	DM	DM					http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A363	False
Everolimus	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB01590	http://www.disease-ontology.org/term/DOID%3A263	False
Exemestane	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00990	http://www.disease-ontology.org/term/DOID%3A1612	False
Ezetimibe	atherosclerosis	DM	DM					http://www.drugbank.ca/drugs/DB00973	http://www.disease-ontology.org/term/DOID%3A1936	False
Ezetimibe	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB00973	http://www.disease-ontology.org/term/DOID%3A3393	False
Felbamate	anemia	NOT	NOT			Side effect not treatment		http://www.drugbank.ca/drugs/DB00949	http://www.disease-ontology.org/term/DOID%3A2355	False
Fenofibrate	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB01039	http://www.disease-ontology.org/term/DOID%3A3393	False
Fentanyl	lung cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00813	http://www.disease-ontology.org/term/DOID%3A1324	False
Fentanyl	prostate cancer	SYM	SYM					http://www.drugbank.ca/drugs/DB00813	http://www.disease-ontology.org/term/DOID%3A10283	False
Finasteride	epilepsy syndrome	NOT	NOT			side effect		http://www.drugbank.ca/drugs/DB01216	http://www.disease-ontology.org/term/DOID%3A1826	False
Fingolimod	multiple sclerosis	DM	DM					http://www.drugbank.ca/drugs/DB08868	http://www.disease-ontology.org/term/DOID%3A2377	False
Floxuridine	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB00322	http://www.disease-ontology.org/term/DOID%3A10534	False
Fluconazole	acquired immunodeficiency syndrome	NOT	NOT		tough. used for infections ass't with HIV but not HIV itself	Treats secondary infection found in AIDS		http://www.drugbank.ca/drugs/DB00196	http://www.disease-ontology.org/term/DOID%3A635	False
Fludarabine	hematologic cancer	DM	DM					http://www.drugbank.ca/drugs/DB01073	http://www.disease-ontology.org/term/DOID%3A2531	False
Fludarabine	lymphatic system cancer	DM	DM					http://www.drugbank.ca/drugs/DB01073	http://www.disease-ontology.org/term/DOID%3A0060073	False
Flunisolide	allergic rhinitis	SYM	SYM		Pilot classification: symptomatic; Pilot notes:			http://www.drugbank.ca/drugs/DB00180	http://www.disease-ontology.org/term/DOID%3A4481	False
Fluocinolone Acetonide	atopic dermatitis	DM	DM					http://www.drugbank.ca/drugs/DB00591	http://www.disease-ontology.org/term/DOID%3A3310	False
Fluocinonide	atopic dermatitis	DM	DM					http://www.drugbank.ca/drugs/DB01047	http://www.disease-ontology.org/term/DOID%3A3310	False
Fluorouracil	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A1612	False
Fluorouracil	colon cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A219	False
Fluorouracil	head and neck cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A11934	False
Fluorouracil	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A1793	False
Fluorouracil	skin cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A4159	False
Fluorouracil	stomach cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A10534	False
Fluorouracil	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A11054	False
Fluoxetine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00472	http://www.disease-ontology.org/term/DOID%3A594	False
Fluoxetine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00472	http://www.disease-ontology.org/term/DOID%3A5419	False
Fluphenazine	schizophrenia	SYM	SYM					http://www.drugbank.ca/drugs/DB00623	http://www.disease-ontology.org/term/DOID%3A5419	False
Flutamide	prostate cancer	DM	DM					http://www.drugbank.ca/drugs/DB00499	http://www.disease-ontology.org/term/DOID%3A10283	False
Fluticasone Propionate	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB00588	http://www.disease-ontology.org/term/DOID%3A2841	False
Fluticasone furoate	asthma	SYM	SYM					http://www.drugbank.ca/drugs/DB08906	http://www.disease-ontology.org/term/DOID%3A2841	False
Fluvoxamine	endogenous depression	SYM	SYM					http://www.drugbank.ca/drugs/DB00176	http://www.disease-ontology.org/term/DOID%3A1595	False
Fluvoxamine	panic disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00176	http://www.disease-ontology.org/term/DOID%3A594	False
Folic Acid	Crohn's disease	NOT	NOT		rx for ass't conditions, not that disease itself	Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A8778	False
Folic Acid	alcohol dependence	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A0050741	False
Folic Acid	anemia	DM	DM			Megaloblastic type		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A2355	False
Folic Acid	ankylosing spondylitis	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A7147	False
Folic Acid	epilepsy syndrome	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A1826	False
Folic Acid	lung cancer	NOT	NOT			May worsen		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A1324	False
Folic Acid	rheumatoid arthritis	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A7148	False
Folic Acid	systemic lupus erythematosus	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A9074	False
Folic Acid	systemic scleroderma	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A418	False
Folic Acid	ulcerative colitis	NOT	NOT			Used to overcome side effect of medicine		http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A8577	False
Fosinopril	hypertension	DM	DM					http://www.drugbank.ca/drugs/DB00492	http://www.disease-ontology.org/term/DOID%3A10763	False
Fosphenytoin	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB01320	http://www.disease-ontology.org/term/DOID%3A1826	False
Frovatriptan	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00998	http://www.disease-ontology.org/term/DOID%3A6364	False
Fulvestrant	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00947	http://www.disease-ontology.org/term/DOID%3A1612	False
Furosemide	chronic kidney failure	SYM	SYM					http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A784	False
Furosemide	hypertension	SYM	SYM					http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A10763	False
Gabapentin	bipolar disorder	SYM	SYM					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A3312	False
Gabapentin	colon cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A219	False
Gabapentin	epilepsy syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A1826	False
Gabapentin	kidney cancer	NOT	NOT					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A263	False
Gabapentin	migraine	SYM	SYM					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A6364	False
Gabapentin	multiple sclerosis	SYM	SYM					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A2377	False
Gabapentin	restless legs syndrome	SYM	SYM					http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A0050425	False
Galantamine	Alzheimer's disease	SYM	SYM					http://www.drugbank.ca/drugs/DB00674	http://www.disease-ontology.org/term/DOID%3A10652	False
Gamma Hydroxybutyric Acid	narcolepsy	SYM	SYM					http://www.drugbank.ca/drugs/DB01440	http://www.disease-ontology.org/term/DOID%3A8986	False
Gefitinib	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00317	http://www.disease-ontology.org/term/DOID%3A1324	False
Gemcitabine	breast cancer	DM	DM					http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A1612	False
Gemcitabine	kidney cancer	DM	DM					http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A263	False
Gemcitabine	lung cancer	DM	DM					http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A1324	False
Gemcitabine	pancreatic cancer	DM	DM					http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A1793	False
Gemcitabine	urinary bladder cancer	DM	DM					http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A11054	False
Gemfibrozil	coronary artery disease	DM	DM					http://www.drugbank.ca/drugs/DB01241	http://www.disease-ontology.org/term/DOID%3A3393	False
Gemfibrozil	sclerosing cholangitis	NOT	NOT			SIDE EFFECT OF MED		http://www.drugbank.ca/drugs/DB01241	http://www.disease-ontology.org/term/DOID%3A14268	False
Gliclazide	type 2 diabetes mellitus	DM	DM					http://www.drugbank.ca/drugs/DB01120	http://www.disease-ontology.org/term/DOID%3A9352	False
Glimepiride	type 2 diabetes mellitus	DM	DM					http://www.drugbank.ca/drugs/DB00222	http://www.disease-ontology.org/term/DOID%3A9352	False
Glipizide	type 2 diabetes mellitus	DM	DM					http://www.drugbank.ca/drugs/DB01067	http://www.disease-ontology.org/term/DOID%3A9352	False
Glyburide	gestational diabetes	DM	DM					http://www.drugbank.ca/drugs/DB01016	http://www.disease-ontology.org/term/DOID%3A11714	False
