disease	drug	AJG	CSH	PK	AJG_notes	CSH_notes	PK_notes	doid_id	drugbank_id	majority
glaucoma	Timolol	DM	DM	DM				DOID:1686	DB00373	DM
glaucoma	Travoprost	SYM	DM	DM			see notes on glaucoma	DOID:1686	DB00287	DM
gout	Acetylsalicylic acid	SYM	NOT	SYM		not indicated. Asa can increase risk of gout	assumption 2	DOID:13189	DB00945	SYM
gout	Allopurinol	DM	DM	DM				DOID:13189	DB00437	DM
gout	Colchicine	DM	SYM	DM		acute flares	typically used for acute flares, but also rarely used for chronic disease (ammendment 3) and therefore by the same rationalization as allopurinol it should be DM	DOID:13189	DB01394	DM
gout	Hydrocortisone	SYM	SYM	DM			has to match prednisone	DOID:13189	DB00741	SYM
gout	Indomethacin	SYM	SYM	DM			typically used for acute flares, but also rarely used for chronic disease (amendment 2) and therefore by the same rationalization as allopurinol it should be DM; furthermore -- see link for NSAIDs for gout prophylaxis (http://www.rheumatology.org/Portals/0/Files/Gout_Part_2_ACR-12.pdf)	DOID:13189	DB00328	SYM
gout	Methylprednisolone	SYM	SYM	DM			has to match prednisone	DOID:13189	DB00959	SYM
gout	Naproxen	SYM	SYM	DM			typically used for acute flares, but also rarely used for chronic disease (amendment 2) and therefore by the same rationalization as allopurinol it should be DM; furthermore -- see link for NSAIDs for gout prophylaxis (http://www.rheumatology.org/Portals/0/Files/Gout_Part_2_ACR-12.pdf)	DOID:13189	DB00788	SYM
gout	Prednisolone	DM	SYM	DM			typically used for acute flares, but also rarely used for chronic disease (ammendment 3) and therefore by the same rationalization as allopurinol it should be DM	DOID:13189	DB00860	DM
gout	Prednisone	DM	SYM	DM			typically used for acute flares, but also rarely used for chronic disease (ammendment 3) and therefore by the same rationalization as allopurinol it should be DM	DOID:13189	DB00635	DM
gout	Probenecid	DM	DM	DM				DOID:13189	DB01032	DM
head and neck cancer	Docetaxel	DM	DM	DM				DOID:11934	DB01248	DM
head and neck cancer	Fluorouracil	DM	DM	DM				DOID:11934	DB00544	DM
head and neck cancer	Hydroxyurea	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:11934	DB01005	DM
head and neck cancer	Pilocarpine	SYM	SYM	SYM				DOID:11934	DB01085	SYM
head and neck cancer	Vinblastine	DM	DM	DM				DOID:11934	DB00570	DM
hematologic cancer	Alitretinoin	NOT	DM	DM			used in leukemia, a hematological cancer	DOID:2531	DB00523	DM
hematologic cancer	Allopurinol	NOT	NOT	NOT				DOID:2531	DB00437	NOT
hematologic cancer	Anagrelide	DM	DM	DM				DOID:2531	DB00261	DM
hematologic cancer	Betamethasone	NOT	SYM	DM			see notes on steroids in cancers	DOID:2531	DB00443	
hematologic cancer	Bexarotene	DM	DM	DM				DOID:2531	DB00307	DM
hematologic cancer	Bleomycin	DM	DM	DM				DOID:2531	DB00290	DM
hematologic cancer	Bortezomib	DM	DM	DM				DOID:2531	DB00188	DM
hematologic cancer	Busulfan	DM	DM	DM				DOID:2531	DB01008	DM
hematologic cancer	Carmustine	DM	DM	DM				DOID:2531	DB00262	DM
hematologic cancer	Celecoxib	NOT	SYM	SYM				DOID:2531	DB00482	SYM
hematologic cancer	Chlorambucil	DM	DM	DM				DOID:2531	DB00291	DM
hematologic cancer	Cisplatin	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:2531	DB00515	DM
hematologic cancer	Cladribine	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:2531	DB00242	DM
hematologic cancer	Clofarabine	DM	DM	DM				DOID:2531	DB00631	DM
hematologic cancer	Cytarabine	DM	DM	DM				DOID:2531	DB00987	DM
hematologic cancer	Dacarbazine	DM	DM	DM				DOID:2531	DB00851	DM
hematologic cancer	Dasatinib	DM	DM	DM				DOID:2531	DB01254	DM
hematologic cancer	Daunorubicin	DM	DM	DM				DOID:2531	DB00694	DM
hematologic cancer	Dexamethasone	NOT	SYM	DM			see notes on steroids in cancers	DOID:2531	DB01234	
hematologic cancer	Doxorubicin	DM	DM	DM				DOID:2531	DB00997	DM
hematologic cancer	Epirubicin	DM	DM	DM				DOID:2531	DB00445	DM
hematologic cancer	Etoposide	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:2531	DB00773	DM
hematologic cancer	Fludarabine	DM	DM	DM				DOID:2531	DB01073	DM
hematologic cancer	Gemcitabine	NOT	DM	DM				DOID:2531	DB00441	DM
hematologic cancer	Hydroxyurea	DM	DM	DM				DOID:2531	DB01005	DM
hematologic cancer	Idarubicin	DM	DM	DM				DOID:2531	DB01177	DM
hematologic cancer	Ifosfamide	DM	DM	DM				DOID:2531	DB01181	DM
hematologic cancer	Imatinib	DM	DM	DM				DOID:2531	DB00619	DM
hematologic cancer	Irinotecan	NOT	DM	DM			per uptodate can cause BMS therefore should work on heme cancers by definition	DOID:2531	DB00762	DM
hematologic cancer	Isotretinoin	NOT	NOT	NOT			as far as I can tell, only alitretinoin is used in lymphoma	DOID:2531	DB00982	NOT
hematologic cancer	Lenalidomide	DM	DM	DM				DOID:2531	DB00480	DM
hematologic cancer	Lomustine	DM	DM	DM				DOID:2531	DB01206	DM
hematologic cancer	Mechlorethamine	DM	DM	DM				DOID:2531	DB00888	DM
hematologic cancer	Melphalan	DM	DM	DM				DOID:2531	DB01042	DM
hematologic cancer	Mercaptopurine	DM	DM	DM				DOID:2531	DB01033	DM
hematologic cancer	Methotrexate	DM	DM	DM				DOID:2531	DB00563	DM
hematologic cancer	Methoxsalen	DM	DM	DM	Cutaneous Lymphoma			DOID:2531	DB00553	DM
hematologic cancer	Methylprednisolone	SYM	SYM	SYM				DOID:2531	DB00959	SYM
hematologic cancer	Mitoxantrone	NOT	DM	DM				DOID:2531	DB01204	DM
hematologic cancer	Nelarabine	DM	DM	DM				DOID:2531	DB01280	DM
hematologic cancer	Nilotinib	DM	DM	DM				DOID:2531	DB04868	DM
hematologic cancer	Pamidronate	SYM	NOT	NOT			see note on bisphosphonates in cancer	DOID:2531	DB00282	NOT
hematologic cancer	Pentostatin	DM	DM	DM				DOID:2531	DB00552	DM
hematologic cancer	Plerixafor	NOT	DM	NOT	Used after HSCT		used with procedures (apharesis and HSCT)	DOID:2531	DB06809	NOT
hematologic cancer	Prednisolone	SYM	SYM	DM			see notes on steroids in cancers	DOID:2531	DB00860	SYM
hematologic cancer	Prednisone	SYM	SYM	DM			see notes on steroids in cancers	DOID:2531	DB00635	SYM
hematologic cancer	Procarbazine	DM	DM	DM				DOID:2531	DB01168	DM
hematologic cancer	Ruxolitinib	DM	DM	DM				DOID:2531	DB08877	DM
hematologic cancer	Streptozocin	DM	NOT	NOT			only for carcinomas per uptodate, mechanism of action does not appear to affect heme cells	DOID:2531	DB00428	NOT
hematologic cancer	Teniposide	DM	DM	DM				DOID:2531	DB00444	DM
hematologic cancer	Thalidomide	DM	DM	DM				DOID:2531	DB01041	DM
hematologic cancer	Thiotepa	DM	DM	DM				DOID:2531	DB04572	DM
hematologic cancer	Tioguanine	DM	DM	DM				DOID:2531	DB00352	DM
hematologic cancer	Tretinoin	NOT	DM	NOT			as far as I can tell, only alitretinoin is used in lymphoma	DOID:2531	DB00755	NOT
hematologic cancer	Triamcinolone	NOT	NOT	DM			see notes on steroids in cancers	DOID:2531	DB00620	NOT
hematologic cancer	Vinblastine	DM	DM	DM				DOID:2531	DB00570	DM
hematologic cancer	Vincristine	DM	DM	DM				DOID:2531	DB00541	DM
hematologic cancer	Vinorelbine	DM	NOT	DM			hodgkin for example	DOID:2531	DB00361	DM
hematologic cancer	Vorinostat	DM	DM	DM				DOID:2531	DB02546	DM
hematologic cancer	Zoledronate	SYM	NOT	NOT			see note on bisphosphonates in cancer	DOID:2531	DB00399	NOT
hepatitis B	Adefovir Dipivoxil	DM	DM	DM				DOID:2043	DB00718	DM
hepatitis B	Entecavir	DM	DM	DM				DOID:2043	DB00442	DM
hepatitis B	Lamivudine	DM	DM	DM				DOID:2043	DB00709	DM
hepatitis B	Telbivudine	DM	DM	DM				DOID:2043	DB01265	DM
hypertension	Acebutolol	SYM	DM	DM		(cardioselective beta blocker		DOID:10763	DB01193	DM
hypertension	Acetylsalicylic acid	NOT	NOT	NOT				DOID:10763	DB00945	NOT
hypertension	Alprostadil	NOT	NOT	NOT		can be used for ED	I almost called this DM, because it's cousin minoxidil is used in HTN. If there were no other HTN drugs in the world, then this would probably be used for HTN, but as it stands it came on the market after many better HTN drugs, and therefore was never actually evaluated for efficacy in HTN	DOID:10763	DB00770	NOT
hypertension	Amiloride	SYM	DM	DM				DOID:10763	DB00594	DM
hypertension	Amiodarone	SYM	NOT	NOT		treats arrthymias	I would not consider arrythmias to be a classic symptom of HTN	DOID:10763	DB01118	NOT
hypertension	Amlodipine	DM	DM	DM				DOID:10763	DB00381	DM
hypertension	Atorvastatin	DM	DM	DM				DOID:10763	DB01076	DM
hypertension	Benazepril	SYM	DM	DM				DOID:10763	DB00542	DM
hypertension	Bendroflumethiazide	DM	DM	DM				DOID:10763	DB00436	DM
hypertension	Bepridil	SYM	NOT	DM			has antihypertensive effects, see my notes on HTN drugs, also amendment 1	DOID:10763	DB01244	
hypertension	Betamethasone	NOT	NOT	NOT				DOID:10763	DB00443	NOT
hypertension	Betaxolol	SYM	DM	DM				DOID:10763	DB00195	DM
hypertension	Bimatoprost	SYM	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00905	NOT
hypertension	Bosentan	DM	DM	NOT			see notes for pulmonary hypertension drugs in HTN	DOID:10763	DB00559	DM
hypertension	Brimonidine	NOT	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00484	NOT
hypertension	Brinzolamide	NOT	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB01194	NOT
hypertension	Bumetanide	DM	SYM	DM			see notes for diuretics in HTN	DOID:10763	DB00887	DM
hypertension	Candesartan	DM	DM	DM				DOID:10763	DB00796	DM
hypertension	Captopril	DM	DM	DM				DOID:10763	DB01197	DM
hypertension	Carteolol	SYM	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00521	NOT
hypertension	Carvedilol	SYM	DM	DM				DOID:10763	DB01136	DM
hypertension	Chlorothiazide	DM	DM	DM				DOID:10763	DB00880	DM
hypertension	Chlorthalidone	DM	DM	DM				DOID:10763	DB00310	DM
hypertension	Clonidine	SYM	DM	DM				DOID:10763	DB00575	DM
hypertension	Clopidogrel	NOT	NOT	NOT	not used to treat HTN			DOID:10763	DB00758	NOT
hypertension	Desflurane	NOT	NOT	NOT				DOID:10763	DB01189	NOT
hypertension	Dexamethasone	NOT	NOT	NOT	worsens			DOID:10763	DB01234	NOT
hypertension	Diazoxide	SYM	SYM	SYM		tx of acute htn		DOID:10763	DB01119	SYM
hypertension	Diltiazem	SYM	DM	DM				DOID:10763	DB00343	DM
hypertension	Dipivefrin	NOT	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00449	NOT
hypertension	Dopamine	NOT	SYM	NOT			increases blood pressure! Worsens disease	DOID:10763	DB00988	NOT
hypertension	Dorzolamide	NOT	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00869	NOT
hypertension	Doxazosin	SYM	DM	DM				DOID:10763	DB00590	DM
hypertension	Enalapril	DM	DM	DM				DOID:10763	DB00584	DM
hypertension	Eplerenone	SYM	DM	DM				DOID:10763	DB00700	DM
hypertension	Epoprostenol	NOT	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB01240	NOT
hypertension	Eprosartan	DM	DM	DM				DOID:10763	DB00876	DM
hypertension	Esmolol	SYM	DM	DM				DOID:10763	DB00187	DM
hypertension	Ethacrynic acid	SYM	SYM	DM		loop diuretic	see notes for diuretics in HTN	DOID:10763	DB00903	SYM
hypertension	Felodipine	SYM	DM	DM				DOID:10763	DB01023	DM
hypertension	Fenoldopam	DM	SYM	DM		post-op BP, not long-term	see notes for htn meds	DOID:10763	DB00800	DM
hypertension	Fosinopril	DM	DM	DM				DOID:10763	DB00492	DM
hypertension	Furosemide	SYM	SYM	DM			see notes for diuretics in HTN	DOID:10763	DB00695	SYM
hypertension	Guanabenz	DM	DM	DM				DOID:10763	DB00629	DM
hypertension	Guanadrel	DM	DM	DM				DOID:10763	DB00226	DM
hypertension	Guanethidine	DM	DM	DM				DOID:10763	DB01170	DM
hypertension	Guanfacine	DM	DM	DM				DOID:10763	DB01018	DM
hypertension	Hydralazine	SYM	DM	DM				DOID:10763	DB01275	DM
hypertension	Hydrochlorothiazide	SYM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10763	DB00999	DM
hypertension	Hydroflumethiazide	SYM	SYM	DM		diuretic	see notes for diuretics in HTN	DOID:10763	DB00774	SYM
hypertension	Iloprost	DM	DM	NOT			see notes for pulmonary hypertension drugs in HTN	DOID:10763	DB01088	DM
hypertension	Indapamide	SYM	DM	DM				DOID:10763	DB00808	DM
hypertension	Irbesartan	DM	DM	DM				DOID:10763	DB01029	DM
hypertension	Isosorbide Dinitrate	SYM	NOT	NOT			this was a tough call, it treats symptoms of angina, and maybe 50% of all angina can be considered a downstream biology of HTN, but it doesn't treat the symptom of HTN (and nobody thinks it prevents downstream biology of HTN)	DOID:10763	DB00883	NOT
hypertension	Isradipine	SYM	DM	DM				DOID:10763	DB00270	DM
hypertension	Labetalol	DM	DM	DM				DOID:10763	DB00598	DM
hypertension	Latanoprost	SYM	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00654	NOT
hypertension	Levobunolol	SYM	NOT	NOT			weirdly enough, if an oral formulation was available, it probably would treat systemic hypertension, but as it stands it is only available in ophthalmic solution and therefore only used to treat occular HTN	DOID:10763	DB01210	NOT
hypertension	Lisinopril	DM	DM	DM				DOID:10763	DB00722	DM
hypertension	Losartan	DM	DM	DM				DOID:10763	DB00678	DM
hypertension	Lovastatin	NOT	NOT	NOT				DOID:10763	DB00227	NOT
hypertension	Magnesium Sulfate	NOT	NOT	NOT	Only useful in eclampsia			DOID:10763	DB00653	NOT
hypertension	Mecamylamine	SYM	NOT	DM		not used anymore	by amendment 1	DOID:10763	DB00657	
hypertension	Methyldopa	SYM	DM	DM				DOID:10763	DB00968	DM
hypertension	Metolazone	DM	NOT	DM		diuretic	see notes for diuretics in HTN	DOID:10763	DB00524	DM
hypertension	Metoprolol	SYM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10763	DB00264	DM
hypertension	Metyrosine	NOT	NOT	NOT	Used for treatment of pheochormocytoma not essential HTN	pheo		DOID:10763	DB00765	NOT
hypertension	Minoxidil	SYM	NOT	DM		not used anymore	by amendment 1	DOID:10763	DB00350	
hypertension	Moexipril	DM	DM	DM				DOID:10763	DB00691	DM
hypertension	Moxifloxacin	SYM	NOT	NOT			unsure why they said SYM	DOID:10763	DB00218	NOT
hypertension	Nadolol	SYM	DM	DM				DOID:10763	DB01203	DM
hypertension	Nebivolol	DM	DM	DM				DOID:10763	DB04861	DM
hypertension	Nicardipine	SYM	SYM	DM		acute	It is also used in chronic DM by amendment 1	DOID:10763	DB00622	SYM
hypertension	Nifedipine	SYM	DM	DM				DOID:10763	DB01115	DM
hypertension	Nisoldipine	SYM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10763	DB00401	DM
hypertension	Nitric Oxide	DM	DM	NOT		pulm htn	see notes for pulmonary hypertension drugs in HTN	DOID:10763	DB00435	DM
hypertension	Nitroglycerin	SYM	SYM	NOT			whatever you call it, it has to match isosorbide dinitrate	DOID:10763	DB00727	SYM
hypertension	Nitroprusside	SYM	SYM	NOT			whatever you call it, it has to match isosorbide dinitrate	DOID:10763	DB00325	SYM
hypertension	Olmesartan	DM	DM	DM				DOID:10763	DB00275	DM
hypertension	Orlistat	DM	NOT	NOT			This was a tough call. It is a treatment of obesity. I said it was DM for DM2, but I don't think it is DM for HTN. I think obesity and DM2 are very very clearly intertwined (very rare is a DM2 person who is not obese), but HTN and obesity can certainly be independent (though they do have a moderate degree of association).	DOID:10763	DB01083	NOT
hypertension	Penbutolol	SYM	DM	DM				DOID:10763	DB01359	DM
hypertension	Perindopril	DM	DM	DM				DOID:10763	DB00790	DM
hypertension	Phenobarbital	NOT	NOT	NOT				DOID:10763	DB01174	NOT
hypertension	Phentolamine	SYM	SYM	SYM		HTN emerg	might have been DM, but will defer to others	DOID:10763	DB00692	SYM
hypertension	Pilocarpine	NOT	NOT	NOT				DOID:10763	DB01085	NOT
hypertension	Pindolol	SYM	DM	DM				DOID:10763	DB00960	DM
hypertension	Potassium Chloride	NOT	NOT	NOT				DOID:10763	DB00761	NOT
hypertension	Prazosin	SYM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10763	DB00457	DM
hypertension	Propranolol	SYM	DM	DM				DOID:10763	DB00571	DM
hypertension	Quinapril	SYM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:10763	DB00881	DM
hypertension	Quinidine barbiturate	NOT	NOT	NOT				DOID:10763	DB01346	NOT
hypertension	Ramipril	DM	DM	DM				DOID:10763	DB00178	DM
hypertension	Reserpine	SYM	NOT	DM		rarely used	by amendment 1	DOID:10763	DB00206	
hypertension	Salbutamol	NOT	NOT	NOT				DOID:10763	DB01001	NOT
hypertension	Sildenafil	NOT	DM	NOT	NOT FOR ESSENTIAL HTN but DM for pulmonary arterial hypertension	pulm htn	see notes for pulmonary hypertension drugs in HTN	DOID:10763	DB00203	NOT
hypertension	Simvastatin	NOT	NOT	NOT				DOID:10763	DB00641	NOT
hypertension	Spironolactone	SYM	NOT	DM			see notes for diuretics in HTN	DOID:10763	DB00421	
hypertension	Sucralfate	NOT	NOT	NOT	SIDE EFFECT			DOID:10763	DB00364	NOT
hypertension	Tadalafil	DM	DM	NOT		pulm htn	see notes for pulmonary hypertension drugs in HTN	DOID:10763	DB00820	DM
hypertension	Telmisartan	DM	DM	DM				DOID:10763	DB00966	DM
hypertension	Terazosin	SYM	DM	DM				DOID:10763	DB01162	DM
hypertension	Timolol	SYM	DM	DM				DOID:10763	DB00373	DM
hypertension	Tolazoline	SYM	NOT	NOT	ACUTE		treats side effect of an HTN drug, not a symptom of HTN	DOID:10763	DB00797	NOT
hypertension	Torasemide	SYM	NOT	DM			see notes for diuretics in HTN	DOID:10763	DB00214	
hypertension	Trandolapril	DM	DM	DM				DOID:10763	DB00519	DM
hypertension	Travoprost	NOT	NOT	NOT			see notes regarding occular HTN	DOID:10763	DB00287	NOT
hypertension	Treprostinil	NOT	DM	NOT		pulm htn	see notes for pulmonary hypertension drugs in HTN	DOID:10763	DB00374	NOT
hypertension	Triamterene	SYM	DM	DM		diuretic	see notes for diuretics in HTN	DOID:10763	DB00384	DM
hypertension	Valsartan	DM	DM	DM				DOID:10763	DB00177	DM
hypertension	Verapamil	SYM	DM	DM				DOID:10763	DB00661	DM
hypertension	WF10	NOT	NOT	NOT		in research		DOID:10763	DB05389	NOT
hypothyroidism	Dextrothyroxine	DM	NOT	DM			"tough call, but prevents complications of being in a hypothyroid state,therefore affects ""downstream biology"""	DOID:1459	DB00509	DM
hypothyroidism	Levothyroxine	DM	DM	DM				DOID:1459	DB00451	DM
hypothyroidism	Liothyronine	DM	DM	DM				DOID:1459	DB00279	DM
hypothyroidism	Liotrix	DM	DM	DM				DOID:1459	DB01583	DM
idiopathic pulmonary fibrosis	Prednisolone	SYM	SYM	SYM				DOID:0050156	DB00860	SYM
kidney cancer	Betamethasone	SYM	SYM	SYM				DOID:263	DB00443	SYM
kidney cancer	Capecitabine	NOT	DM	DM		case rep, not approved	not just a case report, see Br J Cancer. 2000 Sep;83(5):583-7.	DOID:263	DB01101	DM
kidney cancer	Celecoxib	NOT	SYM	SYM				DOID:263	DB00482	SYM
kidney cancer	Clopidogrel	NOT	NOT	NOT				DOID:263	DB00758	NOT
kidney cancer	Dactinomycin	DM	DM	DM			wilm's	DOID:263	DB00970	DM
kidney cancer	Dexamethasone	NOT	SYM	SYM			see notes on steroids in cancers	DOID:263	DB01234	SYM
kidney cancer	Doxorubicin	DM	DM	DM				DOID:263	DB00997	DM
kidney cancer	Erlotinib	DM	DM	DM				DOID:263	DB00530	DM
kidney cancer	Esomeprazole	SYM	NOT	SYM				DOID:263	DB00736	SYM
kidney cancer	Everolimus	DM	DM	DM				DOID:263	DB01590	DM
kidney cancer	Gabapentin	NOT	NOT	NOT				DOID:263	DB00996	NOT
kidney cancer	Gemcitabine	DM	DM	DM				DOID:263	DB00441	DM
kidney cancer	Hydrocortisone	NOT	SYM	SYM				DOID:263	DB00741	SYM
kidney cancer	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:263	DB01005	NOT
kidney cancer	Lisinopril	NOT	NOT	NOT				DOID:263	DB00722	NOT
kidney cancer	Lomustine	DM	NOT	NOT			the only source I found to agree with AJG was (www.cancerresearchuk.org) so I didn't take is as credible	DOID:263	DB01206	NOT
kidney cancer	Medroxyprogesterone Acetate	NOT	NOT	NOT				DOID:263	DB00603	NOT
kidney cancer	Melatonin	NOT	NOT	NOT				DOID:263	DB01065	NOT
kidney cancer	Metformin	DM	NOT	NOT		Pilot classification: symptomatic; Pilot notes: some studies suggest it may be beneficial but not one from 2013	not good evidence imo	DOID:263	DB00331	NOT
kidney cancer	Omeprazole	NOT	NOT	SYM			should match esomeprazole	DOID:263	DB00338	NOT
kidney cancer	Paclitaxel	DM	DM	DM				DOID:263	DB01229	DM
kidney cancer	Pazopanib	DM	DM	DM				DOID:263	DB06589	DM
kidney cancer	Sorafenib	DM	DM	DM				DOID:263	DB00398	DM
kidney cancer	Sunitinib	DM	DM	DM				DOID:263	DB01268	DM
kidney cancer	Temsirolimus	DM	DM	DM				DOID:263	DB06287	DM
kidney cancer	Vinblastine	DM	DM	DM				DOID:263	DB00570	DM
kidney cancer	Vincristine	DM	DM	DM				DOID:263	DB00541	DM
kidney cancer	Zoledronate	SYM	NOT	NOT			see note on bisphosphonates in cancer	DOID:263	DB00399	NOT
leprosy	Dapsone	DM	DM	DM				DOID:1024	DB00250	DM
leprosy	Rifampicin	DM	DM	DM				DOID:1024	DB01045	DM
leprosy	Thalidomide	DM	NOT	DM				DOID:1024	DB01041	DM
liver cancer	Doxorubicin	DM	DM	DM				DOID:3571	DB00997	DM
liver cancer	Epirubicin	DM	DM	DM		Pilot classification: disease-modifying; Pilot notes:		DOID:3571	DB00445	DM
liver cancer	Metformin	DM	NOT	NOT			not good evidence imo	DOID:3571	DB00331	NOT
liver cancer	Sorafenib	DM	DM	DM				DOID:3571	DB00398	DM
lung cancer	Cisplatin	DM	DM	DM				DOID:1324	DB00515	DM
lung cancer	Crizotinib	DM	DM	DM				DOID:1324	DB08865	DM
lung cancer	Docetaxel	DM	DM	DM				DOID:1324	DB01248	DM
lung cancer	Doxorubicin	DM	DM	DM				DOID:1324	DB00997	DM
lung cancer	Erlotinib	DM	DM	DM				DOID:1324	DB00530	DM
lung cancer	Etoposide	DM	DM	DM				DOID:1324	DB00773	DM
lung cancer	Fentanyl	SYM	SYM	SYM				DOID:1324	DB00813	SYM
lung cancer	Folic Acid	NOT	NOT	NOT	May worsen			DOID:1324	DB00158	NOT
lung cancer	Gefitinib	DM	DM	DM				DOID:1324	DB00317	DM
lung cancer	Gemcitabine	DM	DM	DM				DOID:1324	DB00441	DM
lung cancer	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:1324	DB01005	NOT
lung cancer	Irinotecan	DM	DM	DM				DOID:1324	DB00762	DM
lung cancer	Methotrexate	DM	DM	DM				DOID:1324	DB00563	DM
lung cancer	Paclitaxel	DM	DM	DM				DOID:1324	DB01229	DM
lung cancer	Pemetrexed	DM	DM	DM	Mesothelioma			DOID:1324	DB00642	DM
lung cancer	Procarbazine	NOT	NOT	NOT				DOID:1324	DB01168	NOT
lung cancer	Teniposide	DM	DM	DM				DOID:1324	DB00444	DM
lung cancer	Topotecan	DM	DM	DM				DOID:1324	DB01030	DM
lung cancer	Vinblastine	DM	DM	DM				DOID:1324	DB00570	DM
lung cancer	Vinorelbine	DM	DM	DM				DOID:1324	DB00361	DM
lymphatic system cancer	Bleomycin	DM	DM	DM				DOID:0060073	DB00290	DM
lymphatic system cancer	Carmustine	DM	DM	DM				DOID:0060073	DB00262	DM
lymphatic system cancer	Cytarabine	DM	DM	DM				DOID:0060073	DB00987	DM
lymphatic system cancer	Fludarabine	DM	DM	DM				DOID:0060073	DB01073	DM
lymphatic system cancer	Mechlorethamine	DM	DM	DM				DOID:0060073	DB00888	DM
lymphatic system cancer	Methotrexate	DM	DM	DM				DOID:0060073	DB00563	DM
lymphatic system cancer	Mitoxantrone	NOT	DM	DM				DOID:0060073	DB01204	DM
lymphatic system cancer	Teniposide	DM	DM	DM				DOID:0060073	DB00444	DM
lymphatic system cancer	Vincristine	DM	DM	DM				DOID:0060073	DB00541	DM
malaria	Artemether	DM	DM	DM				DOID:12365	DB06697	DM
malaria	Clindamycin	DM	DM	DM				DOID:12365	DB01190	DM
malaria	Dapsone	DM	DM	DM				DOID:12365	DB00250	DM
malaria	Doxycycline	NOT	DM	DM				DOID:12365	DB00254	DM
malaria	Pentoxifylline	DM	NOT	DM	Cerebral malaria		ok agree with AJG but very weak evidence	DOID:12365	DB00806	DM
malaria	Proguanil	DM	DM	DM				DOID:12365	DB01131	DM
malaria	Pyrimethamine	DM	DM	DM				DOID:12365	DB00205	DM
malaria	Quinidine	DM	NOT	DM				DOID:12365	DB00908	DM
malaria	Quinidine barbiturate	DM	NOT	DM				DOID:12365	DB01346	DM
malaria	Quinine	DM	DM	DM				DOID:12365	DB00468	DM
malaria	Sulfadiazine	SYM	NOT	DM	SUPPORTIVE FOR ANTMALARIAL	not used anymore	amendment 1	DOID:12365	DB00359	
malignant glioma	Carmustine	DM	DM	DM				DOID:3070	DB00262	DM
malignant glioma	Temozolomide	DM	DM	DM				DOID:3070	DB00853	DM
melanoma	Bleomycin	DM	DM	DM				DOID:1909	DB00290	DM
melanoma	Carmustine	DM	DM	DM				DOID:1909	DB00262	DM
melanoma	Dacarbazine	DM	DM	DM				DOID:1909	DB00851	DM
melanoma	Dactinomycin	DM	DM	DM				DOID:1909	DB00970	DM
melanoma	Docetaxel	DM	DM	DM				DOID:1909	DB01248	DM
melanoma	Hydroxyurea	DM	NOT	NOT			see notes for hydroxyurea/chemo and cancer	DOID:1909	DB01005	NOT
melanoma	Lomustine	NOT	NOT	NOT				DOID:1909	DB01206	NOT
melanoma	Melphalan	DM	NOT	NOT				DOID:1909	DB01042	NOT
melanoma	Procarbazine	NOT	NOT	NOT				DOID:1909	DB01168	NOT
melanoma	Temozolomide	DM	NOT	DM	ONLY FOR BRAIN METS	in research		DOID:1909	DB00853	DM
melanoma	Vemurafenib	DM	DM	DM				DOID:1909	DB08881	DM
meningioma	Cytarabine	NOT	NOT	NOT		in research		DOID:3565	DB00987	NOT
meningioma	Mifepristone	NOT	NOT	NOT				DOID:3565	DB00834	NOT
metabolic syndrome X	Ergocalciferol	DM	SYM	NOT			would you give this med to anyone who has metabolic syndrome X but does not also have vitamin D deficiency?	DOID:14221	DB00153	
metabolic syndrome X	Metformin	DM	DM	DM				DOID:14221	DB00331	DM
migraine	Acetaminophen	SYM	SYM	SYM				DOID:6364	DB00316	SYM
migraine	Acetylsalicylic acid	SYM	SYM	SYM				DOID:6364	DB00945	SYM
migraine	Almotriptan	SYM	SYM	SYM				DOID:6364	DB00918	SYM
migraine	Amitriptyline	SYM	DM	DM		(may decr freq of ha)	see notes on migraine	DOID:6364	DB00321	DM
migraine	Antipyrine	SYM	SYM	SYM				DOID:6364	DB01435	SYM
migraine	Butalbital	SYM	SYM	SYM				DOID:6364	DB00241	SYM
migraine	Caffeine	SYM	SYM	SYM				DOID:6364	DB00201	SYM
