drug	disease	classification	notes	drug_url	disease_url
Epinephrine	asthma			http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A2841
Epinephrine	glaucoma			http://www.drugbank.ca/drugs/DB00668	http://www.disease-ontology.org/term/DOID%3A1686
Epirubicin	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A635
Epirubicin	bone cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A184
Epirubicin	breast cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1612
Epirubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A2531
Epirubicin	liver cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A3571
Epirubicin	ovarian cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A2394
Epirubicin	pancreatic cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1793
Epirubicin	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1192
Epirubicin	prostate cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10283
Epirubicin	sarcoma			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1115
Epirubicin	stomach cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A10534
Epirubicin	testicular cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A2998
Epirubicin	thyroid cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A1781
Epirubicin	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A11054
Epirubicin	uterine cancer			http://www.drugbank.ca/drugs/DB00445	http://www.disease-ontology.org/term/DOID%3A363
Eplerenone	coronary artery disease			http://www.drugbank.ca/drugs/DB00700	http://www.disease-ontology.org/term/DOID%3A3393
Eplerenone	hypertension			http://www.drugbank.ca/drugs/DB00700	http://www.disease-ontology.org/term/DOID%3A10763
Epoprostenol	atherosclerosis			http://www.drugbank.ca/drugs/DB01240	http://www.disease-ontology.org/term/DOID%3A1936
Epoprostenol	hypertension			http://www.drugbank.ca/drugs/DB01240	http://www.disease-ontology.org/term/DOID%3A10763
Epoprostenol	systemic scleroderma			http://www.drugbank.ca/drugs/DB01240	http://www.disease-ontology.org/term/DOID%3A418
Eprosartan	hypertension			http://www.drugbank.ca/drugs/DB00876	http://www.disease-ontology.org/term/DOID%3A10763
Ergocalciferol	metabolic syndrome X			http://www.drugbank.ca/drugs/DB00153	http://www.disease-ontology.org/term/DOID%3A14221
Ergocalciferol	osteoporosis			http://www.drugbank.ca/drugs/DB00153	http://www.disease-ontology.org/term/DOID%3A11476
Ergocalciferol	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00153	http://www.disease-ontology.org/term/DOID%3A7148
Ergotamine	migraine			http://www.drugbank.ca/drugs/DB00696	http://www.disease-ontology.org/term/DOID%3A6364
Eribulin	breast cancer			http://www.drugbank.ca/drugs/DB08871	http://www.disease-ontology.org/term/DOID%3A1612
Erlotinib	kidney cancer			http://www.drugbank.ca/drugs/DB00530	http://www.disease-ontology.org/term/DOID%3A263
Erlotinib	lung cancer			http://www.drugbank.ca/drugs/DB00530	http://www.disease-ontology.org/term/DOID%3A1324
Erlotinib	pancreatic cancer			http://www.drugbank.ca/drugs/DB00530	http://www.disease-ontology.org/term/DOID%3A1793
Escitalopram	Parkinson's disease			http://www.drugbank.ca/drugs/DB01175	http://www.disease-ontology.org/term/DOID%3A14330
Escitalopram	bipolar disorder			http://www.drugbank.ca/drugs/DB01175	http://www.disease-ontology.org/term/DOID%3A3312
Escitalopram	endogenous depression			http://www.drugbank.ca/drugs/DB01175	http://www.disease-ontology.org/term/DOID%3A1595
Esmolol	hypertension			http://www.drugbank.ca/drugs/DB00187	http://www.disease-ontology.org/term/DOID%3A10763
Esomeprazole	Barrett's esophagus			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A9206
Esomeprazole	allergic rhinitis			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A4481
Esomeprazole	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A7147
Esomeprazole	esophageal cancer			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A5041
Esomeprazole	kidney cancer			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A263
Esomeprazole	prostate cancer			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A10283
Esomeprazole	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A7148
Esomeprazole	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A9074
Esomeprazole	systemic scleroderma			http://www.drugbank.ca/drugs/DB00736	http://www.disease-ontology.org/term/DOID%3A418
Estradiol	breast cancer			http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A1612
Estradiol	coronary artery disease			http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A3393
Estradiol	osteoporosis			http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A11476
Estradiol	prostate cancer			http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A10283
Estradiol	uterine cancer			http://www.drugbank.ca/drugs/DB00783	http://www.disease-ontology.org/term/DOID%3A363
Estradiol valerate/Dienogest	breast cancer			http://www.drugbank.ca/drugs/DB08866	http://www.disease-ontology.org/term/DOID%3A1612
Estradiol valerate/Dienogest	prostate cancer			http://www.drugbank.ca/drugs/DB08866	http://www.disease-ontology.org/term/DOID%3A10283
Estramustine	prostate cancer			http://www.drugbank.ca/drugs/DB01196	http://www.disease-ontology.org/term/DOID%3A10283
Estrone	breast cancer			http://www.drugbank.ca/drugs/DB00655	http://www.disease-ontology.org/term/DOID%3A1612
Estrone	prostate cancer			http://www.drugbank.ca/drugs/DB00655	http://www.disease-ontology.org/term/DOID%3A10283
Estropipate	osteoporosis			http://www.drugbank.ca/drugs/DB04574	http://www.disease-ontology.org/term/DOID%3A11476
Eszopiclone	multiple sclerosis			http://www.drugbank.ca/drugs/DB00402	http://www.disease-ontology.org/term/DOID%3A2377
Eszopiclone	schizophrenia			http://www.drugbank.ca/drugs/DB00402	http://www.disease-ontology.org/term/DOID%3A5419
Ethacrynic acid	chronic kidney failure			http://www.drugbank.ca/drugs/DB00903	http://www.disease-ontology.org/term/DOID%3A784
Ethacrynic acid	hypertension			http://www.drugbank.ca/drugs/DB00903	http://www.disease-ontology.org/term/DOID%3A10763
Ethinyl Estradiol	breast cancer	DM	Pilot classification: disease-modifying; Pilot notes: estrogens can stimulate progression of ER+BrCa but high-dose estrogens may suppress their growth	http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A1612
Ethinyl Estradiol	osteoporosis			http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A11476
Ethinyl Estradiol	polycystic ovary syndrome			http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A11612
Ethinyl Estradiol	prostate cancer			http://www.drugbank.ca/drugs/DB00977	http://www.disease-ontology.org/term/DOID%3A10283
Etidronic acid	Paget's disease of bone			http://www.drugbank.ca/drugs/DB01077	http://www.disease-ontology.org/term/DOID%3A5408
Etidronic acid	osteoporosis	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB01077	http://www.disease-ontology.org/term/DOID%3A11476
Etodolac	osteoarthritis			http://www.drugbank.ca/drugs/DB00749	http://www.disease-ontology.org/term/DOID%3A8398
Etomidate	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00292	http://www.disease-ontology.org/term/DOID%3A1826
Etoposide	brain cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1319
Etoposide	germ cell cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2994
Etoposide	hematologic cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2531
Etoposide	lung cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1324
Etoposide	muscle cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A4045
Etoposide	peripheral nervous system neoplasm			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1192
Etoposide	prostate cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A10283
Etoposide	sarcoma			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A1115
Etoposide	testicular cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A2998
Etoposide	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A11054
Etoposide	uterine cancer			http://www.drugbank.ca/drugs/DB00773	http://www.disease-ontology.org/term/DOID%3A363
Everolimus	kidney cancer			http://www.drugbank.ca/drugs/DB01590	http://www.disease-ontology.org/term/DOID%3A263
Exemestane	breast cancer			http://www.drugbank.ca/drugs/DB00990	http://www.disease-ontology.org/term/DOID%3A1612
Ezetimibe	atherosclerosis			http://www.drugbank.ca/drugs/DB00973	http://www.disease-ontology.org/term/DOID%3A1936
Ezetimibe	coronary artery disease			http://www.drugbank.ca/drugs/DB00973	http://www.disease-ontology.org/term/DOID%3A3393
Felbamate	anemia			http://www.drugbank.ca/drugs/DB00949	http://www.disease-ontology.org/term/DOID%3A2355
Felbamate	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00949	http://www.disease-ontology.org/term/DOID%3A1826
Felodipine	hypertension			http://www.drugbank.ca/drugs/DB01023	http://www.disease-ontology.org/term/DOID%3A10763
Fenofibrate	coronary artery disease			http://www.drugbank.ca/drugs/DB01039	http://www.disease-ontology.org/term/DOID%3A3393
Fenoldopam	hypertension			http://www.drugbank.ca/drugs/DB00800	http://www.disease-ontology.org/term/DOID%3A10763
Fenoprofen	osteoarthritis			http://www.drugbank.ca/drugs/DB00573	http://www.disease-ontology.org/term/DOID%3A8398
Fentanyl	lung cancer			http://www.drugbank.ca/drugs/DB00813	http://www.disease-ontology.org/term/DOID%3A1324
Fentanyl	prostate cancer			http://www.drugbank.ca/drugs/DB00813	http://www.disease-ontology.org/term/DOID%3A10283
Finasteride	epilepsy syndrome			http://www.drugbank.ca/drugs/DB01216	http://www.disease-ontology.org/term/DOID%3A1826
Finasteride	prostate cancer			http://www.drugbank.ca/drugs/DB01216	http://www.disease-ontology.org/term/DOID%3A10283
Fingolimod	multiple sclerosis			http://www.drugbank.ca/drugs/DB08868	http://www.disease-ontology.org/term/DOID%3A2377
Floxuridine	stomach cancer			http://www.drugbank.ca/drugs/DB00322	http://www.disease-ontology.org/term/DOID%3A10534
Fluconazole	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB00196	http://www.disease-ontology.org/term/DOID%3A635
Fludarabine	hematologic cancer			http://www.drugbank.ca/drugs/DB01073	http://www.disease-ontology.org/term/DOID%3A2531
Fludarabine	lymphatic system cancer			http://www.drugbank.ca/drugs/DB01073	http://www.disease-ontology.org/term/DOID%3A0060073
Fludrocortisone	Parkinson's disease			http://www.drugbank.ca/drugs/DB00687	http://www.disease-ontology.org/term/DOID%3A14330
Flunisolide	allergic rhinitis	SYM	Pilot classification: symptomatic; Pilot notes: 	http://www.drugbank.ca/drugs/DB00180	http://www.disease-ontology.org/term/DOID%3A4481
Flunisolide	asthma			http://www.drugbank.ca/drugs/DB00180	http://www.disease-ontology.org/term/DOID%3A2841
Fluocinolone Acetonide	atopic dermatitis			http://www.drugbank.ca/drugs/DB00591	http://www.disease-ontology.org/term/DOID%3A3310
Fluocinolone Acetonide	psoriasis			http://www.drugbank.ca/drugs/DB00591	http://www.disease-ontology.org/term/DOID%3A8893
Fluocinonide	atopic dermatitis			http://www.drugbank.ca/drugs/DB01047	http://www.disease-ontology.org/term/DOID%3A3310
Fluocinonide	psoriasis			http://www.drugbank.ca/drugs/DB01047	http://www.disease-ontology.org/term/DOID%3A8893
Fluorouracil	breast cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A1612
Fluorouracil	colon cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A219
Fluorouracil	head and neck cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A11934
Fluorouracil	pancreatic cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A1793
Fluorouracil	skin cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A4159
Fluorouracil	stomach cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A10534
Fluorouracil	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00544	http://www.disease-ontology.org/term/DOID%3A11054
Fluoxetine	panic disorder			http://www.drugbank.ca/drugs/DB00472	http://www.disease-ontology.org/term/DOID%3A594
Fluoxetine	schizophrenia			http://www.drugbank.ca/drugs/DB00472	http://www.disease-ontology.org/term/DOID%3A5419
Fluoxymesterone	breast cancer			http://www.drugbank.ca/drugs/DB01185	http://www.disease-ontology.org/term/DOID%3A1612
Fluphenazine	schizophrenia			http://www.drugbank.ca/drugs/DB00623	http://www.disease-ontology.org/term/DOID%3A5419
Flurbiprofen	osteoarthritis			http://www.drugbank.ca/drugs/DB00712	http://www.disease-ontology.org/term/DOID%3A8398
Flutamide	prostate cancer			http://www.drugbank.ca/drugs/DB00499	http://www.disease-ontology.org/term/DOID%3A10283
Fluticasone Propionate	asthma			http://www.drugbank.ca/drugs/DB00588	http://www.disease-ontology.org/term/DOID%3A2841
Fluticasone furoate	asthma			http://www.drugbank.ca/drugs/DB08906	http://www.disease-ontology.org/term/DOID%3A2841
Fluvoxamine	endogenous depression			http://www.drugbank.ca/drugs/DB00176	http://www.disease-ontology.org/term/DOID%3A1595
Fluvoxamine	panic disorder			http://www.drugbank.ca/drugs/DB00176	http://www.disease-ontology.org/term/DOID%3A594
Folic Acid	Crohn's disease			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A8778
Folic Acid	alcohol dependence			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A0050741
Folic Acid	anemia			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A2355
Folic Acid	ankylosing spondylitis			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A7147
Folic Acid	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A1826
Folic Acid	lung cancer			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A1324
Folic Acid	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A7148
Folic Acid	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A9074
Folic Acid	systemic scleroderma			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A418
Folic Acid	ulcerative colitis			http://www.drugbank.ca/drugs/DB00158	http://www.disease-ontology.org/term/DOID%3A8577
Formoterol	asthma			http://www.drugbank.ca/drugs/DB00983	http://www.disease-ontology.org/term/DOID%3A2841
Formoterol	chronic obstructive pulmonary disease			http://www.drugbank.ca/drugs/DB00983	http://www.disease-ontology.org/term/DOID%3A3083
Fosinopril	hypertension			http://www.drugbank.ca/drugs/DB00492	http://www.disease-ontology.org/term/DOID%3A10763
Fosphenytoin	epilepsy syndrome			http://www.drugbank.ca/drugs/DB01320	http://www.disease-ontology.org/term/DOID%3A1826
Frovatriptan	migraine			http://www.drugbank.ca/drugs/DB00998	http://www.disease-ontology.org/term/DOID%3A6364
Fulvestrant	breast cancer			http://www.drugbank.ca/drugs/DB00947	http://www.disease-ontology.org/term/DOID%3A1612
Furosemide	chronic kidney failure			http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A784
Furosemide	coronary artery disease			http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A3393
Furosemide	dilated cardiomyopathy			http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A12930
Furosemide	hypertension			http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A10763
Furosemide	systemic scleroderma			http://www.drugbank.ca/drugs/DB00695	http://www.disease-ontology.org/term/DOID%3A418
Gabapentin	Parkinson's disease			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A14330
Gabapentin	bipolar disorder			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A3312
Gabapentin	colon cancer			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A219
Gabapentin	epilepsy syndrome			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A1826
Gabapentin	kidney cancer			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A263
Gabapentin	migraine			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A6364
Gabapentin	multiple sclerosis			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A2377
Gabapentin	restless legs syndrome			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A0050425
Gabapentin	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A7148
Gabapentin	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00996	http://www.disease-ontology.org/term/DOID%3A9074
Galantamine	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00674	http://www.disease-ontology.org/term/DOID%3A10652
Gamma Hydroxybutyric Acid	narcolepsy			http://www.drugbank.ca/drugs/DB01440	http://www.disease-ontology.org/term/DOID%3A8986
Ganciclovir	acquired immunodeficiency syndrome			http://www.drugbank.ca/drugs/DB01004	http://www.disease-ontology.org/term/DOID%3A635
Gefitinib	lung cancer			http://www.drugbank.ca/drugs/DB00317	http://www.disease-ontology.org/term/DOID%3A1324
Gemcitabine	breast cancer			http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A1612
Gemcitabine	hematologic cancer			http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A2531
Gemcitabine	kidney cancer			http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A263
Gemcitabine	lung cancer			http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A1324
Gemcitabine	pancreatic cancer			http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A1793
Gemcitabine	urinary bladder cancer			http://www.drugbank.ca/drugs/DB00441	http://www.disease-ontology.org/term/DOID%3A11054
Gemfibrozil	coronary artery disease			http://www.drugbank.ca/drugs/DB01241	http://www.disease-ontology.org/term/DOID%3A3393
Gemfibrozil	pancreatitis			http://www.drugbank.ca/drugs/DB01241	http://www.disease-ontology.org/term/DOID%3A4989
Gemfibrozil	sclerosing cholangitis			http://www.drugbank.ca/drugs/DB01241	http://www.disease-ontology.org/term/DOID%3A14268
Gliclazide	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB01120	http://www.disease-ontology.org/term/DOID%3A9352
Glimepiride	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB00222	http://www.disease-ontology.org/term/DOID%3A9352
Glipizide	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB01067	http://www.disease-ontology.org/term/DOID%3A9352
Glucosamine	osteoarthritis			http://www.drugbank.ca/drugs/DB01296	http://www.disease-ontology.org/term/DOID%3A8398
Glyburide	gestational diabetes			http://www.drugbank.ca/drugs/DB01016	http://www.disease-ontology.org/term/DOID%3A11714
Glyburide	type 2 diabetes mellitus			http://www.drugbank.ca/drugs/DB01016	http://www.disease-ontology.org/term/DOID%3A9352
Goserelin	breast cancer			http://www.drugbank.ca/drugs/DB00014	http://www.disease-ontology.org/term/DOID%3A1612
Goserelin	prostate cancer			http://www.drugbank.ca/drugs/DB00014	http://www.disease-ontology.org/term/DOID%3A10283
Guanabenz	hypertension			http://www.drugbank.ca/drugs/DB00629	http://www.disease-ontology.org/term/DOID%3A10763
Guanadrel	hypertension			http://www.drugbank.ca/drugs/DB00226	http://www.disease-ontology.org/term/DOID%3A10763
Guanethidine	hypertension			http://www.drugbank.ca/drugs/DB01170	http://www.disease-ontology.org/term/DOID%3A10763
Guanfacine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB01018	http://www.disease-ontology.org/term/DOID%3A1094
Guanfacine	hypertension			http://www.drugbank.ca/drugs/DB01018	http://www.disease-ontology.org/term/DOID%3A10763
Haloperidol	Alzheimer's disease			http://www.drugbank.ca/drugs/DB00502	http://www.disease-ontology.org/term/DOID%3A10652
Haloperidol	Gilles de la Tourette syndrome			http://www.drugbank.ca/drugs/DB00502	http://www.disease-ontology.org/term/DOID%3A11119
Haloperidol	conduct disorder			http://www.drugbank.ca/drugs/DB00502	http://www.disease-ontology.org/term/DOID%3A12995
Haloperidol	schizophrenia			http://www.drugbank.ca/drugs/DB00502	http://www.disease-ontology.org/term/DOID%3A5419
Hydralazine	hypertension			http://www.drugbank.ca/drugs/DB01275	http://www.disease-ontology.org/term/DOID%3A10763
Hydrochlorothiazide	hypertension	SYM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB00999	http://www.disease-ontology.org/term/DOID%3A10763
Hydrochlorothiazide	nephrolithiasis			http://www.drugbank.ca/drugs/DB00999	http://www.disease-ontology.org/term/DOID%3A585
Hydrochlorothiazide	osteoporosis			http://www.drugbank.ca/drugs/DB00999	http://www.disease-ontology.org/term/DOID%3A11476
Hydrocortisone	allergic rhinitis			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A4481
Hydrocortisone	asthma			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A2841
Hydrocortisone	atopic dermatitis			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A3310
Hydrocortisone	gout			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A13189
Hydrocortisone	kidney cancer			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A263
Hydrocortisone	prostate cancer			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A10283
Hydrocortisone	psoriasis			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A8893
Hydrocortisone	rheumatoid arthritis			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A7148
Hydrocortisone	systemic lupus erythematosus			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A9074
Hydrocortisone	ulcerative colitis			http://www.drugbank.ca/drugs/DB00741	http://www.disease-ontology.org/term/DOID%3A8577
Hydroflumethiazide	hypertension			http://www.drugbank.ca/drugs/DB00774	http://www.disease-ontology.org/term/DOID%3A10763
Hydroxyurea	brain cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A1319
Hydroxyurea	head and neck cancer	DM	Pilot classification: disease-modifying; Pilot notes: 	http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A11934
Hydroxyurea	hematologic cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A2531
Hydroxyurea	kidney cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A263
Hydroxyurea	lung cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A1324
Hydroxyurea	melanoma			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A1909
Hydroxyurea	ovarian cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A2394
Hydroxyurea	prostate cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A10283
Hydroxyurea	psoriasis			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A8893
Hydroxyurea	skin cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A4159
Hydroxyurea	uterine cancer			http://www.drugbank.ca/drugs/DB01005	http://www.disease-ontology.org/term/DOID%3A363
Hyoscyamine	Crohn's disease			http://www.drugbank.ca/drugs/DB00424	http://www.disease-ontology.org/term/DOID%3A8778
Hyoscyamine	Parkinson's disease			http://www.drugbank.ca/drugs/DB00424	http://www.disease-ontology.org/term/DOID%3A14330
Hyoscyamine	pancreatitis			http://www.drugbank.ca/drugs/DB00424	http://www.disease-ontology.org/term/DOID%3A4989
Ibandronate	osteoporosis			http://www.drugbank.ca/drugs/DB00710	http://www.disease-ontology.org/term/DOID%3A11476
Ibuprofen	osteoarthritis	SYM	Pilot classification: symptomatic ; Pilot notes: 	http://www.drugbank.ca/drugs/DB01050	http://www.disease-ontology.org/term/DOID%3A8398
Idarubicin	breast cancer			http://www.drugbank.ca/drugs/DB01177	http://www.disease-ontology.org/term/DOID%3A1612
Idarubicin	hematologic cancer			http://www.drugbank.ca/drugs/DB01177	http://www.disease-ontology.org/term/DOID%3A2531
Ifosfamide	germ cell cancer			http://www.drugbank.ca/drugs/DB01181	http://www.disease-ontology.org/term/DOID%3A2994
Ifosfamide	hematologic cancer			http://www.drugbank.ca/drugs/DB01181	http://www.disease-ontology.org/term/DOID%3A2531
Ifosfamide	testicular cancer			http://www.drugbank.ca/drugs/DB01181	http://www.disease-ontology.org/term/DOID%3A2998
Iloprost	hypertension			http://www.drugbank.ca/drugs/DB01088	http://www.disease-ontology.org/term/DOID%3A10763
Imatinib	hematologic cancer			http://www.drugbank.ca/drugs/DB00619	http://www.disease-ontology.org/term/DOID%3A2531
Imipramine	attention deficit hyperactivity disorder			http://www.drugbank.ca/drugs/DB00458	http://www.disease-ontology.org/term/DOID%3A1094
Imipramine	endogenous depression			http://www.drugbank.ca/drugs/DB00458	http://www.disease-ontology.org/term/DOID%3A1595
Imipramine	panic disorder			http://www.drugbank.ca/drugs/DB00458	http://www.disease-ontology.org/term/DOID%3A594
Imiquimod	skin cancer			http://www.drugbank.ca/drugs/DB00724	http://www.disease-ontology.org/term/DOID%3A4159
Indacaterol	asthma			http://www.drugbank.ca/drugs/DB05039	http://www.disease-ontology.org/term/DOID%3A2841
Indapamide	hypertension			http://www.drugbank.ca/drugs/DB00808	http://www.disease-ontology.org/term/DOID%3A10763
